
   time:  355.468 dt:   0.08889 mass:   1.779
      X         N         T         U         P        Q         JM
  49.0250   1.78603   1.20876   0.52654   2.15888   0.00917   0.94041
  49.0750   1.78560   1.20925   0.52647   2.15922   0.00944   0.94006
  49.1250   1.78515   1.20973   0.52639   2.15955   0.00965   0.93969
  49.1750   1.78468   1.21022   0.52632   2.15986   0.00981   0.93931
  49.2250   1.78418   1.21073   0.52624   2.16016   0.00995   0.93891
  49.2750   1.78365   1.21125   0.52617   2.16045   0.01007   0.93850
  49.3250   1.78309   1.21179   0.52609   2.16074   0.01014   0.93806
  49.3750   1.78252   1.21234   0.52600   2.16101   0.01018   0.93761
  49.4250   1.78192   1.21290   0.52592   2.16129   0.01019   0.93715
  49.4750   1.78132   1.21345   0.52582   2.16155   0.01014   0.93666
  49.5250   1.78074   1.21400   0.52571   2.16181   0.01001   0.93616
  49.5750   1.78018   1.21451   0.52559   2.16205   0.00979   0.93564
  49.6250   1.77966   1.21498   0.52544   2.16224   0.00946   0.93511
  49.6750   1.77919   1.21535   0.52527   2.16233   0.00900   0.93456
  49.7250   1.77876   1.21553   0.52508   2.16215   0.00834   0.93399
  49.7750   1.77825   1.21540   0.52486   2.16129   0.00745   0.93334
  49.8250   1.77728   1.21464   0.52467   2.15875   0.00634   0.93248
  49.8750   1.77466   1.21262   0.52459   2.15199   0.00507   0.93097
  49.9250   1.76711   1.20773   0.52497   2.13419   0.00406   0.92768
  49.9750   1.74578   1.19501   0.52683   2.08623   0.00443   0.91973
