
   time:  710.991 dt:   0.08889 mass:   1.836
      X         N         T         U         P        Q         JM
  49.0250   1.84656   1.19163   0.53169   2.20041   0.00912   0.98179
  49.0750   1.84570   1.19223   0.53167   2.20050   0.00930   0.98131
  49.1250   1.84491   1.19278   0.53165   2.20058   0.00936   0.98084
  49.1750   1.84414   1.19330   0.53163   2.20062   0.00940   0.98039
  49.2250   1.84340   1.19380   0.53160   2.20066   0.00942   0.97995
  49.2750   1.84268   1.19428   0.53157   2.20069   0.00941   0.97952
  49.3250   1.84197   1.19476   0.53155   2.20071   0.00941   0.97910
  49.3750   1.84128   1.19522   0.53152   2.20072   0.00940   0.97868
  49.4250   1.84059   1.19567   0.53150   2.20073   0.00941   0.97828
  49.4750   1.83991   1.19611   0.53149   2.20073   0.00943   0.97789
  49.5250   1.83922   1.19655   0.53148   2.20072   0.00947   0.97750
  49.5750   1.83851   1.19698   0.53148   2.20067   0.00953   0.97713
  49.6250   1.83778   1.19740   0.53150   2.20056   0.00967   0.97677
  49.6750   1.83698   1.19779   0.53154   2.20032   0.00985   0.97642
  49.7250   1.83602   1.19812   0.53162   2.19977   0.01013   0.97607
  49.7750   1.83471   1.19829   0.53177   2.19852   0.01058   0.97565
  49.8250   1.83253   1.19810   0.53206   2.19555   0.01130   0.97502
  49.8750   1.82807   1.19704   0.53265   2.18828   0.01263   0.97373
  49.9250   1.81763   1.19374   0.53396   2.16977   0.01533   0.97055
  49.9750   1.79145   1.18362   0.53724   2.12040   0.02126   0.96243
