     211  -3.37500   0.37500   2.62500      2      7     10
     212  -3.37500   2.62500   1.12500      2     10      8
     213  -3.37500   4.12500   0.37500      2     12      7
     214  -2.62500  -4.12500   3.37500      3      1     11
     215  -2.62500  -4.12500  -3.37500      3      1      2
     216  -2.62500   1.87500   2.62500      3      9     10
     217  -2.62500   4.12500   1.12500      3     12      8
     218  -2.62500  -3.37500  -0.37500      3      2      6
     219  -2.62500  -1.12500  -1.12500      3      5      5
     220  -1.87500   2.62500  -4.12500      4     10      1
     221  -1.87500  -1.12500   1.87500      4      5      9
     222  -1.87500  -2.62500  -3.37500      4      3      2
     223  -1.87500  -3.37500   1.12500      4      2      8
     224  -1.87500   1.87500  -2.62500      4      9      3
     225  -1.87500   4.12500  -4.12500      4     12      1
     226  -1.12500   1.87500  -1.87500      5      9      4
     227  -1.12500  -1.87500   3.37500      5      4     11
     228  -0.37500   4.12500  -0.37500      6     12      6
     229  -0.37500  -3.37500  -1.87500      6      2      4
     230  -0.37500   0.37500  -4.12500      6      7      1
     231  -0.37500   2.62500   4.12500      6     10     12
     232  -0.37500   3.37500  -2.62500      6     11      3
     233  -0.37500  -0.37500   3.37500      6      6     11
     234   0.37500   0.37500  -3.37500      7      7      2
     235   0.37500  -3.37500   2.62500      7      2     10
     236   0.37500  -2.62500  -4.12500      7      3      1
     237   0.37500  -0.37500   4.12500      7      6     12
     238   0.37500   3.37500   1.87500      7     11      9
     239   0.37500  -4.12500   0.37500      7      1      7
     240   1.12500   1.87500  -3.37500      8      9      2
     241   1.12500  -1.87500   1.87500      8      4      9
     242   1.87500  -4.12500   4.12500      9      1     12
     243   1.87500  -1.87500   2.62500      9      4     10
     244   1.87500   3.37500  -1.12500      9     11      5
     245   1.87500   2.62500   3.37500      9     10     11
     246   1.87500   1.12500  -1.87500      9      8      4
     247   1.87500  -2.62500   4.12500      9      3     12
     248   2.62500   1.12500   1.12500     10      8      8
     249   2.62500   3.37500   0.37500     10     11      7
     250   2.62500  -4.12500  -1.12500     10      1      5
     251   2.62500  -1.87500  -2.62500     10      4      3
     252   2.62500   4.12500   3.37500     10     12     11
     253   2.62500   4.12500  -3.37500     10     12      2
     254   3.37500  -4.12500  -0.37500     11      1      6
     255   3.37500  -2.62500  -1.12500     11      3      5
     256   3.37500  -0.37500  -2.62500     11      6      3
     257   3.37500   1.87500  -4.12500     11      9      1
     258   3.37500   3.37500   4.12500     11     11     12
     259   3.37500   4.12500  -1.87500     11     12      4
     260   3.37500   0.37500   3.37500     11      7     11
     261   3.37500  -1.12500  -1.87500     11      5      4
     262   4.12500   1.12500  -2.62500     12      8      3
     263   4.12500   3.37500  -4.12500     12     11      1
     264   4.12500  -4.12500   3.37500     12      1     11
     265   4.12500  -1.87500   2.62500     12      4     10
     266   4.12500  -0.37500   1.12500     12      6      8
     267   4.12500  -3.37500   0.37500     12      2      7
