      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   7.78766E+17   3.09372E+08   1.70502E-01   3.32726E-07   3.97259E-10
 1.07500E+00   1.18137E+18   4.39423E+08   2.58633E-01   5.04695E-07   3.71959E-10
 1.12500E+00   1.58491E+18   5.08357E+08   3.46954E-01   6.77020E-07   3.20748E-10
 1.17500E+00   1.98934E+18   6.70814E+08   4.35458E-01   8.49690E-07   3.37204E-10
 1.22500E+00   2.39468E+18   8.53260E+08   5.24147E-01   1.02271E-06   3.56315E-10
 1.27500E+00   2.80096E+18   1.04020E+09   6.13029E-01   1.19609E-06   3.71372E-10
 1.32500E+00   3.20826E+18   1.22839E+09   7.02118E-01   1.36986E-06   3.82884E-10
 1.37500E+00   3.61664E+18   1.41717E+09   7.91427E-01   1.54405E-06   3.91847E-10
 1.42500E+00   4.02617E+18   1.60640E+09   8.80973E-01   1.71867E-06   3.98990E-10
 1.47500E+00   4.43693E+18   1.79609E+09   9.70768E-01   1.89377E-06   4.04805E-10
 1.52500E+00   4.84899E+18   1.98625E+09   1.06083E+00   2.06937E-06   4.09622E-10
 1.57500E+00   5.26241E+18   2.17692E+09   1.15117E+00   2.24549E-06   4.13673E-10
 1.62500E+00   5.67729E+18   2.36811E+09   1.24180E+00   2.42216E-06   4.17120E-10
 1.67500E+00   6.09369E+18   2.55986E+09   1.33274E+00   2.59942E-06   4.20084E-10
 1.72500E+00   6.51171E+18   2.75221E+09   1.42402E+00   2.77730E-06   4.22655E-10
 1.77500E+00   6.93144E+18   2.94518E+09   1.51564E+00   2.95583E-06   4.24901E-10
 1.82500E+00   7.35297E+18   3.13882E+09   1.60763E+00   3.13506E-06   4.26877E-10
 1.87500E+00   7.77641E+18   3.33316E+09   1.70001E+00   3.31501E-06   4.28625E-10
 1.92500E+00   8.20184E+18   3.52826E+09   1.79279E+00   3.49572E-06   4.30179E-10
 1.97500E+00   8.62936E+18   3.72415E+09   1.88600E+00   3.67723E-06   4.31567E-10
 2.02500E+00   9.05908E+18   3.92087E+09   1.97965E+00   3.85957E-06   4.32812E-10
 2.07500E+00   9.49109E+18   4.11848E+09   2.07377E+00   4.04280E-06   4.33931E-10
 2.12500E+00   9.92552E+18   4.31700E+09   2.16838E+00   4.22694E-06   4.34940E-10
 2.17500E+00   1.03625E+19   4.51648E+09   2.26351E+00   4.41205E-06   4.35850E-10
 2.22500E+00   1.08020E+19   4.71695E+09   2.35916E+00   4.59815E-06   4.36673E-10
 2.27500E+00   1.12443E+19   4.91846E+09   2.45537E+00   4.78529E-06   4.37417E-10
 2.32500E+00   1.16894E+19   5.12105E+09   2.55216E+00   4.97352E-06   4.38091E-10
 2.37500E+00   1.21375E+19   5.32475E+09   2.64954E+00   5.16286E-06   4.38701E-10
 2.42500E+00   1.25887E+19   5.52960E+09   2.74755E+00   5.35338E-06   4.39252E-10
 2.47500E+00   1.30430E+19   5.73568E+09   2.84620E+00   5.54510E-06   4.39751E-10
 2.52500E+00   1.35007E+19   5.94305E+09   2.94552E+00   5.73807E-06   4.40205E-10
 2.57500E+00   1.39617E+19   6.15176E+09   3.04553E+00   5.93235E-06   4.40617E-10
 2.62500E+00   1.44263E+19   6.36187E+09   3.14626E+00   6.12796E-06   4.40991E-10
 2.67500E+00   1.48946E+19   6.57344E+09   3.24773E+00   6.32498E-06   4.41332E-10
 2.72500E+00   1.53667E+19   6.78655E+09   3.34998E+00   6.52343E-06   4.41641E-10
 2.77500E+00   1.58427E+19   7.00124E+09   3.45302E+00   6.72338E-06   4.41923E-10
 2.82500E+00   1.63228E+19   7.21756E+09   3.55688E+00   6.92487E-06   4.42178E-10
 2.87500E+00   1.68070E+19   7.43557E+09   3.66160E+00   7.12794E-06   4.42408E-10
 2.92500E+00   1.72957E+19   7.65531E+09   3.76718E+00   7.33265E-06   4.42615E-10
 2.97500E+00   1.77887E+19   7.87685E+09   3.87367E+00   7.53905E-06   4.42800E-10
 3.02500E+00   1.82864E+19   8.10022E+09   3.98108E+00   7.74718E-06   4.42965E-10
 3.07500E+00   1.87888E+19   8.32548E+09   4.08945E+00   7.95709E-06   4.43109E-10
 3.12500E+00   1.92960E+19   8.55267E+09   4.19879E+00   8.16884E-06   4.43235E-10
 3.17500E+00   1.98083E+19   8.78186E+09   4.30915E+00   8.38247E-06   4.43343E-10
 3.22500E+00   2.03257E+19   9.01310E+09   4.42055E+00   8.59804E-06   4.43433E-10
 3.27500E+00   2.08484E+19   9.24644E+09   4.53300E+00   8.81560E-06   4.43508E-10
 3.32500E+00   2.13765E+19   9.48195E+09   4.64656E+00   9.03520E-06   4.43568E-10
 3.37500E+00   2.19103E+19   9.71970E+09   4.76123E+00   9.25690E-06   4.43614E-10
 3.42500E+00   2.24497E+19   9.95974E+09   4.87706E+00   9.48074E-06   4.43647E-10
 3.47500E+00   2.29950E+19   1.02021E+10   4.99406E+00   9.70679E-06   4.43666E-10
 3.52500E+00   2.35464E+19   1.04469E+10   5.11228E+00   9.93510E-06   4.43672E-10
 3.57500E+00   2.41039E+19   1.06941E+10   5.23173E+00   1.01657E-05   4.43665E-10
 3.62500E+00   2.46677E+19   1.09438E+10   5.35245E+00   1.03987E-05   4.43646E-10
 3.67500E+00   2.52381E+19   1.11960E+10   5.47447E+00   1.06341E-05   4.43616E-10
 3.72500E+00   2.58150E+19   1.14509E+10   5.59781E+00   1.08720E-05   4.43575E-10
 3.77500E+00   2.63987E+19   1.17085E+10   5.72252E+00   1.11124E-05   4.43524E-10
 3.82500E+00   2.69894E+19   1.19689E+10   5.84861E+00   1.13553E-05   4.43465E-10
 3.87500E+00   2.75871E+19   1.22321E+10   5.97612E+00   1.16010E-05   4.43399E-10
 3.92500E+00   2.81921E+19   1.24983E+10   6.10508E+00   1.18493E-05   4.43325E-10
 3.97500E+00   2.88046E+19   1.27675E+10   6.23552E+00   1.21004E-05   4.43247E-10
 4.02500E+00   2.94246E+19   1.30400E+10   6.36747E+00   1.23542E-05   4.43165E-10
 4.07500E+00   3.00524E+19   1.33156E+10   6.50097E+00   1.26110E-05   4.43080E-10
 4.12500E+00   3.06881E+19   1.35946E+10   6.63604E+00   1.28707E-05   4.42993E-10
 4.17500E+00   3.13318E+19   1.38770E+10   6.77273E+00   1.31334E-05   4.42904E-10
 4.22500E+00   3.19838E+19   1.41629E+10   6.91105E+00   1.33991E-05   4.42813E-10
 4.27500E+00   3.26442E+19   1.44523E+10   7.05104E+00   1.36679E-05   4.42720E-10
 4.32500E+00   3.33132E+19   1.47452E+10   7.19273E+00   1.39399E-05   4.42624E-10
 4.37500E+00   3.39909E+19   1.50419E+10   7.33615E+00   1.42151E-05   4.42526E-10
 4.42500E+00   3.46774E+19   1.53422E+10   7.48134E+00   1.44936E-05   4.42425E-10
 4.47500E+00   3.53730E+19   1.56463E+10   7.62831E+00   1.47753E-05   4.42323E-10
 4.52500E+00   3.60778E+19   1.59543E+10   7.77711E+00   1.50605E-05   4.42218E-10
 4.57500E+00   3.67919E+19   1.62661E+10   7.92775E+00   1.53491E-05   4.42111E-10
 4.62500E+00   3.75156E+19   1.65820E+10   8.08027E+00   1.56411E-05   4.42002E-10
 4.67500E+00   3.82489E+19   1.69018E+10   8.23471E+00   1.59367E-05   4.41889E-10
 4.72500E+00   3.89920E+19   1.72256E+10   8.39108E+00   1.62359E-05   4.41774E-10
 4.77500E+00   3.97450E+19   1.75536E+10   8.54942E+00   1.65387E-05   4.41656E-10
 4.82500E+00   4.05082E+19   1.78858E+10   8.70975E+00   1.68452E-05   4.41536E-10
 4.87500E+00   4.12817E+19   1.82222E+10   8.87210E+00   1.71554E-05   4.41412E-10
 4.92500E+00   4.20655E+19   1.85630E+10   9.03650E+00   1.74695E-05   4.41287E-10
 4.97500E+00   4.28599E+19   1.89081E+10   9.20298E+00   1.77873E-05   4.41160E-10
 5.02500E+00   4.36651E+19   1.92576E+10   9.37156E+00   1.81091E-05   4.41031E-10
 5.07500E+00   4.44810E+19   1.96118E+10   9.54228E+00   1.84347E-05   4.40902E-10
 5.12500E+00   4.53080E+19   1.99705E+10   9.71515E+00   1.87644E-05   4.40772E-10
 5.17500E+00   4.61462E+19   2.03340E+10   9.89021E+00   1.90981E-05   4.40643E-10
 5.22500E+00   4.69957E+19   2.07023E+10   1.00675E+01   1.94359E-05   4.40515E-10
 5.27500E+00   4.78566E+19   2.10754E+10   1.02470E+01   1.97777E-05   4.40388E-10
 5.32500E+00   4.87290E+19   2.14536E+10   1.04288E+01   2.01238E-05   4.40263E-10
 5.37500E+00   4.96132E+19   2.18367E+10   1.06128E+01   2.04741E-05   4.40139E-10
 5.42500E+00   5.05092E+19   2.22249E+10   1.07992E+01   2.08286E-05   4.40017E-10
 5.47500E+00   5.14172E+19   2.26183E+10   1.09879E+01   2.11874E-05   4.39897E-10
 5.52500E+00   5.23374E+19   2.30169E+10   1.11790E+01   2.15506E-05   4.39780E-10
 5.57500E+00   5.32697E+19   2.34208E+10   1.13724E+01   2.19181E-05   4.39664E-10
 5.62500E+00   5.42144E+19   2.38299E+10   1.15683E+01   2.22900E-05   4.39550E-10
 5.67500E+00   5.51716E+19   2.42445E+10   1.17666E+01   2.26664E-05   4.39437E-10
 5.72500E+00   5.61414E+19   2.46645E+10   1.19673E+01   2.30473E-05   4.39327E-10
 5.77500E+00   5.71240E+19   2.50899E+10   1.21705E+01   2.34327E-05   4.39218E-10
 5.82500E+00   5.81193E+19   2.55209E+10   1.23762E+01   2.38227E-05   4.39112E-10
 5.87500E+00   5.91276E+19   2.59575E+10   1.25844E+01   2.42172E-05   4.39008E-10
 5.92500E+00   6.01490E+19   2.63998E+10   1.27951E+01   2.46164E-05   4.38906E-10
 5.97500E+00   6.11834E+19   2.68478E+10   1.30083E+01   2.50202E-05   4.38808E-10
 6.02500E+00   6.22311E+19   2.73016E+10   1.32241E+01   2.54287E-05   4.38713E-10
 6.07500E+00   6.32921E+19   2.77613E+10   1.34425E+01   2.58419E-05   4.38621E-10
 6.12500E+00   6.43666E+19   2.82269E+10   1.36635E+01   2.62598E-05   4.38533E-10
 6.17500E+00   6.54546E+19   2.86985E+10   1.38870E+01   2.66825E-05   4.38449E-10
 6.22500E+00   6.65561E+19   2.91761E+10   1.41132E+01   2.71100E-05   4.38368E-10
 6.27500E+00   6.76714E+19   2.96598E+10   1.43420E+01   2.75422E-05   4.38291E-10
 6.32500E+00   6.88003E+19   3.01495E+10   1.45734E+01   2.79793E-05   4.38218E-10
 6.37500E+00   6.99431E+19   3.06454E+10   1.48075E+01   2.84212E-05   4.38148E-10
 6.42500E+00   7.10998E+19   3.11474E+10   1.50443E+01   2.88679E-05   4.38081E-10
 6.47500E+00   7.22703E+19   3.16557E+10   1.52837E+01   2.93195E-05   4.38017E-10
 6.52500E+00   7.34549E+19   3.21701E+10   1.55258E+01   2.97759E-05   4.37958E-10
 6.57500E+00   7.46535E+19   3.26908E+10   1.57705E+01   3.02372E-05   4.37901E-10
 6.62500E+00   7.58661E+19   3.32178E+10   1.60180E+01   3.07034E-05   4.37848E-10
 6.67500E+00   7.70929E+19   3.37511E+10   1.62681E+01   3.11746E-05   4.37797E-10
 6.72500E+00   7.83339E+19   3.42906E+10   1.65210E+01   3.16506E-05   4.37750E-10
 6.77500E+00   7.95890E+19   3.48365E+10   1.67765E+01   3.21315E-05   4.37705E-10
 6.82500E+00   8.08583E+19   3.53888E+10   1.70348E+01   3.26173E-05   4.37664E-10
 6.87500E+00   8.21420E+19   3.59474E+10   1.72957E+01   3.31081E-05   4.37625E-10
 6.92500E+00   8.34399E+19   3.65124E+10   1.75594E+01   3.36038E-05   4.37590E-10
 6.97500E+00   8.47521E+19   3.70838E+10   1.78258E+01   3.41043E-05   4.37557E-10
 7.02500E+00   8.60786E+19   3.76617E+10   1.80949E+01   3.46098E-05   4.37527E-10
 7.07500E+00   8.74194E+19   3.82460E+10   1.83667E+01   3.51202E-05   4.37500E-10
 7.12500E+00   8.87745E+19   3.88367E+10   1.86412E+01   3.56355E-05   4.37475E-10
 7.17500E+00   9.01439E+19   3.94339E+10   1.89184E+01   3.61557E-05   4.37455E-10
 7.22500E+00   9.15277E+19   4.00377E+10   1.91982E+01   3.66807E-05   4.37438E-10
 7.27500E+00   9.29257E+19   4.06480E+10   1.94808E+01   3.72106E-05   4.37425E-10
 7.32500E+00   9.43379E+19   4.12648E+10   1.97661E+01   3.77454E-05   4.37415E-10
 7.37500E+00   9.57644E+19   4.18881E+10   2.00540E+01   3.82850E-05   4.37408E-10
 7.42500E+00   9.72051E+19   4.25179E+10   2.03447E+01   3.88294E-05   4.37404E-10
 7.47500E+00   9.86599E+19   4.31541E+10   2.06379E+01   3.93786E-05   4.37402E-10
 7.52500E+00   1.00129E+20   4.37967E+10   2.09338E+01   3.99325E-05   4.37404E-10
 7.57500E+00   1.01612E+20   4.44458E+10   2.12324E+01   4.04912E-05   4.37407E-10
 7.62500E+00   1.03109E+20   4.51011E+10   2.15335E+01   4.10546E-05   4.37413E-10
 7.67500E+00   1.04620E+20   4.57628E+10   2.18373E+01   4.16227E-05   4.37420E-10
 7.72500E+00   1.06145E+20   4.64307E+10   2.21436E+01   4.21955E-05   4.37429E-10
 7.77500E+00   1.07683E+20   4.71050E+10   2.24526E+01   4.27729E-05   4.37440E-10
 7.82500E+00   1.09236E+20   4.77855E+10   2.27641E+01   4.33548E-05   4.37453E-10
 7.87500E+00   1.10802E+20   4.84723E+10   2.30782E+01   4.39414E-05   4.37468E-10
 7.92500E+00   1.12382E+20   4.91652E+10   2.33948E+01   4.45326E-05   4.37484E-10
 7.97500E+00   1.13975E+20   4.98644E+10   2.37139E+01   4.51282E-05   4.37503E-10
 8.02500E+00   1.15582E+20   5.05699E+10   2.40355E+01   4.57284E-05   4.37524E-10
 8.07500E+00   1.17203E+20   5.12816E+10   2.43596E+01   4.63330E-05   4.37547E-10
 8.12500E+00   1.18836E+20   5.19994E+10   2.46862E+01   4.69421E-05   4.37572E-10
 8.17500E+00   1.20483E+20   5.27234E+10   2.50152E+01   4.75555E-05   4.37599E-10
 8.22500E+00   1.22143E+20   5.34534E+10   2.53467E+01   4.81733E-05   4.37628E-10
 8.27500E+00   1.23817E+20   5.41895E+10   2.56806E+01   4.87954E-05   4.37659E-10
 8.32500E+00   1.25503E+20   5.49315E+10   2.60168E+01   4.94217E-05   4.37692E-10
 8.37500E+00   1.27202E+20   5.56795E+10   2.63555E+01   5.00523E-05   4.37726E-10
 8.42500E+00   1.28914E+20   5.64333E+10   2.66965E+01   5.06871E-05   4.37761E-10
 8.47500E+00   1.30638E+20   5.71929E+10   2.70398E+01   5.13260E-05   4.37797E-10
 8.52500E+00   1.32375E+20   5.79583E+10   2.73854E+01   5.19691E-05   4.37834E-10
 8.57500E+00   1.34125E+20   5.87294E+10   2.77332E+01   5.26161E-05   4.37872E-10
 8.62500E+00   1.35886E+20   5.95061E+10   2.80834E+01   5.32672E-05   4.37911E-10
 8.67500E+00   1.37660E+20   6.02885E+10   2.84357E+01   5.39222E-05   4.37952E-10
 8.72500E+00   1.39446E+20   6.10764E+10   2.87902E+01   5.45811E-05   4.37993E-10
 8.77500E+00   1.41244E+20   6.18698E+10   2.91469E+01   5.52439E-05   4.38036E-10
 8.82500E+00   1.43053E+20   6.26687E+10   2.95058E+01   5.59105E-05   4.38080E-10
 8.87500E+00   1.44875E+20   6.34731E+10   2.98668E+01   5.65808E-05   4.38125E-10
 8.92500E+00   1.46707E+20   6.42829E+10   3.02298E+01   5.72548E-05   4.38171E-10
 8.97500E+00   1.48551E+20   6.50981E+10   3.05950E+01   5.79326E-05   4.38219E-10
 9.02500E+00   1.50407E+20   6.59185E+10   3.09621E+01   5.86139E-05   4.38268E-10
 9.07500E+00   1.52273E+20   6.67440E+10   3.13313E+01   5.92987E-05   4.38318E-10
 9.12500E+00   1.54150E+20   6.75748E+10   3.17024E+01   5.99871E-05   4.38369E-10
 9.17500E+00   1.56039E+20   6.84105E+10   3.20755E+01   6.06789E-05   4.38421E-10
 9.22500E+00   1.57937E+20   6.92510E+10   3.24505E+01   6.13741E-05   4.38472E-10
 9.27500E+00   1.59847E+20   7.00964E+10   3.28274E+01   6.20726E-05   4.38523E-10
 9.32500E+00   1.61766E+20   7.09467E+10   3.32062E+01   6.27745E-05   4.38575E-10
 9.37500E+00   1.63696E+20   7.18016E+10   3.35868E+01   6.34795E-05   4.38627E-10
 9.42500E+00   1.65636E+20   7.26611E+10   3.39692E+01   6.41877E-05   4.38679E-10
 9.47500E+00   1.67586E+20   7.35250E+10   3.43534E+01   6.48991E-05   4.38731E-10
 9.52500E+00   1.69545E+20   7.43934E+10   3.47393E+01   6.56135E-05   4.38782E-10
 9.57500E+00   1.71514E+20   7.52661E+10   3.51269E+01   6.63309E-05   4.38833E-10
 9.62500E+00   1.73493E+20   7.61430E+10   3.55162E+01   6.70512E-05   4.38884E-10
 9.67500E+00   1.75480E+20   7.70242E+10   3.59071E+01   6.77744E-05   4.38934E-10
 9.72500E+00   1.77477E+20   7.79095E+10   3.62997E+01   6.85005E-05   4.38983E-10
 9.77500E+00   1.79483E+20   7.87989E+10   3.66939E+01   6.92293E-05   4.39033E-10
 9.82500E+00   1.81497E+20   7.96923E+10   3.70896E+01   6.99609E-05   4.39083E-10
 9.87500E+00   1.83520E+20   8.05898E+10   3.74868E+01   7.06952E-05   4.39132E-10
 9.92500E+00   1.85552E+20   8.14912E+10   3.78855E+01   7.14320E-05   4.39182E-10
 9.97500E+00   1.87592E+20   8.23964E+10   3.82857E+01   7.21714E-05   4.39232E-10
 1.00250E+01   1.89640E+20   8.33054E+10   3.86873E+01   7.29134E-05   4.39282E-10
 1.00750E+01   1.91696E+20   8.42182E+10   3.90903E+01   7.36577E-05   4.39333E-10
 1.01250E+01   1.93760E+20   8.51347E+10   3.94947E+01   7.44044E-05   4.39383E-10
 1.01750E+01   1.95831E+20   8.60547E+10   3.99004E+01   7.51534E-05   4.39434E-10
 1.02250E+01   1.97910E+20   8.69782E+10   4.03074E+01   7.59048E-05   4.39485E-10
 1.02750E+01   1.99996E+20   8.79052E+10   4.07157E+01   7.66583E-05   4.39536E-10
 1.03250E+01   2.02089E+20   8.88355E+10   4.11252E+01   7.74139E-05   4.39587E-10
 1.03750E+01   2.04189E+20   8.97690E+10   4.15359E+01   7.81716E-05   4.39637E-10
 1.04250E+01   2.06295E+20   9.07056E+10   4.19478E+01   7.89314E-05   4.39688E-10
 1.04750E+01   2.08409E+20   9.16452E+10   4.23608E+01   7.96931E-05   4.39738E-10
 1.05250E+01   2.10529E+20   9.25880E+10   4.27750E+01   8.04568E-05   4.39788E-10
 1.05750E+01   2.12655E+20   9.35336E+10   4.31902E+01   8.12223E-05   4.39838E-10
 1.06250E+01   2.14787E+20   9.44821E+10   4.36065E+01   8.19897E-05   4.39887E-10
 1.06750E+01   2.16925E+20   9.54332E+10   4.40238E+01   8.27588E-05   4.39936E-10
 1.07250E+01   2.19069E+20   9.63872E+10   4.44421E+01   8.35295E-05   4.39985E-10
 1.07750E+01   2.21219E+20   9.73437E+10   4.48614E+01   8.43020E-05   4.40034E-10
 1.08250E+01   2.23374E+20   9.83026E+10   4.52815E+01   8.50760E-05   4.40082E-10
 1.08750E+01   2.25534E+20   9.92641E+10   4.57026E+01   8.58515E-05   4.40129E-10
