
   time:  355.468 dt:   0.08889 mass:   2.320
      X         N         T         U         P        Q         JM
   0.0250   2.70518   0.93132   0.48431   2.51937   0.07945   1.31015
   0.0750   2.51402   0.90719   0.53674   2.28068   0.04967   1.34937
   0.1250   2.41376   0.89454   0.56622   2.15921   0.02991   1.36671
   0.1750   2.35686   0.88724   0.58351   2.09111   0.01809   1.37524
   0.2250   2.32296   0.88281   0.59398   2.05073   0.01107   1.37979
   0.2750   2.30213   0.88005   0.60047   2.02599   0.00684   1.38236
   0.3250   2.28906   0.87830   0.60457   2.01048   0.00422   1.38389
   0.3750   2.28073   0.87719   0.60718   2.00064   0.00254   1.38483
   0.4250   2.27538   0.87648   0.60887   1.99433   0.00145   1.38541
   0.4750   2.27191   0.87603   0.60996   1.99026   0.00073   1.38578
   0.5250   2.26965   0.87574   0.61067   1.98763   0.00025   1.38601
   0.5750   2.26818   0.87556   0.61113   1.98593   0.00008   1.38615
   0.6250   2.26722   0.87544   0.61143   1.98482   0.00030   1.38625
   0.6750   2.26659   0.87537   0.61162   1.98411   0.00045   1.38630
   0.7250   2.26617   0.87533   0.61175   1.98365   0.00056   1.38633
   0.7750   2.26591   0.87530   0.61183   1.98336   0.00063   1.38635
   0.8250   2.26572   0.87529   0.61188   1.98317   0.00070   1.38635
   0.8750   2.26560   0.87529   0.61191   1.98306   0.00074   1.38635
   0.9250   2.26552   0.87529   0.61193   1.98299   0.00079   1.38635
   0.9750   2.26544   0.87531   0.61195   1.98296   0.00083   1.38634
