
   time:  133.245 dt:   0.08889 mass:   1.000
      X         N         T         U         P        Q         JM
  49.0250   1.00034   0.99934  -0.00010   0.99968   0.00009  -0.00010
  49.0750   1.00032   0.99936  -0.00010   0.99968   0.00010  -0.00010
  49.1250   1.00030   0.99939  -0.00010   0.99969   0.00010  -0.00010
  49.1750   1.00029   0.99941  -0.00010   0.99969   0.00010  -0.00010
  49.2250   1.00027   0.99943  -0.00010   0.99970   0.00010  -0.00010
  49.2750   1.00025   0.99945  -0.00010   0.99970   0.00010  -0.00010
  49.3250   1.00023   0.99947  -0.00009   0.99970   0.00010  -0.00009
  49.3750   1.00021   0.99949  -0.00009   0.99970   0.00010  -0.00009
  49.4250   1.00019   0.99951  -0.00009   0.99971   0.00011  -0.00009
  49.4750   1.00017   0.99953  -0.00009   0.99971   0.00011  -0.00009
  49.5250   1.00016   0.99955  -0.00009   0.99971   0.00011  -0.00009
  49.5750   1.00014   0.99958  -0.00009   0.99971   0.00011  -0.00009
  49.6250   1.00011   0.99960  -0.00009   0.99971   0.00011  -0.00009
  49.6750   1.00010   0.99962  -0.00009   0.99972   0.00011  -0.00009
  49.7250   1.00008   0.99964  -0.00009   0.99972   0.00011  -0.00009
  49.7750   1.00006   0.99967  -0.00008   0.99972   0.00011  -0.00008
  49.8250   1.00003   0.99969  -0.00008   0.99973   0.00011  -0.00008
  49.8750   1.00001   0.99972  -0.00008   0.99973   0.00011  -0.00008
  49.9250   0.99999   0.99975  -0.00008   0.99974   0.00011  -0.00008
  49.9750   0.99997   0.99978  -0.00008   0.99975   0.00011  -0.00008
