
   time: 1777.397 dt:   0.08889 mass:   2.526
      X         N         T         U         P        Q         JM
  49.0250   2.56879   0.90538   0.49219   2.32573   0.00099   1.26433
  49.0750   2.56867   0.90542   0.49221   2.32573   0.00110   1.26433
  49.1250   2.56850   0.90547   0.49224   2.32570   0.00124   1.26433
  49.1750   2.56825   0.90554   0.49230   2.32566   0.00145   1.26434
  49.2250   2.56790   0.90564   0.49237   2.32559   0.00174   1.26435
  49.2750   2.56739   0.90578   0.49247   2.32550   0.00215   1.26437
  49.3250   2.56668   0.90598   0.49262   2.32538   0.00274   1.26439
  49.3750   2.56568   0.90627   0.49282   2.32520   0.00356   1.26442
  49.4250   2.56427   0.90667   0.49311   2.32494   0.00472   1.26447
  49.4750   2.56227   0.90723   0.49352   2.32457   0.00637   1.26454
  49.5250   2.55943   0.90804   0.49410   2.32406   0.00872   1.26463
  49.5750   2.55542   0.90918   0.49493   2.32333   0.01204   1.26476
  49.6250   2.54972   0.91080   0.49610   2.32228   0.01677   1.26493
  49.6750   2.54157   0.91312   0.49778   2.32076   0.02354   1.26514
  49.7250   2.52990   0.91644   0.50017   2.31850   0.03323   1.26539
  49.7750   2.51293   0.92123   0.50363   2.31500   0.04726   1.26559
  49.8250   2.48776   0.92821   0.50870   2.30915   0.06790   1.26551
  49.8750   2.44904   0.93843   0.51631   2.29826   0.09888   1.26447
  49.9250   2.38596   0.95356   0.52831   2.27515   0.14735   1.26053
  49.9750   2.27508   0.97565   0.54902   2.21967   0.22845   1.24907
