      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   2.60522E+20   8.69789E+10   3.53527E+01   5.43136E-05   3.33864E-10
 1.07500E+00   4.11422E+20   1.29647E+11   5.58656E+01   8.58556E-05   3.15119E-10
 1.12500E+00   5.59495E+20   1.52600E+11   7.60290E+01   1.16887E-04   2.72747E-10
 1.17500E+00   7.04782E+20   2.00999E+11   9.58477E+01   1.47415E-04   2.85192E-10
 1.22500E+00   8.47317E+20   2.53617E+11   1.15325E+02   1.77443E-04   2.99318E-10
 1.27500E+00   9.87117E+20   3.06303E+11   1.34462E+02   2.06973E-04   3.10301E-10
 1.32500E+00   1.12420E+21   3.58251E+11   1.53261E+02   2.36006E-04   3.18673E-10
 1.37500E+00   1.25856E+21   4.09308E+11   1.71721E+02   2.64543E-04   3.25220E-10
 1.42500E+00   1.39020E+21   4.59448E+11   1.89840E+02   2.92579E-04   3.30491E-10
 1.47500E+00   1.51910E+21   5.08665E+11   2.07617E+02   3.20113E-04   3.34847E-10
 1.52500E+00   1.64524E+21   5.56957E+11   2.25048E+02   3.47137E-04   3.38527E-10
 1.57500E+00   1.76858E+21   6.04318E+11   2.42128E+02   3.73644E-04   3.41697E-10
 1.62500E+00   1.88908E+21   6.50738E+11   2.58851E+02   3.99625E-04   3.44473E-10
 1.67500E+00   2.00669E+21   6.96206E+11   2.75209E+02   4.25068E-04   3.46942E-10
 1.72500E+00   2.12133E+21   7.40703E+11   2.91193E+02   4.49959E-04   3.49169E-10
 1.77500E+00   2.23293E+21   7.84210E+11   3.06792E+02   4.74280E-04   3.51202E-10
 1.82500E+00   2.34138E+21   8.26704E+11   3.21993E+02   4.98013E-04   3.53084E-10
 1.87500E+00   2.44657E+21   8.68158E+11   3.36779E+02   5.21133E-04   3.54847E-10
 1.92500E+00   2.54837E+21   9.08545E+11   3.51135E+02   5.43614E-04   3.56520E-10
 1.97500E+00   2.64663E+21   9.47830E+11   3.65039E+02   5.65425E-04   3.58128E-10
 2.02500E+00   2.74116E+21   9.85974E+11   3.78468E+02   5.86531E-04   3.59692E-10
 2.07500E+00   2.83178E+21   1.02293E+12   3.91396E+02   6.06891E-04   3.61232E-10
 2.12500E+00   2.91826E+21   1.05865E+12   4.03791E+02   6.26459E-04   3.62766E-10
 2.17500E+00   3.00033E+21   1.09305E+12   4.15621E+02   6.45182E-04   3.64310E-10
 2.22500E+00   3.07773E+21   1.12608E+12   4.26845E+02   6.63003E-04   3.65880E-10
 2.27500E+00   3.15013E+21   1.15765E+12   4.37424E+02   6.79856E-04   3.67494E-10
 2.32500E+00   3.21719E+21   1.18768E+12   4.47308E+02   6.95670E-04   3.69166E-10
 2.37500E+00   3.27854E+21   1.21605E+12   4.56448E+02   7.10366E-04   3.70911E-10
 2.42500E+00   3.33378E+21   1.24266E+12   4.64788E+02   7.23859E-04   3.72748E-10
 2.47500E+00   3.38249E+21   1.26742E+12   4.72268E+02   7.36056E-04   3.74701E-10
 2.52500E+00   3.42421E+21   1.29023E+12   4.78826E+02   7.46861E-04   3.76796E-10
 2.57500E+00   3.45850E+21   1.31084E+12   4.84398E+02   7.56170E-04   3.79021E-10
 2.62500E+00   3.48488E+21   1.32886E+12   4.88916E+02   7.63880E-04   3.81321E-10
 2.67500E+00   3.50292E+21   1.34420E+12   4.92313E+02   7.69883E-04   3.83737E-10
 2.72500E+00   3.51216E+21   1.35787E+12   4.94524E+02   7.74074E-04   3.86621E-10
 2.77500E+00   3.51221E+21   1.37076E+12   4.95485E+02   7.76349E-04   3.90283E-10
 2.82500E+00   3.50270E+21   1.37803E+12   4.95139E+02   7.76613E-04   3.93419E-10
 2.87500E+00   3.48334E+21   1.37872E+12   4.93435E+02   7.74780E-04   3.95804E-10
 2.92500E+00   3.45391E+21   1.37924E+12   4.90332E+02   7.70778E-04   3.99328E-10
 2.97500E+00   3.41430E+21   1.37664E+12   4.85801E+02   7.64551E-04   4.03200E-10
 3.02500E+00   3.36451E+21   1.36993E+12   4.79828E+02   7.56066E-04   4.07171E-10
 3.07500E+00   3.30467E+21   1.35906E+12   4.72415E+02   7.45314E-04   4.11254E-10
 3.12500E+00   3.23505E+21   1.34404E+12   4.63585E+02   7.32317E-04   4.15463E-10
 3.17500E+00   3.15607E+21   1.32480E+12   4.53378E+02   7.17126E-04   4.19763E-10
