
   time:   88.801 dt:   0.08889 mass:   1.000
      X         N         T         U         P        Q         JM
  49.0250   1.00032   0.99939  -0.00007   0.99971   0.00010  -0.00007
  49.0750   1.00030   0.99942  -0.00007   0.99972   0.00010  -0.00007
  49.1250   1.00028   0.99944  -0.00007   0.99972   0.00010  -0.00007
  49.1750   1.00026   0.99947  -0.00007   0.99973   0.00010  -0.00007
  49.2250   1.00025   0.99949  -0.00007   0.99973   0.00010  -0.00007
  49.2750   1.00023   0.99951  -0.00007   0.99974   0.00010  -0.00007
  49.3250   1.00021   0.99953  -0.00007   0.99974   0.00010  -0.00007
  49.3750   1.00019   0.99955  -0.00007   0.99974   0.00010  -0.00007
  49.4250   1.00017   0.99957  -0.00007   0.99974   0.00010  -0.00007
  49.4750   1.00016   0.99959  -0.00007   0.99974   0.00010  -0.00007
  49.5250   1.00014   0.99961  -0.00007   0.99975   0.00010  -0.00007
  49.5750   1.00012   0.99963  -0.00007   0.99975   0.00009  -0.00007
  49.6250   1.00010   0.99964  -0.00007   0.99975   0.00010  -0.00007
  49.6750   1.00009   0.99967  -0.00007   0.99975   0.00010  -0.00007
  49.7250   1.00007   0.99969  -0.00007   0.99975   0.00010  -0.00007
  49.7750   1.00005   0.99971  -0.00007   0.99976   0.00010  -0.00007
  49.8250   1.00003   0.99973  -0.00006   0.99976   0.00010  -0.00006
  49.8750   1.00001   0.99975  -0.00006   0.99977   0.00010  -0.00006
  49.9250   1.00000   0.99977  -0.00006   0.99977   0.00010  -0.00006
  49.9750   0.99998   0.99980  -0.00006   0.99978   0.00010  -0.00006
