
   time:  888.725 dt:   0.08889 mass:   2.328
      X         N         T         U         P        Q         JM
   0.0250   2.70962   0.93197   0.48247   2.52528   0.07870   1.30730
   0.0750   2.51946   0.90805   0.53440   2.28779   0.04903   1.34638
   0.1250   2.41995   0.89555   0.56350   2.16719   0.02939   1.36364
   0.1750   2.36363   0.88836   0.58051   2.09975   0.01771   1.37211
   0.2250   2.33017   0.88400   0.59078   2.05987   0.01080   1.37662
   0.2750   2.30967   0.88129   0.59713   2.03550   0.00663   1.37917
   0.3250   2.29684   0.87959   0.60112   2.02027   0.00407   1.38069
   0.3750   2.28870   0.87850   0.60367   2.01062   0.00245   1.38161
   0.4250   2.28347   0.87781   0.60530   2.00445   0.00139   1.38219
   0.4750   2.28010   0.87736   0.60636   2.00048   0.00070   1.38255
   0.5250   2.27790   0.87709   0.60705   1.99792   0.00022   1.38279
   0.5750   2.27647   0.87691   0.60749   1.99626   0.00009   1.38294
   0.6250   2.27553   0.87680   0.60779   1.99518   0.00031   1.38304
   0.6750   2.27492   0.87672   0.60798   1.99447   0.00045   1.38310
   0.7250   2.27451   0.87668   0.60810   1.99402   0.00056   1.38314
   0.7750   2.27424   0.87665   0.60819   1.99373   0.00063   1.38316
   0.8250   2.27406   0.87664   0.60824   1.99354   0.00069   1.38318
   0.8750   2.27395   0.87663   0.60827   1.99341   0.00072   1.38318
   0.9250   2.27385   0.87663   0.60830   1.99334   0.00077   1.38318
   0.9750   2.27378   0.87664   0.60832   1.99328   0.00081   1.38318
