
   time:  888.725 dt:   0.08889 mass:   2.284
      X         N         T         U         P        Q         JM
  49.0250   2.33549   0.97353   0.50557   2.27367   0.00663   1.18076
  49.0750   2.33306   0.97478   0.50553   2.27422   0.00723   1.17944
  49.1250   2.33063   0.97598   0.50550   2.27463   0.00766   1.17813
  49.1750   2.32813   0.97717   0.50548   2.27498   0.00806   1.17682
  49.2250   2.32554   0.97838   0.50548   2.27526   0.00848   1.17551
  49.2750   2.32281   0.97963   0.50551   2.27550   0.00899   1.17419
  49.3250   2.31991   0.98094   0.50557   2.27568   0.00962   1.17287
  49.3750   2.31678   0.98232   0.50568   2.27581   0.01043   1.17155
  49.4250   2.31332   0.98381   0.50586   2.27587   0.01151   1.17023
  49.4750   2.30944   0.98544   0.50615   2.27582   0.01297   1.16891
  49.5250   2.30496   0.98728   0.50656   2.27564   0.01495   1.16760
  49.5750   2.29968   0.98938   0.50716   2.27527   0.01764   1.16631
  49.6250   2.29328   0.99187   0.50802   2.27462   0.02136   1.16503
  49.6750   2.28529   0.99488   0.50925   2.27359   0.02653   1.16378
  49.7250   2.27505   0.99862   0.51099   2.27191   0.03374   1.16253
  49.7750   2.26144   1.00340   0.51349   2.26912   0.04396   1.16123
  49.8250   2.24258   1.00963   0.51712   2.26418   0.05861   1.15967
  49.8750   2.21478   1.01792   0.52253   2.25445   0.08029   1.15729
  49.9250   2.17015   1.02892   0.53105   2.23291   0.11371   1.15246
  49.9750   2.09076   1.04257   0.54584   2.17976   0.16903   1.14122
