      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   4.29399E+18   8.76940E+09   3.40684E+01   8.34285E-04   3.59820E-09
 1.07500E+00   5.49290E+18   1.30446E+10   5.77199E+01   1.48558E-03   4.01760E-09
 1.12500E+00   6.11359E+18   1.54643E+10   8.51158E+01   2.33888E-03   4.50995E-09
 1.17500E+00   6.44734E+18   2.09368E+10   1.17972E+02   3.39201E-03   5.01526E-09
 1.22500E+00   6.60480E+18   2.67598E+10   1.54888E+02   4.62344E-03   5.51616E-09
 1.27500E+00   6.62111E+18   3.22429E+10   1.93623E+02   5.98910E-03   6.00821E-09
 1.32500E+00   6.51322E+18   3.72855E+10   2.31595E+02   7.42633E-03   6.49025E-09
 1.37500E+00   6.29854E+18   4.14998E+10   2.65778E+02   8.86193E-03   6.96142E-09
 1.42500E+00   5.99658E+18   4.22936E+10   2.93037E+02   1.02259E-02   7.42224E-09
 1.47500E+00   5.62790E+18   4.25585E+10   3.13300E+02   1.14664E-02   7.87580E-09
 1.52500E+00   5.21288E+18   4.25382E+10   3.26528E+02   1.25501E-02   8.32642E-09
 1.57500E+00   4.77068E+18   4.10764E+10   3.32435E+02   1.34621E-02   8.77903E-09
 1.62500E+00   4.31850E+18   3.87500E+10   3.31597E+02   1.42064E-02   9.23957E-09
 1.67500E+00   3.87112E+18   3.58037E+10   3.25034E+02   1.48044E-02   9.71522E-09
 1.72500E+00   3.44062E+18   3.24864E+10   3.14083E+02   1.52922E-02   1.02144E-08
 1.77500E+00   3.03639E+18   2.90312E+10   3.00228E+02   1.57158E-02   1.07464E-08
 1.82500E+00   2.66525E+18   2.56287E+10   2.84955E+02   1.61268E-02   1.13206E-08
 1.87500E+00   2.33170E+18   2.24275E+10   2.69663E+02   1.65772E-02   1.19458E-08
 1.92500E+00   2.03824E+18   1.95361E+10   2.55585E+02   1.71156E-02   1.26274E-08
 1.97500E+00   1.78578E+18   1.70273E+10   2.43749E+02   1.77826E-02   1.33657E-08
 2.02500E+00   1.57396E+18   1.49450E+10   2.34950E+02   1.86078E-02   1.41526E-08
 2.07500E+00   1.40155E+18   1.33083E+10   2.29740E+02   1.96074E-02   1.49694E-08
 2.12500E+00   1.26669E+18   1.21151E+10   2.28432E+02   2.07825E-02   1.57862E-08
 2.17500E+00   1.16720E+18   1.13500E+10   2.31118E+02   2.21201E-02   1.65633E-08
 2.22500E+00   1.10076E+18   1.09824E+10   2.37699E+02   2.35935E-02   1.72571E-08
 2.27500E+00   1.06502E+18   1.10018E+10   2.47918E+02   2.51660E-02   1.78274E-08
 2.32500E+00   1.05772E+18   1.10664E+10   2.61416E+02   2.67940E-02   1.82456E-08
 2.37500E+00   1.07673E+18   1.12209E+10   2.77908E+02   2.84315E-02   1.84997E-08
 2.42500E+00   1.12007E+18   1.21200E+10   2.97090E+02   3.00334E-02   1.85947E-08
 2.47500E+00   1.18585E+18   1.33913E+10   3.18407E+02   3.15592E-02   1.85481E-08
 2.52500E+00   1.27230E+18   1.48222E+10   3.41294E+02   3.29759E-02   1.83853E-08
 2.57500E+00   1.37766E+18   1.64027E+10   3.65264E+02   3.42596E-02   1.81335E-08
 2.62500E+00   1.50020E+18   1.81782E+10   3.89901E+02   3.53962E-02   1.78185E-08
 2.67500E+00   1.63810E+18   2.01815E+10   4.14845E+02   3.63800E-02   1.74626E-08
 2.72500E+00   1.78947E+18   2.24284E+10   4.39774E+02   3.72128E-02   1.70841E-08
 2.77500E+00   1.95229E+18   2.49265E+10   4.64402E+02   3.79017E-02   1.66971E-08
 2.82500E+00   2.12440E+18   2.76779E+10   4.88474E+02   3.84577E-02   1.63124E-08
 2.87500E+00   2.30348E+18   3.06762E+10   5.11759E+02   3.88933E-02   1.59379E-08
 2.92500E+00   2.48706E+18   3.39075E+10   5.34048E+02   3.92221E-02   1.55794E-08
 2.97500E+00   2.67257E+18   3.73545E+10   5.55148E+02   3.94572E-02   1.52405E-08
 3.02500E+00   2.85732E+18   4.10032E+10   5.74881E+02   3.96106E-02   1.49240E-08
 3.07500E+00   3.03856E+18   4.48420E+10   5.93084E+02   3.96934E-02   1.46314E-08
 3.12500E+00   3.21355E+18   4.88491E+10   6.09600E+02   3.97148E-02   1.43634E-08
 3.17500E+00   3.37961E+18   5.29687E+10   6.24291E+02   3.96830E-02   1.41204E-08
 3.22500E+00   3.53413E+18   5.70869E+10   6.37029E+02   3.96048E-02   1.39024E-08
 3.27500E+00   3.67473E+18   6.10240E+10   6.47707E+02   3.94858E-02   1.37090E-08
 3.32500E+00   3.79921E+18   6.45523E+10   6.56238E+02   3.93309E-02   1.35399E-08
 3.37500E+00   3.90568E+18   6.74410E+10   6.62558E+02   3.91444E-02   1.33945E-08
