      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   5.94880E+15   1.16247E+07   7.68996E-02   8.80428E-06   7.07983E-09
 1.07500E+00   7.95535E+15   1.65464E+07   1.26878E-01   1.52227E-05   7.71281E-09
 1.12500E+00   9.30691E+15   1.93388E+07   1.92679E-01   2.46501E-05   8.59553E-09
 1.17500E+00   1.01592E+16   2.58891E+07   2.82216E-01   3.81841E-05   9.65923E-09
 1.22500E+00   1.06402E+16   3.28222E+07   4.01522E-01   5.72435E-05   1.08858E-08
 1.27500E+00   1.08617E+16   3.94594E+07   5.58206E-01   8.36365E-05   1.22678E-08
 1.32500E+00   1.09266E+16   4.58465E+07   7.62647E-01   1.19643E-04   1.37955E-08
 1.37500E+00   1.09336E+16   5.22947E+07   1.02868E+00   1.68102E-04   1.54480E-08
 1.42500E+00   1.09788E+16   5.92767E+07   1.37420E+00   2.32498E-04   1.71879E-08
 1.47500E+00   1.11554E+16   6.74058E+07   1.82166E+00   3.17040E-04   1.89588E-08
 1.52500E+00   1.15517E+16   7.74357E+07   2.39865E+00   4.26733E-04   2.06906E-08
 1.57500E+00   1.22483E+16   9.02647E+07   3.13833E+00   5.67418E-04   2.23123E-08
 1.62500E+00   1.33166E+16   1.06940E+08   4.07970E+00   7.45788E-04   2.37689E-08
 1.67500E+00   1.48174E+16   1.28662E+08   5.26782E+00   9.69355E-04   2.50326E-08
 1.72500E+00   1.68024E+16   1.56793E+08   6.75372E+00   1.24636E-03   2.61031E-08
 1.77500E+00   1.93166E+16   1.92862E+08   8.59401E+00   1.58564E-03   2.69997E-08
 1.82500E+00   2.24014E+16   2.38582E+08   1.08502E+01   1.99633E-03   2.77494E-08
 1.87500E+00   2.60968E+16   2.95861E+08   1.35874E+01   2.48764E-03   2.83793E-08
 1.92500E+00   3.04428E+16   3.66795E+08   1.68731E+01   3.06837E-03   2.89118E-08
 1.97500E+00   3.54793E+16   4.53666E+08   2.07743E+01   3.74646E-03   2.93641E-08
 2.02500E+00   4.12449E+16   5.58909E+08   2.53555E+01   4.52841E-03   2.97482E-08
 2.07500E+00   4.77762E+16   6.85067E+08   3.06752E+01   5.41873E-03   3.00721E-08
 2.12500E+00   5.51062E+16   8.34725E+08   3.67822E+01   6.41928E-03   3.03410E-08
 2.17500E+00   6.32632E+16   1.01042E+09   4.37123E+01   7.52877E-03   3.05581E-08
 2.22500E+00   7.22697E+16   1.21455E+09   5.14842E+01   8.74232E-03   3.07250E-08
 2.27500E+00   8.21415E+16   1.44925E+09   6.00965E+01   1.00512E-02   3.08427E-08
 2.32500E+00   9.28861E+16   1.71625E+09   6.95251E+01   1.14427E-02   3.09120E-08
 2.37500E+00   1.04503E+17   2.01681E+09   7.97222E+01   1.29005E-02   3.09334E-08
 2.42500E+00   1.16980E+17   2.35159E+09   9.06158E+01   1.44054E-02   3.09081E-08
 2.47500E+00   1.30298E+17   2.72061E+09   1.02112E+02   1.59357E-02   3.08375E-08
 2.52500E+00   1.44423E+17   3.12324E+09   1.14099E+02   1.74686E-02   3.07238E-08
 2.57500E+00   1.59312E+17   3.55820E+09   1.26449E+02   1.89814E-02   3.05699E-08
 2.62500E+00   1.74909E+17   4.02363E+09   1.39026E+02   2.04523E-02   3.03794E-08
 2.67500E+00   1.91145E+17   4.51718E+09   1.51694E+02   2.18621E-02   3.01563E-08
 2.72500E+00   2.07941E+17   5.03607E+09   1.64317E+02   2.31944E-02   2.99054E-08
 2.77500E+00   2.25203E+17   5.57722E+09   1.76768E+02   2.44365E-02   2.96317E-08
 2.82500E+00   2.42829E+17   6.13728E+09   1.88932E+02   2.55797E-02   2.93404E-08
 2.87500E+00   2.60705E+17   6.71278E+09   2.00710E+02   2.66190E-02   2.90368E-08
 2.92500E+00   2.78707E+17   7.30014E+09   2.12018E+02   2.75528E-02   2.87259E-08
 2.97500E+00   2.96706E+17   7.89570E+09   2.22786E+02   2.83827E-02   2.84126E-08
 3.02500E+00   3.14564E+17   8.49541E+09   2.32962E+02   2.91126E-02   2.81012E-08
 3.07500E+00   3.32141E+17   9.09458E+09   2.42507E+02   2.97480E-02   2.77959E-08
 3.12500E+00   3.49292E+17   9.68758E+09   2.51391E+02   3.02958E-02   2.75000E-08
 3.17500E+00   3.65876E+17   1.02679E+10   2.59599E+02   3.07634E-02   2.72167E-08
 3.22500E+00   3.81749E+17   1.08290E+10   2.67120E+02   3.11583E-02   2.69484E-08
 3.27500E+00   3.96776E+17   1.13653E+10   2.73950E+02   3.14882E-02   2.66974E-08
 3.32500E+00   4.10826E+17   1.18735E+10   2.80092E+02   3.17600E-02   2.64652E-08
 3.37500E+00   4.23776E+17   1.23523E+10   2.85550E+02   3.19802E-02   2.62533E-08
 3.42500E+00   4.35514E+17   1.28009E+10   2.90331E+02   3.21548E-02   2.60625E-08
 3.47500E+00   4.45940E+17   1.32155E+10   2.94441E+02   3.22888E-02   2.58936E-08
 3.52500E+00   4.54967E+17   1.35869E+10   2.97889E+02   3.23866E-02   2.57472E-08
 3.57500E+00   4.62522E+17   1.39007E+10   3.00682E+02   3.24522E-02   2.56235E-08
 3.62500E+00   4.68549E+17   1.41401E+10   3.02829E+02   3.24886E-02   2.55227E-08
 3.67500E+00   4.73006E+17   1.42927E+10   3.04341E+02   3.24984E-02   2.54448E-08
 3.72500E+00   4.75870E+17   1.43517E+10   3.05230E+02   3.24837E-02   2.53899E-08
 3.77500E+00   4.77131E+17   1.43576E+10   3.05508E+02   3.24461E-02   2.53577E-08
 3.82500E+00   4.76799E+17   1.43622E+10   3.05188E+02   3.23868E-02   2.53481E-08
 3.87500E+00   4.74897E+17   1.43519E+10   3.04283E+02   3.23070E-02   2.53610E-08
 3.92500E+00   4.71466E+17   1.42558E+10   3.02803E+02   3.22071E-02   2.53962E-08
 3.97500E+00   4.66560E+17   1.40862E+10   3.00762E+02   3.20878E-02   2.54534E-08
 4.02500E+00   4.60244E+17   1.38608E+10   2.98175E+02   3.19493E-02   2.55325E-08
 4.07500E+00   4.52598E+17   1.35888E+10   2.95058E+02   3.17919E-02   2.56332E-08
