      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   4.95675E+15   1.88241E+07   4.61908E-01   5.64136E-05   1.39743E-08
 1.07500E+00   7.75157E+15   2.78075E+07   7.85912E-01   9.69468E-05   1.44206E-08
 1.12500E+00   1.11104E+16   3.29850E+07   1.25342E+00   1.56435E-04   1.50016E-08
 1.17500E+00   1.51746E+16   5.19533E+07   1.92744E+00   2.41433E-04   1.56253E-08
 1.22500E+00   2.01060E+16   8.15170E+07   2.87859E+00   3.60003E-04   1.62528E-08
 1.27500E+00   2.60795E+16   1.23432E+08   4.19058E+00   5.21767E-04   1.68653E-08
 1.32500E+00   3.32712E+16   1.81049E+08   5.96138E+00   7.37861E-04   1.74544E-08
 1.37500E+00   4.18452E+16   2.58615E+08   8.30254E+00   1.02076E-03   1.80175E-08
 1.42500E+00   5.19433E+16   3.61094E+08   1.13371E+01   1.38392E-03   1.85551E-08
 1.47500E+00   6.36773E+16   4.94056E+08   1.51959E+01   1.84130E-03   1.90684E-08
 1.52500E+00   7.71265E+16   6.63524E+08   2.00121E+01   2.40656E-03   1.95584E-08
 1.57500E+00   9.23365E+16   8.75763E+08   2.59145E+01   3.09227E-03   2.00249E-08
 1.62500E+00   1.09319E+17   1.13698E+09   3.30191E+01   3.90877E-03   2.04668E-08
 1.67500E+00   1.28049E+17   1.45297E+09   4.14196E+01   4.86315E-03   2.08825E-08
 1.72500E+00   1.48466E+17   1.82873E+09   5.11778E+01   5.95808E-03   2.12697E-08
 1.77500E+00   1.70476E+17   2.26806E+09   6.23147E+01   7.19093E-03   2.16260E-08
 1.82500E+00   1.93945E+17   2.77314E+09   7.48025E+01   8.55302E-03   2.19490E-08
 1.87500E+00   2.18711E+17   3.34429E+09   8.85598E+01   1.00295E-02   2.22367E-08
 1.92500E+00   2.44577E+17   3.97964E+09   1.03450E+02   1.15994E-02   2.24875E-08
 1.97500E+00   2.71322E+17   4.67502E+09   1.19284E+02   1.32367E-02   2.27004E-08
 2.02500E+00   2.98697E+17   5.42387E+09   1.35827E+02   1.49116E-02   2.28753E-08
 2.07500E+00   3.26438E+17   6.21746E+09   1.52812E+02   1.65925E-02   2.30129E-08
 2.12500E+00   3.54263E+17   7.04527E+09   1.69953E+02   1.82476E-02   2.31150E-08
 2.17500E+00   3.81878E+17   7.89554E+09   1.86961E+02   1.98474E-02   2.31843E-08
 2.22500E+00   4.08987E+17   8.75577E+09   2.03559E+02   2.13664E-02   2.32243E-08
 2.27500E+00   4.35292E+17   9.61282E+09   2.19496E+02   2.27839E-02   2.32390E-08
 2.32500E+00   4.60499E+17   1.04527E+10   2.34560E+02   2.40851E-02   2.32332E-08
 2.37500E+00   4.84328E+17   1.12606E+10   2.48576E+02   2.52610E-02   2.32116E-08
 2.42500E+00   5.06510E+17   1.20225E+10   2.61420E+02   2.63080E-02   2.31794E-08
 2.47500E+00   5.26802E+17   1.27281E+10   2.73006E+02   2.72270E-02   2.31412E-08
 2.52500E+00   5.44983E+17   1.33747E+10   2.83289E+02   2.80224E-02   2.31016E-08
 2.57500E+00   5.60863E+17   1.39660E+10   2.92255E+02   2.87012E-02   2.30648E-08
 2.62500E+00   5.74283E+17   1.45044E+10   2.99908E+02   2.92721E-02   2.30344E-08
 2.67500E+00   5.85121E+17   1.49787E+10   3.06266E+02   2.97443E-02   2.30138E-08
 2.72500E+00   5.93290E+17   1.53553E+10   3.11357E+02   3.01273E-02   2.30055E-08
 2.77500E+00   5.98742E+17   1.55947E+10   3.15224E+02   3.04299E-02   2.30121E-08
 2.82500E+00   6.01463E+17   1.56528E+10   3.17922E+02   3.06607E-02   2.30352E-08
 2.87500E+00   6.01479E+17   1.56760E+10   3.19525E+02   3.08270E-02   2.30766E-08
 2.92500E+00   5.98848E+17   1.56965E+10   3.20095E+02   3.09352E-02   2.31373E-08
 2.97500E+00   5.93661E+17   1.56406E+10   3.19681E+02   3.09908E-02   2.32184E-08
 3.02500E+00   5.86037E+17   1.54839E+10   3.18333E+02   3.09981E-02   2.33205E-08
 3.07500E+00   5.76122E+17   1.52499E+10   3.16098E+02   3.09609E-02   2.34442E-08
 3.12500E+00   5.64085E+17   1.49490E+10   3.13022E+02   3.08818E-02   2.35896E-08
 3.17500E+00   5.50111E+17   1.45893E+10   3.09149E+02   3.07630E-02   2.37572E-08
 3.22500E+00   5.34402E+17   1.41768E+10   3.04522E+02   3.06061E-02   2.39468E-08
 3.27500E+00   5.17166E+17   1.37172E+10   2.99183E+02   3.04122E-02   2.41587E-08
 3.32500E+00   4.98623E+17   1.32162E+10   2.93171E+02   3.01822E-02   2.43928E-08
 3.37500E+00   4.78993E+17   1.26795E+10   2.86530E+02   2.99169E-02   2.46489E-08
 3.42500E+00   4.58495E+17   1.21127E+10   2.79302E+02   2.96170E-02   2.49270E-08
 3.47500E+00   4.37346E+17   1.15211E+10   2.71533E+02   2.92836E-02   2.52271E-08
 3.52500E+00   4.15755E+17   1.09099E+10   2.63272E+02   2.89178E-02   2.55492E-08
 3.57500E+00   3.93925E+17   1.02845E+10   2.54573E+02   2.85213E-02   2.58932E-08
 3.62500E+00   3.72046E+17   9.65009E+09   2.45492E+02   2.80963E-02   2.62595E-08
 3.67500E+00   3.50294E+17   9.01207E+09   2.36094E+02   2.76457E-02   2.66481E-08
 3.72500E+00   3.28836E+17   8.37582E+09   2.26448E+02   2.71734E-02   2.70597E-08
 3.77500E+00   3.07820E+17   7.74670E+09   2.16629E+02   2.66837E-02   2.74948E-08
 3.82500E+00   2.87381E+17   7.12998E+09   2.06717E+02   2.61823E-02   2.79545E-08
 3.87500E+00   2.67639E+17   6.53073E+09   1.96799E+02   2.56757E-02   2.84397E-08
 3.92500E+00   2.48698E+17   5.95369E+09   1.86966E+02   2.51710E-02   2.89520E-08
 3.97500E+00   2.30646E+17   5.40321E+09   1.77311E+02   2.46765E-02   2.94927E-08
 4.02500E+00   2.13558E+17   4.88318E+09   1.67929E+02   2.42009E-02   3.00635E-08
 4.07500E+00   1.97496E+17   4.39696E+09   1.58915E+02   2.37533E-02   3.06660E-08
 4.12500E+00   1.82508E+17   3.94736E+09   1.50362E+02   2.33429E-02   3.13011E-08
 4.17500E+00   1.68631E+17   3.53659E+09   1.42356E+02   2.29789E-02   3.19692E-08
 4.22500E+00   1.55891E+17   3.16628E+09   1.34979E+02   2.26698E-02   3.26696E-08
 4.27500E+00   1.44305E+17   2.83744E+09   1.28303E+02   2.24231E-02   3.33995E-08
 4.32500E+00   1.33880E+17   2.55047E+09   1.22387E+02   2.22455E-02   3.41541E-08
 4.37500E+00   1.24619E+17   2.30518E+09   1.17281E+02   2.21417E-02   3.49256E-08
 4.42500E+00   1.16516E+17   2.10081E+09   1.13019E+02   2.21151E-02   3.57028E-08
 4.47500E+00   1.09562E+17   1.93624E+09   1.09623E+02   2.21668E-02   3.64711E-08
 4.52500E+00   1.03742E+17   1.81012E+09   1.07100E+02   2.22961E-02   3.72128E-08
 4.57500E+00   9.90389E+16   1.72095E+09   1.05445E+02   2.25003E-02   3.79079E-08
 4.62500E+00   9.54318E+16   1.66700E+09   1.04638E+02   2.27750E-02   3.85351E-08
 4.67500E+00   9.28987E+16   1.64796E+09   1.04651E+02   2.31138E-02   3.90741E-08
 4.72500E+00   9.14156E+16   1.64773E+09   1.05444E+02   2.35092E-02   3.95070E-08
 4.77500E+00   9.09573E+16   1.64786E+09   1.06972E+02   2.39525E-02   3.98204E-08
 4.82500E+00   9.14975E+16   1.66200E+09   1.09190E+02   2.44345E-02   4.00067E-08
 4.87500E+00   9.30095E+16   1.73387E+09   1.12046E+02   2.49454E-02   4.00641E-08
 4.92500E+00   9.54655E+16   1.84472E+09   1.15483E+02   2.54755E-02   3.99970E-08
 4.97500E+00   9.88371E+16   1.97796E+09   1.19439E+02   2.60156E-02   3.98143E-08
 5.02500E+00   1.03095E+17   2.12569E+09   1.23854E+02   2.65568E-02   3.95289E-08
 5.07500E+00   1.08209E+17   2.28560E+09   1.28669E+02   2.70913E-02   3.91553E-08
 5.12500E+00   1.14149E+17   2.45844E+09   1.33829E+02   2.76122E-02   3.87090E-08
 5.17500E+00   1.20880E+17   2.64581E+09   1.39281E+02   2.81138E-02   3.82053E-08
 5.22500E+00   1.28370E+17   2.84902E+09   1.44979E+02   2.85915E-02   3.76582E-08
 5.27500E+00   1.36581E+17   3.06888E+09   1.50877E+02   2.90419E-02   3.70805E-08
 5.32500E+00   1.45476E+17   3.30591E+09   1.56936E+02   2.94630E-02   3.64835E-08
 5.37500E+00   1.55014E+17   3.56055E+09   1.63122E+02   2.98541E-02   3.58767E-08
 5.42500E+00   1.65150E+17   3.83343E+09   1.69406E+02   3.02160E-02   3.52685E-08
 5.47500E+00   1.75840E+17   4.12579E+09   1.75766E+02   3.05511E-02   3.46661E-08
 5.52500E+00   1.87033E+17   4.43994E+09   1.82187E+02   3.08634E-02   3.40756E-08
 5.57500E+00   1.98677E+17   4.77823E+09   1.88657E+02   3.11571E-02   3.35020E-08
 5.62500E+00   2.10716E+17   5.14197E+09   1.95141E+02   3.14307E-02   3.29473E-08
 5.67500E+00   2.23092E+17   5.53221E+09   2.01607E+02   3.16834E-02   3.24128E-08
 5.72500E+00   2.35743E+17   5.94992E+09   2.08025E+02   3.19148E-02   3.18997E-08
 5.77500E+00   2.48604E+17   6.39587E+09   2.14365E+02   3.21249E-02   3.14084E-08
 5.82500E+00   2.61607E+17   6.87042E+09   2.20600E+02   3.23139E-02   3.09396E-08
 5.87500E+00   2.74683E+17   7.37319E+09   2.26702E+02   3.24823E-02   3.04934E-08
 5.92500E+00   2.87761E+17   7.90289E+09   2.32647E+02   3.26307E-02   3.00700E-08
 5.97500E+00   3.00766E+17   8.45722E+09   2.38409E+02   3.27597E-02   2.96692E-08
 6.02500E+00   3.13624E+17   9.03287E+09   2.43965E+02   3.28701E-02   2.92908E-08
