      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   4.51881E+18   8.98455E+09   3.36911E+01   8.01721E-04   3.49088E-09
 1.07500E+00   5.75688E+18   1.33338E+10   5.69429E+01   1.42594E-03   3.90157E-09
 1.12500E+00   6.35508E+18   1.57827E+10   8.36293E+01   2.23976E-03   4.38829E-09
 1.17500E+00   6.63204E+18   2.11806E+10   1.15349E+02   3.23885E-03   4.89234E-09
 1.22500E+00   6.71938E+18   2.68043E+10   1.50630E+02   4.40055E-03   5.39503E-09
 1.27500E+00   6.66402E+18   3.20686E+10   1.87252E+02   5.68115E-03   5.89072E-09
 1.32500E+00   6.48859E+18   3.68657E+10   2.22594E+02   7.01998E-03   6.37769E-09
 1.37500E+00   6.21364E+18   4.00584E+10   2.53412E+02   8.34794E-03   6.85508E-09
 1.42500E+00   5.86061E+18   4.04985E+10   2.77485E+02   9.60327E-03   7.32420E-09
 1.47500E+00   5.45114E+18   4.07418E+10   2.95020E+02   1.07422E-02   7.78879E-09
 1.52500E+00   5.00593E+18   4.01246E+10   3.05733E+02   1.17378E-02   8.25344E-09
 1.57500E+00   4.54390E+18   3.84488E+10   3.09634E+02   1.25807E-02   8.72355E-09
 1.62500E+00   4.08152E+18   3.59557E+10   3.07384E+02   1.32798E-02   9.20574E-09
 1.67500E+00   3.63245E+18   3.29465E+10   3.00118E+02   1.38607E-02   9.70801E-09
 1.72500E+00   3.20749E+18   2.96784E+10   2.89208E+02   1.43617E-02   1.02396E-08
 1.77500E+00   2.81463E+18   2.63604E+10   2.76113E+02   1.48295E-02   1.08103E-08
 1.82500E+00   2.45930E+18   2.31641E+10   2.62259E+02   1.53147E-02   1.14297E-08
 1.87500E+00   2.14469E+18   2.02189E+10   2.48952E+02   1.58668E-02   1.21053E-08
 1.92500E+00   1.87218E+18   1.76143E+10   2.37317E+02   1.65300E-02   1.28404E-08
 1.97500E+00   1.64168E+18   1.54083E+10   2.28263E+02   1.73393E-02   1.36306E-08
 2.02500E+00   1.45208E+18   1.36323E+10   2.22462E+02   1.83175E-02   1.44620E-08
 2.07500E+00   1.30153E+18   1.22948E+10   2.20348E+02   1.94732E-02   1.53084E-08
 2.12500E+00   1.18780E+18   1.13865E+10   2.22121E+02   2.08000E-02   1.61327E-08
 2.17500E+00   1.10844E+18   1.08801E+10   2.27778E+02   2.22774E-02   1.68909E-08
 2.22500E+00   1.06097E+18   1.07914E+10   2.37146E+02   2.38728E-02   1.75389E-08
 2.27500E+00   1.04301E+18   1.08576E+10   2.49895E+02   2.55447E-02   1.80415E-08
 2.32500E+00   1.05231E+18   1.09224E+10   2.65725E+02   2.72469E-02   1.83792E-08
 2.37500E+00   1.08678E+18   1.15542E+10   2.84400E+02   2.89324E-02   1.85502E-08
 2.42500E+00   1.14450E+18   1.27352E+10   3.05444E+02   3.05567E-02   1.85680E-08
 2.47500E+00   1.22364E+18   1.41110E+10   3.28264E+02   3.20819E-02   1.84560E-08
 2.52500E+00   1.32247E+18   1.56313E+10   3.52340E+02   3.34788E-02   1.82416E-08
 2.57500E+00   1.43926E+18   1.73321E+10   3.77229E+02   3.47282E-02   1.79521E-08
 2.62500E+00   1.57224E+18   1.92516E+10   4.02545E+02   3.58203E-02   1.76119E-08
 2.67500E+00   1.71959E+18   2.14093E+10   4.27950E+02   3.67539E-02   1.72410E-08
 2.72500E+00   1.87935E+18   2.38149E+10   4.53141E+02   3.75342E-02   1.68555E-08
 2.77500E+00   2.04941E+18   2.64730E+10   4.77851E+02   3.81710E-02   1.64678E-08
 2.82500E+00   2.22754E+18   2.93812E+10   5.01837E+02   3.86769E-02   1.60871E-08
 2.87500E+00   2.41131E+18   3.25284E+10   5.24882E+02   3.90660E-02   1.57199E-08
 2.92500E+00   2.59817E+18   3.58975E+10   5.46787E+02   3.93521E-02   1.53710E-08
 2.97500E+00   2.78544E+18   3.94717E+10   5.67370E+02   3.95486E-02   1.50434E-08
 3.02500E+00   2.97037E+18   4.32389E+10   5.86460E+02   3.96674E-02   1.47393E-08
 3.07500E+00   3.15017E+18   4.71842E+10   6.03900E+02   3.97190E-02   1.44596E-08
 3.12500E+00   3.32209E+18   5.12704E+10   6.19543E+02   3.97126E-02   1.42050E-08
 3.17500E+00   3.48344E+18   5.54118E+10   6.33258E+02   3.96557E-02   1.39755E-08
 3.22500E+00   3.63169E+18   5.94565E+10   6.44927E+02   3.95547E-02   1.37710E-08
 3.27500E+00   3.76453E+18   6.31923E+10   6.54454E+02   3.94151E-02   1.35910E-08
 3.32500E+00   3.87989E+18   6.63813E+10   6.61768E+02   3.92414E-02   1.34352E-08
 3.37500E+00   3.97604E+18   6.88145E+10   6.66819E+02   3.90378E-02   1.33029E-08
 3.42500E+00   4.05161E+18   7.03629E+10   6.69590E+02   3.88080E-02   1.31937E-08
 3.47500E+00   4.10565E+18   7.09756E+10   6.70092E+02   3.85555E-02   1.31070E-08
 3.52500E+00   4.13761E+18   7.09979E+10   6.68366E+02   3.82838E-02   1.30424E-08
 3.57500E+00   4.14739E+18   7.09998E+10   6.64485E+02   3.79966E-02   1.29994E-08
 3.62500E+00   4.13534E+18   7.08361E+10   6.58549E+02   3.76974E-02   1.29778E-08
 3.67500E+00   4.10221E+18   6.94060E+10   6.50689E+02   3.73903E-02   1.29772E-08
 3.72500E+00   4.04915E+18   6.68995E+10   6.41065E+02   3.70791E-02   1.29974E-08
 3.77500E+00   3.97771E+18   6.36682E+10   6.29869E+02   3.67682E-02   1.30381E-08
 3.82500E+00   3.88972E+18   5.99441E+10   6.17315E+02   3.64618E-02   1.30991E-08
 3.87500E+00   3.78729E+18   5.58778E+10   6.03639E+02   3.61645E-02   1.31801E-08
 3.92500E+00   3.67276E+18   5.15842E+10   5.89096E+02   3.58808E-02   1.32808E-08
 3.97500E+00   3.54860E+18   4.71670E+10   5.73950E+02   3.56149E-02   1.34007E-08
 4.02500E+00   3.41739E+18   4.27298E+10   5.58475E+02   3.53710E-02   1.35390E-08
 4.07500E+00   3.28172E+18   3.83760E+10   5.42945E+02   3.51532E-02   1.36948E-08
 4.12500E+00   3.14419E+18   3.42031E+10   5.27631E+02   3.49649E-02   1.38668E-08
 4.17500E+00   3.00729E+18   3.02961E+10   5.12797E+02   3.48091E-02   1.40531E-08
 4.22500E+00   2.87342E+18   2.67241E+10   4.98690E+02   3.46883E-02   1.42516E-08
 4.27500E+00   2.74478E+18   2.35398E+10   4.85538E+02   3.46042E-02   1.44591E-08
 4.32500E+00   2.62340E+18   2.07818E+10   4.73547E+02   3.45580E-02   1.46722E-08
 4.37500E+00   2.51107E+18   1.84767E+10   4.62894E+02   3.45499E-02   1.48867E-08
 4.42500E+00   2.40932E+18   1.66397E+10   4.53726E+02   3.45794E-02   1.50976E-08
 4.47500E+00   2.31945E+18   1.52733E+10   4.46155E+02   3.46452E-02   1.52999E-08
