      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   4.21121E+18   8.71035E+09   3.43868E+01   8.52054E-04   3.64716E-09
 1.07500E+00   5.39997E+18   1.29760E+10   5.83502E+01   1.51869E-03   4.07031E-09
 1.12500E+00   6.03747E+18   1.53968E+10   8.62349E+01   2.39427E-03   4.56430E-09
 1.17500E+00   6.40288E+18   2.09406E+10   1.19827E+02   3.47768E-03   5.06882E-09
 1.22500E+00   6.59705E+18   2.69031E+10   1.57756E+02   4.74779E-03   5.56735E-09
 1.27500E+00   6.64962E+18   3.25412E+10   1.97756E+02   6.15999E-03   6.05614E-09
 1.32500E+00   6.57506E+18   3.77605E+10   2.37246E+02   7.65018E-03   6.53420E-09
 1.37500E+00   6.38933E+18   4.23702E+10   2.73235E+02   9.14264E-03   7.00068E-09
 1.42500E+00   6.11106E+18   4.35261E+10   3.02259E+02   1.05630E-02   7.45575E-09
 1.47500E+00   5.76039E+18   4.38033E+10   3.23995E+02   1.18546E-02   7.90217E-09
 1.52500E+00   5.35761E+18   4.39604E+10   3.38528E+02   1.29809E-02   8.34410E-09
 1.57500E+00   4.92214E+18   4.26821E+10   3.45455E+02   1.39238E-02   8.78623E-09
 1.62500E+00   4.47163E+18   4.04158E+10   3.45262E+02   1.46846E-02   9.23421E-09
 1.67500E+00   4.02150E+18   3.74817E+10   3.38950E+02   1.52829E-02   9.69484E-09
 1.72500E+00   3.58457E+18   3.41216E+10   3.27834E+02   1.57536E-02   1.01761E-08
 1.77500E+00   3.17102E+18   3.05726E+10   3.13406E+02   1.61424E-02   1.06871E-08
 1.82500E+00   2.78840E+18   2.70373E+10   2.97188E+02   1.65015E-02   1.12372E-08
 1.87500E+00   2.44194E+18   2.36757E+10   2.80628E+02   1.68846E-02   1.18355E-08
 1.92500E+00   2.13477E+18   2.06069E+10   2.65025E+02   1.73427E-02   1.24889E-08
 1.97500E+00   1.86832E+18   1.79130E+10   2.51474E+02   1.79200E-02   1.31997E-08
 2.02500E+00   1.64264E+18   1.56455E+10   2.40843E+02   1.86502E-02   1.39631E-08
 2.07500E+00   1.45680E+18   1.38293E+10   2.33755E+02   1.95540E-02   1.47643E-08
 2.12500E+00   1.30916E+18   1.24670E+10   2.30588E+02   2.06375E-02   1.55772E-08
 2.17500E+00   1.19767E+18   1.15447E+10   2.31492E+02   2.18918E-02   1.63650E-08
 2.22500E+00   1.12006E+18   1.10314E+10   2.36412E+02   2.32941E-02   1.70845E-08
 2.27500E+00   1.07401E+18   1.09415E+10   2.45136E+02   2.48106E-02   1.76934E-08
 2.32500E+00   1.05726E+18   1.10047E+10   2.57303E+02   2.63991E-02   1.81581E-08
 2.37500E+00   1.06763E+18   1.10660E+10   2.72584E+02   2.80141E-02   1.84609E-08
 2.42500E+00   1.10310E+18   1.16930E+10   2.90711E+02   2.96098E-02   1.86012E-08
 2.47500E+00   1.16177E+18   1.28771E+10   3.11202E+02   3.11440E-02   1.85931E-08
 2.52500E+00   1.24185E+18   1.42596E+10   3.33472E+02   3.25809E-02   1.84601E-08
 2.57500E+00   1.34157E+18   1.57843E+10   3.57006E+02   3.38939E-02   1.82294E-08
 2.62500E+00   1.45920E+18   1.74861E+10   3.81366E+02   3.50655E-02   1.79277E-08
 2.67500E+00   1.59296E+18   1.94059E+10   4.06172E+02   3.60874E-02   1.75786E-08
 2.72500E+00   1.74101E+18   2.15659E+10   4.31093E+02   3.69590E-02   1.72018E-08
 2.77500E+00   1.90135E+18   2.39773E+10   4.55830E+02   3.76858E-02   1.68128E-08
 2.82500E+00   2.07189E+18   2.66452E+10   4.80119E+02   3.82772E-02   1.64233E-08
 2.87500E+00   2.25036E+18   2.95677E+10   5.03721E+02   3.87455E-02   1.60420E-08
 2.92500E+00   2.43433E+18   3.27344E+10   5.26417E+02   3.91037E-02   1.56752E-08
 2.97500E+00   2.62126E+18   3.61292E+10   5.48011E+02   3.93649E-02   1.53274E-08
 3.02500E+00   2.80848E+18   3.97367E+10   5.68316E+02   3.95413E-02   1.50013E-08
 3.07500E+00   2.99325E+18   4.35450E+10   5.87164E+02   3.96443E-02   1.46988E-08
 3.12500E+00   3.17282E+18   4.75380E+10   6.04393E+02   3.96834E-02   1.44208E-08
 3.17500E+00   3.34443E+18   5.16748E+10   6.19856E+02   3.96670E-02   1.41679E-08
 3.22500E+00   3.50543E+18   5.58648E+10   6.33420E+02   3.96023E-02   1.39399E-08
 3.27500E+00   3.65333E+18   5.99514E+10   6.44967E+02   3.94950E-02   1.37368E-08
 3.32500E+00   3.78583E+18   6.37197E+10   6.54401E+02   3.93503E-02   1.35581E-08
 3.37500E+00   3.90089E+18   6.69317E+10   6.61648E+02   3.91725E-02   1.34032E-08
 3.42500E+00   3.99681E+18   6.93799E+10   6.66658E+02   3.89653E-02   1.32716E-08
 3.47500E+00   4.07223E+18   7.09377E+10   6.69412E+02   3.87325E-02   1.31628E-08
 3.52500E+00   4.12620E+18   7.15554E+10   6.69919E+02   3.84772E-02   1.30763E-08
 3.57500E+00   4.15819E+18   7.15788E+10   6.68217E+02   3.82029E-02   1.30116E-08
 3.62500E+00   4.16809E+18   7.15814E+10   6.64375E+02   3.79130E-02   1.29684E-08
 3.67500E+00   4.15623E+18   7.14196E+10   6.58493E+02   3.76112E-02   1.29462E-08
 3.72500E+00   4.12336E+18   6.99819E+10   6.50697E+02   3.73011E-02   1.29447E-08
