      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   3.44867E+17   7.81938E+08   3.72996E+00   1.18493E-04   4.35126E-09
 1.07500E+00   4.86397E+17   1.15682E+09   6.14345E+00   2.02946E-04   4.64228E-09
 1.12500E+00   5.96734E+17   1.37637E+09   9.07537E+00   3.16209E-04   5.02727E-09
 1.17500E+00   6.77779E+17   1.95187E+09   1.28298E+01   4.62275E-04   5.46855E-09
 1.22500E+00   7.32921E+17   2.61927E+09   1.73858E+01   6.43768E-04   5.94966E-09
 1.27500E+00   7.66667E+17   3.29725E+09   2.26111E+01   8.61041E-04   6.45764E-09
 1.32500E+00   7.82939E+17   3.94758E+09   2.83210E+01   1.11202E-03   6.98334E-09
 1.37500E+00   7.85086E+17   4.54353E+09   3.43044E+01   1.39238E-03   7.51995E-09
 1.42500E+00   7.76096E+17   5.06289E+09   4.03443E+01   1.69592E-03   8.06180E-09
 1.47500E+00   7.58476E+17   5.49406E+09   4.62391E+01   2.01511E-03   8.60440E-09
 1.52500E+00   7.34243E+17   5.85556E+09   5.18172E+01   2.34153E-03   9.14439E-09
 1.57500E+00   7.04997E+17   6.17188E+09   5.69091E+01   2.66625E-03   9.67920E-09
 1.62500E+00   6.72009E+17   6.28420E+09   6.12846E+01   2.98035E-03   1.02070E-08
 1.67500E+00   6.36306E+17   6.29259E+09   6.48874E+01   3.27593E-03   1.07273E-08
 1.72500E+00   5.98738E+17   6.29774E+09   6.77249E+01   3.54636E-03   1.12404E-08
 1.77500E+00   5.60019E+17   6.22124E+09   6.97414E+01   3.78616E-03   1.17472E-08
 1.82500E+00   5.20765E+17   6.06840E+09   7.09180E+01   3.99121E-03   1.22487E-08
 1.87500E+00   4.81509E+17   5.85561E+09   7.12716E+01   4.15901E-03   1.27467E-08
 1.92500E+00   4.42716E+17   5.59308E+09   7.08420E+01   4.28868E-03   1.32435E-08
 1.97500E+00   4.04790E+17   5.28890E+09   6.96890E+01   4.38111E-03   1.37421E-08
 2.02500E+00   3.68082E+17   4.95250E+09   6.78916E+01   4.43888E-03   1.42466E-08
