      xx/10.          rhoa          temp           vel      vel*rhoa
         [-]           [-]           [-]           [-]           [-]
 1.02500E+00   2.63341E+00   9.38167E-01   4.56971E-01   1.20339E+00
 1.07500E+00   2.63174E+00   9.38742E-01   4.57174E-01   1.20316E+00
 1.12500E+00   2.62867E+00   9.39362E-01   4.57758E-01   1.20330E+00
 1.17500E+00   2.62460E+00   9.40076E-01   4.58582E-01   1.20359E+00
 1.22500E+00   2.61966E+00   9.40926E-01   4.59579E-01   1.20394E+00
 1.27500E+00   2.61388E+00   9.41947E-01   4.60716E-01   1.20426E+00
 1.32500E+00   2.60721E+00   9.43176E-01   4.61981E-01   1.20448E+00
 1.37500E+00   2.59959E+00   9.44650E-01   4.63369E-01   1.20457E+00
 1.42500E+00   2.59092E+00   9.46403E-01   4.64879E-01   1.20446E+00
 1.47500E+00   2.58111E+00   9.48469E-01   4.66513E-01   1.20412E+00
 1.52500E+00   2.57009E+00   9.50876E-01   4.68275E-01   1.20351E+00
 1.57500E+00   2.55778E+00   9.53651E-01   4.70166E-01   1.20258E+00
 1.62500E+00   2.54415E+00   9.56811E-01   4.72190E-01   1.20132E+00
 1.67500E+00   2.52918E+00   9.60363E-01   4.74348E-01   1.19971E+00
 1.72500E+00   2.51289E+00   9.64305E-01   4.76640E-01   1.19774E+00
 1.77500E+00   2.49535E+00   9.68620E-01   4.79064E-01   1.19543E+00
 1.82500E+00   2.47667E+00   9.73276E-01   4.81614E-01   1.19280E+00
 1.87500E+00   2.45703E+00   9.78227E-01   4.84282E-01   1.18989E+00
 1.92500E+00   2.43663E+00   9.83411E-01   4.87054E-01   1.18677E+00
 1.97500E+00   2.41573E+00   9.88755E-01   4.89914E-01   1.18350E+00
 2.02500E+00   2.39461E+00   9.94174E-01   4.92839E-01   1.18016E+00
 2.07500E+00   2.37357E+00   9.99578E-01   4.95804E-01   1.17682E+00
 2.12500E+00   2.35291E+00   1.00488E+00   4.98780E-01   1.17358E+00
 2.17500E+00   2.33291E+00   1.00999E+00   5.01736E-01   1.17051E+00
 2.22500E+00   2.31384E+00   1.01483E+00   5.04642E-01   1.16766E+00
 2.27500E+00   2.29591E+00   1.01934E+00   5.07469E-01   1.16510E+00
 2.32500E+00   2.27927E+00   1.02348E+00   5.10189E-01   1.16286E+00
 2.37500E+00   2.26403E+00   1.02722E+00   5.12782E-01   1.16095E+00
 2.42500E+00   2.25024E+00   1.03055E+00   5.15232E-01   1.15940E+00
 2.47500E+00   2.23790E+00   1.03346E+00   5.17527E-01   1.15818E+00
 2.52500E+00   2.22698E+00   1.03599E+00   5.19664E-01   1.15728E+00
 2.57500E+00   2.21738E+00   1.03816E+00   5.21643E-01   1.15668E+00
 2.62500E+00   2.20902E+00   1.03999E+00   5.23468E-01   1.15635E+00
 2.67500E+00   2.20178E+00   1.04153E+00   5.25147E-01   1.15626E+00
 2.72500E+00   2.19554E+00   1.04281E+00   5.26692E-01   1.15637E+00
 2.77500E+00   2.19020E+00   1.04387E+00   5.28113E-01   1.15667E+00
 2.82500E+00   2.18563E+00   1.04474E+00   5.29424E-01   1.15712E+00
 2.87500E+00   2.18174E+00   1.04545E+00   5.30635E-01   1.15771E+00
 2.92500E+00   2.17844E+00   1.04602E+00   5.31758E-01   1.15840E+00
 2.97500E+00   2.17564E+00   1.04649E+00   5.32804E-01   1.15919E+00
 3.02500E+00   2.17328E+00   1.04686E+00   5.33783E-01   1.16006E+00
 3.07500E+00   2.17129E+00   1.04716E+00   5.34702E-01   1.16099E+00
 3.12500E+00   2.16963E+00   1.04740E+00   5.35570E-01   1.16199E+00
 3.17500E+00   2.16827E+00   1.04758E+00   5.36392E-01   1.16304E+00
 3.22500E+00   2.16715E+00   1.04773E+00   5.37175E-01   1.16414E+00
 3.27500E+00   2.16626E+00   1.04785E+00   5.37923E-01   1.16528E+00
 3.32500E+00   2.16558E+00   1.04794E+00   5.38640E-01   1.16647E+00
 3.37500E+00   2.16509E+00   1.04801E+00   5.39331E-01   1.16770E+00
 3.42500E+00   2.16477E+00   1.04806E+00   5.39997E-01   1.16897E+00
 3.47500E+00   2.16462E+00   1.04809E+00   5.40642E-01   1.17028E+00
 3.52500E+00   2.16462E+00   1.04811E+00   5.41269E-01   1.17164E+00
 3.57500E+00   2.16477E+00   1.04812E+00   5.41880E-01   1.17305E+00
 3.62500E+00   2.16507E+00   1.04811E+00   5.42476E-01   1.17450E+00
 3.67500E+00   2.16551E+00   1.04810E+00   5.43060E-01   1.17600E+00
 3.72500E+00   2.16608E+00   1.04808E+00   5.43633E-01   1.17755E+00
 3.77500E+00   2.16677E+00   1.04804E+00   5.44199E-01   1.17916E+00
 3.82500E+00   2.16759E+00   1.04800E+00   5.44757E-01   1.18081E+00
 3.87500E+00   2.16852E+00   1.04795E+00   5.45310E-01   1.18251E+00
 3.92500E+00   2.16955E+00   1.04789E+00   5.45859E-01   1.18427E+00
 3.97500E+00   2.17067E+00   1.04783E+00   5.46406E-01   1.18607E+00
 4.02500E+00   2.17187E+00   1.04775E+00   5.46952E-01   1.18791E+00
 4.07500E+00   2.17313E+00   1.04767E+00   5.47499E-01   1.18979E+00
 4.12500E+00   2.17444E+00   1.04758E+00   5.48047E-01   1.19170E+00
 4.17500E+00   2.17578E+00   1.04750E+00   5.48598E-01   1.19363E+00
 4.22500E+00   2.17713E+00   1.04741E+00   5.49152E-01   1.19557E+00
 4.27500E+00   2.17846E+00   1.04732E+00   5.49710E-01   1.19752E+00
 4.32500E+00   2.17977E+00   1.04723E+00   5.50274E-01   1.19947E+00
 4.37500E+00   2.18102E+00   1.04715E+00   5.50842E-01   1.20140E+00
 4.42500E+00   2.18220E+00   1.04708E+00   5.51416E-01   1.20330E+00
 4.47500E+00   2.18328E+00   1.04702E+00   5.51996E-01   1.20516E+00
 4.52500E+00   2.18427E+00   1.04698E+00   5.52581E-01   1.20698E+00
 4.57500E+00   2.18514E+00   1.04696E+00   5.53170E-01   1.20875E+00
 4.62500E+00   2.18588E+00   1.04695E+00   5.53765E-01   1.21047E+00
 4.67500E+00   2.18650E+00   1.04696E+00   5.54364E-01   1.21212E+00
 4.72500E+00   2.18700E+00   1.04700E+00   5.54968E-01   1.21371E+00
 4.77500E+00   2.18737E+00   1.04706E+00   5.55574E-01   1.21525E+00
 4.82500E+00   2.18762E+00   1.04713E+00   5.56183E-01   1.21672E+00
 4.87500E+00   2.18778E+00   1.04723E+00   5.56794E-01   1.21814E+00
 4.92500E+00   2.18785E+00   1.04735E+00   5.57406E-01   1.21952E+00
 4.97500E+00   2.18785E+00   1.04749E+00   5.58017E-01   1.22086E+00
 5.02500E+00   2.18779E+00   1.04764E+00   5.58627E-01   1.22216E+00
 5.07500E+00   2.18770E+00   1.04780E+00   5.59235E-01   1.22344E+00
 5.12500E+00   2.18759E+00   1.04797E+00   5.59839E-01   1.22470E+00
 5.17500E+00   2.18747E+00   1.04816E+00   5.60438E-01   1.22594E+00
 5.22500E+00   2.18736E+00   1.04835E+00   5.61031E-01   1.22718E+00
 5.27500E+00   2.18726E+00   1.04855E+00   5.61616E-01   1.22840E+00
 5.32500E+00   2.18718E+00   1.04875E+00   5.62190E-01   1.22961E+00
 5.37500E+00   2.18712E+00   1.04896E+00   5.62752E-01   1.23080E+00
 5.42500E+00   2.18707E+00   1.04918E+00   5.63300E-01   1.23198E+00
 5.47500E+00   2.18703E+00   1.04940E+00   5.63831E-01   1.23312E+00
 5.52500E+00   2.18699E+00   1.04964E+00   5.64343E-01   1.23421E+00
 5.57500E+00   2.18693E+00   1.04989E+00   5.64832E-01   1.23525E+00
 5.62500E+00   2.18683E+00   1.05015E+00   5.65297E-01   1.23621E+00
 5.67500E+00   2.18668E+00   1.05044E+00   5.65739E-01   1.23709E+00
 5.72500E+00   2.18650E+00   1.05075E+00   5.66158E-01   1.23791E+00
 5.77500E+00   2.18630E+00   1.05106E+00   5.66552E-01   1.23865E+00
 5.82500E+00   2.18608E+00   1.05138E+00   5.66921E-01   1.23933E+00
 5.87500E+00   2.18585E+00   1.05170E+00   5.67261E-01   1.23995E+00
 5.92500E+00   2.18561E+00   1.05202E+00   5.67573E-01   1.24049E+00
 5.97500E+00   2.18537E+00   1.05233E+00   5.67853E-01   1.24097E+00
 6.02500E+00   2.18512E+00   1.05263E+00   5.68099E-01   1.24137E+00
 6.07500E+00   2.18487E+00   1.05292E+00   5.68312E-01   1.24169E+00
 6.12500E+00   2.18461E+00   1.05319E+00   5.68488E-01   1.24193E+00
 6.17500E+00   2.18435E+00   1.05345E+00   5.68627E-01   1.24208E+00
 6.22500E+00   2.18408E+00   1.05369E+00   5.68727E-01   1.24214E+00
 6.27500E+00   2.18379E+00   1.05391E+00   5.68787E-01   1.24211E+00
 6.32500E+00   2.18350E+00   1.05411E+00   5.68806E-01   1.24199E+00
 6.37500E+00   2.18318E+00   1.05429E+00   5.68784E-01   1.24176E+00
 6.42500E+00   2.18284E+00   1.05444E+00   5.68719E-01   1.24142E+00
 6.47500E+00   2.18249E+00   1.05458E+00   5.68611E-01   1.24099E+00
 6.52500E+00   2.18211E+00   1.05470E+00   5.68460E-01   1.24044E+00
