      xx/10.      ss_ratio
         [-]           [-]
 1.02500E+00   1.13921E+01
 1.07500E+00   1.12343E+01
 1.12500E+00   1.10464E+01
 1.17500E+00   1.08279E+01
 1.22500E+00   1.05803E+01
 1.27500E+00   1.03074E+01
 1.32500E+00   1.00146E+01
 1.37500E+00   9.70822E+00
 1.42500E+00   9.39519E+00
 1.47500E+00   9.08217E+00
 1.52500E+00   8.77513E+00
 1.57500E+00   8.47919E+00
 1.62500E+00   8.19835E+00
 1.67500E+00   7.93536E+00
 1.72500E+00   7.69172E+00
 1.77500E+00   7.46795E+00
 1.82500E+00   7.26382E+00
 1.87500E+00   7.07814E+00
 1.92500E+00   6.90936E+00
 1.97500E+00   6.75520E+00
 2.02500E+00   6.61298E+00
 2.07500E+00   6.47972E+00
 2.12500E+00   6.35215E+00
 2.17500E+00   6.22699E+00
 2.22500E+00   6.10082E+00
 2.27500E+00   5.97041E+00
 2.32500E+00   5.83284E+00
 2.37500E+00   5.68555E+00
 2.42500E+00   5.52655E+00
 2.47500E+00   5.35445E+00
 2.52500E+00   5.16870E+00
 2.57500E+00   4.96951E+00
 2.62500E+00   4.75786E+00
 2.67500E+00   4.53548E+00
 2.72500E+00   4.30473E+00
 2.77500E+00   4.06849E+00
 2.82500E+00   3.82989E+00
 2.87500E+00   3.59215E+00
 2.92500E+00   3.35848E+00
 2.97500E+00   3.13175E+00
 3.02500E+00   2.91449E+00
 3.07500E+00   2.70877E+00
 3.12500E+00   2.51616E+00
 3.17500E+00   2.33773E+00
 3.22500E+00   2.17405E+00
 3.27500E+00   2.02524E+00
 3.32500E+00   1.89107E+00
 3.37500E+00   1.77103E+00
 3.42500E+00   1.66436E+00
 3.47500E+00   1.57018E+00
 3.52500E+00   1.48749E+00
 3.57500E+00   1.41527E+00
 3.62500E+00   1.35252E+00
 3.67500E+00   1.29824E+00
 3.72500E+00   1.25149E+00
 3.77500E+00   1.21138E+00
 3.82500E+00   1.17714E+00
 3.87500E+00   1.14799E+00
 3.92500E+00   1.12329E+00
 3.97500E+00   1.10243E+00
 4.02500E+00   1.08489E+00
 4.07500E+00   1.07019E+00
 4.12500E+00   1.05791E+00
 4.17500E+00   1.04770E+00
 4.22500E+00   1.03923E+00
 4.27500E+00   1.03224E+00
 4.32500E+00   1.02648E+00
 4.37500E+00   1.02176E+00
 4.42500E+00   1.01789E+00
 4.47500E+00   1.01474E+00
 4.52500E+00   1.01218E+00
 4.57500E+00   1.01011E+00
 4.62500E+00   1.00843E+00
 4.67500E+00   1.00707E+00
 4.72500E+00   1.00599E+00
 4.77500E+00   1.00511E+00
 4.82500E+00   1.00441E+00
 4.87500E+00   1.00385E+00
 4.92500E+00   1.00340E+00
 4.97500E+00   1.00305E+00
 5.02500E+00   1.00277E+00
 5.07500E+00   1.00255E+00
 5.12500E+00   1.00239E+00
 5.17500E+00   1.00226E+00
 5.22500E+00   1.00216E+00
 5.27500E+00   1.00209E+00
 5.32500E+00   1.00204E+00
 5.37500E+00   1.00201E+00
 5.42500E+00   1.00200E+00
 5.47500E+00   1.00200E+00
 5.52500E+00   1.00201E+00
 5.57500E+00   1.00204E+00
 5.62500E+00   1.00208E+00
 5.67500E+00   1.00213E+00
 5.72500E+00   1.00219E+00
 5.77500E+00   1.00226E+00
 5.82500E+00   1.00234E+00
 5.87500E+00   1.00243E+00
 5.92500E+00   1.00252E+00
 5.97500E+00   1.00263E+00
 6.02500E+00   1.00274E+00
 6.07500E+00   1.00286E+00
 6.12500E+00   1.00299E+00
 6.17500E+00   1.00312E+00
 6.22500E+00   1.00326E+00
 6.27500E+00   1.00340E+00
 6.32500E+00   1.00355E+00
 6.37500E+00   1.00369E+00
 6.42500E+00   1.00384E+00
 6.47500E+00   1.00398E+00
 6.52500E+00   1.00411E+00
 6.57500E+00   1.00424E+00
 6.62500E+00   1.00437E+00
 6.67500E+00   1.00449E+00
 6.72500E+00   1.00460E+00
 6.77500E+00   1.00470E+00
 6.82500E+00   1.00478E+00
 6.87500E+00   1.00485E+00
 6.92500E+00   1.00490E+00
 6.97500E+00   1.00494E+00
 7.02500E+00   1.00496E+00
 7.07500E+00   1.00497E+00
 7.12500E+00   1.00496E+00
 7.17500E+00   1.00494E+00
 7.22500E+00   1.00491E+00
 7.27500E+00   1.00487E+00
 7.32500E+00   1.00481E+00
 7.37500E+00   1.00474E+00
 7.42500E+00   1.00467E+00
 7.47500E+00   1.00459E+00
 7.52500E+00   1.00451E+00
 7.57500E+00   1.00442E+00
 7.62500E+00   1.00433E+00
 7.67500E+00   1.00424E+00
 7.72500E+00   1.00414E+00
 7.77500E+00   1.00405E+00
 7.82500E+00   1.00396E+00
 7.87500E+00   1.00387E+00
 7.92500E+00   1.00378E+00
 7.97500E+00   1.00368E+00
 8.02500E+00   1.00359E+00
 8.07500E+00   1.00349E+00
 8.12500E+00   1.00340E+00
 8.17500E+00   1.00330E+00
 8.22500E+00   1.00318E+00
 8.27500E+00   1.00307E+00
 8.32500E+00   1.00294E+00
 8.37500E+00   1.00279E+00
 8.42500E+00   1.00263E+00
 8.47500E+00   1.00243E+00
 8.52500E+00   1.00221E+00
 8.57500E+00   1.00195E+00
 8.62500E+00   1.00164E+00
 8.67500E+00   1.00127E+00
 8.72500E+00   1.00083E+00
 8.77500E+00   1.00030E+00
 8.82500E+00   9.99672E-01
 8.87500E+00   9.98926E-01
 8.92500E+00   9.98090E-01
 8.97500E+00   9.97181E-01
 9.02500E+00   9.96213E-01
 9.07500E+00   9.95194E-01
 9.12500E+00   9.94138E-01
 9.17500E+00   9.93050E-01
 9.22500E+00   9.91946E-01
 9.27500E+00   9.90828E-01
 9.32500E+00   9.89705E-01
 9.37500E+00   9.88578E-01
 9.42500E+00   9.87457E-01
 9.47500E+00   9.86340E-01
 9.52500E+00   9.85231E-01
 9.57500E+00   9.84133E-01
 9.62500E+00   9.83049E-01
 9.67500E+00   9.81979E-01
 9.72500E+00   9.80920E-01
 9.77500E+00   9.79874E-01
 9.82500E+00   9.78845E-01
 9.87500E+00   9.77823E-01
 9.92500E+00   9.76817E-01
 9.97500E+00   9.75818E-01
 1.00250E+01   9.74830E-01
 1.00750E+01   9.73851E-01
 1.01250E+01   9.72877E-01
 1.01750E+01   9.71910E-01
 1.02250E+01   9.70943E-01
 1.02750E+01   9.69978E-01
 1.03250E+01   9.69016E-01
 1.03750E+01   9.68049E-01
 1.04250E+01   9.67080E-01
 1.04750E+01   9.66107E-01
 1.05250E+01   9.65130E-01
 1.05750E+01   9.64145E-01
 1.06250E+01   9.63155E-01
 1.06750E+01   9.62158E-01
 1.07250E+01   9.61157E-01
 1.07750E+01   9.60141E-01
 1.08250E+01   9.59123E-01
 1.08750E+01   9.58093E-01
 1.09250E+01   9.57054E-01
 1.09750E+01   9.56008E-01
 1.10250E+01   9.54955E-01
 1.10750E+01   9.53897E-01
 1.11250E+01   9.52835E-01
 1.11750E+01   9.51769E-01
 1.12250E+01   9.50700E-01
 1.12750E+01   9.49633E-01
 1.13250E+01   9.48570E-01
 1.13750E+01   9.47509E-01
 1.14250E+01   9.46453E-01
 1.14750E+01   9.45403E-01
 1.15250E+01   9.44364E-01
 1.15750E+01   9.43335E-01
 1.16250E+01   9.42320E-01
 1.16750E+01   9.41323E-01
 1.17250E+01   9.40350E-01
 1.17750E+01   9.39399E-01
 1.18250E+01   9.38478E-01
 1.18750E+01   9.37583E-01
 1.19250E+01   9.36722E-01
 1.19750E+01   9.35889E-01
 1.20250E+01   9.35097E-01
 1.20750E+01   9.34345E-01
 1.21250E+01   9.33630E-01
 1.21750E+01   9.32963E-01
 1.22250E+01   9.32344E-01
 1.22750E+01   9.31782E-01
 1.23250E+01   9.31270E-01
 1.23750E+01   9.30815E-01
 1.24250E+01   9.30416E-01
 1.24750E+01   9.30075E-01
 1.25250E+01   9.29798E-01
 1.25750E+01   9.29583E-01
 1.26250E+01   9.29436E-01
 1.26750E+01   9.29358E-01
 1.27250E+01   9.29346E-01
 1.27750E+01   9.29404E-01
 1.28250E+01   9.29533E-01
 1.28750E+01   9.29732E-01
 1.29250E+01   9.30002E-01
 1.29750E+01   9.30345E-01
 1.30250E+01   9.30761E-01
 1.30750E+01   9.31247E-01
 1.31250E+01   9.31804E-01
 1.31750E+01   9.32428E-01
 1.32250E+01   9.33124E-01
 1.32750E+01   9.33884E-01
 1.33250E+01   9.34712E-01
 1.33750E+01   9.35604E-01
 1.34250E+01   9.36556E-01
 1.34750E+01   9.37567E-01
 1.35250E+01   9.38636E-01
 1.35750E+01   9.39759E-01
 1.36250E+01   9.40933E-01
 1.36750E+01   9.42153E-01
 1.37250E+01   9.43418E-01
 1.37750E+01   9.44723E-01
 1.38250E+01   9.46060E-01
 1.38750E+01   9.47432E-01
 1.39250E+01   9.48835E-01
 1.39750E+01   9.50261E-01
 1.40250E+01   9.51705E-01
 1.40750E+01   9.53165E-01
 1.41250E+01   9.54638E-01
 1.41750E+01   9.56117E-01
 1.42250E+01   9.57601E-01
 1.42750E+01   9.59084E-01
 1.43250E+01   9.60565E-01
 1.43750E+01   9.62038E-01
 1.44250E+01   9.63500E-01
 1.44750E+01   9.64946E-01
 1.45250E+01   9.66377E-01
 1.45750E+01   9.67786E-01
 1.46250E+01   9.69171E-01
 1.46750E+01   9.70532E-01
 1.47250E+01   9.71864E-01
 1.47750E+01   9.73161E-01
 1.48250E+01   9.74430E-01
 1.48750E+01   9.75664E-01
 1.49250E+01   9.76860E-01
 1.49750E+01   9.78019E-01
 1.50250E+01   9.79145E-01
 1.50750E+01   9.80229E-01
 1.51250E+01   9.81269E-01
 1.51750E+01   9.82270E-01
 1.52250E+01   9.83229E-01
 1.52750E+01   9.84147E-01
 1.53250E+01   9.85028E-01
 1.53750E+01   9.85866E-01
 1.54250E+01   9.86669E-01
 1.54750E+01   9.87425E-01
 1.55250E+01   9.88150E-01
 1.55750E+01   9.88837E-01
 1.56250E+01   9.89483E-01
 1.56750E+01   9.90093E-01
 1.57250E+01   9.90666E-01
 1.57750E+01   9.91205E-01
 1.58250E+01   9.91708E-01
 1.58750E+01   9.92180E-01
