      xx/10.      ss_ratio
         [-]           [-]
 1.02500E+00   1.52109E+01
 1.07500E+00   1.38633E+01
 1.12500E+00   1.24641E+01
 1.17500E+00   1.10754E+01
 1.22500E+00   9.75632E+00
 1.27500E+00   8.55411E+00
 1.32500E+00   7.49785E+00
 1.37500E+00   6.59798E+00
 1.42500E+00   5.84796E+00
 1.47500E+00   5.23062E+00
 1.52500E+00   4.72547E+00
 1.57500E+00   4.31184E+00
 1.62500E+00   3.97029E+00
 1.67500E+00   3.68360E+00
 1.72500E+00   3.43708E+00
 1.77500E+00   3.21875E+00
 1.82500E+00   3.01933E+00
 1.87500E+00   2.83214E+00
 1.92500E+00   2.65292E+00
 1.97500E+00   2.47962E+00
 2.02500E+00   2.31196E+00
 2.07500E+00   2.15091E+00
 2.12500E+00   1.99817E+00
 2.17500E+00   1.85563E+00
 2.22500E+00   1.72493E+00
 2.27500E+00   1.60720E+00
 2.32500E+00   1.50300E+00
 2.37500E+00   1.41227E+00
 2.42500E+00   1.33447E+00
 2.47500E+00   1.26874E+00
 2.52500E+00   1.21393E+00
 2.57500E+00   1.16880E+00
 2.62500E+00   1.13208E+00
 2.67500E+00   1.10251E+00
 2.72500E+00   1.07895E+00
 2.77500E+00   1.06037E+00
 2.82500E+00   1.04587E+00
 2.87500E+00   1.03464E+00
 2.92500E+00   1.02603E+00
 2.97500E+00   1.01949E+00
 3.02500E+00   1.01456E+00
 3.07500E+00   1.01087E+00
 3.12500E+00   1.00815E+00
 3.17500E+00   1.00615E+00
 3.22500E+00   1.00469E+00
 3.27500E+00   1.00365E+00
 3.32500E+00   1.00291E+00
 3.37500E+00   1.00239E+00
 3.42500E+00   1.00204E+00
 3.47500E+00   1.00181E+00
 3.52500E+00   1.00167E+00
 3.57500E+00   1.00160E+00
 3.62500E+00   1.00158E+00
 3.67500E+00   1.00161E+00
 3.72500E+00   1.00165E+00
 3.77500E+00   1.00172E+00
 3.82500E+00   1.00181E+00
 3.87500E+00   1.00191E+00
 3.92500E+00   1.00202E+00
 3.97500E+00   1.00214E+00
 4.02500E+00   1.00227E+00
 4.07500E+00   1.00241E+00
 4.12500E+00   1.00254E+00
 4.17500E+00   1.00268E+00
 4.22500E+00   1.00281E+00
 4.27500E+00   1.00295E+00
 4.32500E+00   1.00307E+00
 4.37500E+00   1.00318E+00
 4.42500E+00   1.00328E+00
 4.47500E+00   1.00337E+00
 4.52500E+00   1.00345E+00
 4.57500E+00   1.00350E+00
 4.62500E+00   1.00355E+00
 4.67500E+00   1.00358E+00
 4.72500E+00   1.00359E+00
 4.77500E+00   1.00359E+00
 4.82500E+00   1.00357E+00
 4.87500E+00   1.00353E+00
 4.92500E+00   1.00349E+00
 4.97500E+00   1.00343E+00
 5.02500E+00   1.00336E+00
 5.07500E+00   1.00327E+00
 5.12500E+00   1.00317E+00
 5.17500E+00   1.00305E+00
 5.22500E+00   1.00291E+00
 5.27500E+00   1.00273E+00
 5.32500E+00   1.00252E+00
 5.37500E+00   1.00225E+00
 5.42500E+00   1.00192E+00
 5.47500E+00   1.00151E+00
 5.52500E+00   1.00097E+00
 5.57500E+00   1.00029E+00
 5.62500E+00   9.99384E-01
 5.67500E+00   9.98264E-01
 5.72500E+00   9.96989E-01
 5.77500E+00   9.95582E-01
 5.82500E+00   9.94077E-01
 5.87500E+00   9.92494E-01
 5.92500E+00   9.90852E-01
 5.97500E+00   9.89165E-01
 6.02500E+00   9.87449E-01
 6.07500E+00   9.85716E-01
 6.12500E+00   9.83974E-01
 6.17500E+00   9.82227E-01
 6.22500E+00   9.80488E-01
 6.27500E+00   9.78757E-01
 6.32500E+00   9.77046E-01
 6.37500E+00   9.75351E-01
 6.42500E+00   9.73679E-01
 6.47500E+00   9.72028E-01
 6.52500E+00   9.70403E-01
 6.57500E+00   9.68806E-01
 6.62500E+00   9.67240E-01
 6.67500E+00   9.65711E-01
 6.72500E+00   9.64222E-01
 6.77500E+00   9.62769E-01
 6.82500E+00   9.61363E-01
 6.87500E+00   9.60005E-01
 6.92500E+00   9.58701E-01
 6.97500E+00   9.57451E-01
 7.02500E+00   9.56264E-01
 7.07500E+00   9.55145E-01
 7.12500E+00   9.54099E-01
 7.17500E+00   9.53134E-01
 7.22500E+00   9.52251E-01
 7.27500E+00   9.51459E-01
 7.32500E+00   9.50762E-01
 7.37500E+00   9.50162E-01
 7.42500E+00   9.49670E-01
 7.47500E+00   9.49284E-01
 7.52500E+00   9.49015E-01
 7.57500E+00   9.48866E-01
 7.62500E+00   9.48832E-01
 7.67500E+00   9.48922E-01
 7.72500E+00   9.49139E-01
 7.77500E+00   9.49481E-01
 7.82500E+00   9.49946E-01
 7.87500E+00   9.50534E-01
 7.92500E+00   9.51242E-01
 7.97500E+00   9.52071E-01
 8.02500E+00   9.53015E-01
 8.07500E+00   9.54065E-01
 8.12500E+00   9.55221E-01
 8.17500E+00   9.56475E-01
 8.22500E+00   9.57816E-01
 8.27500E+00   9.59242E-01
 8.32500E+00   9.60738E-01
 8.37500E+00   9.62300E-01
 8.42500E+00   9.63913E-01
 8.47500E+00   9.65574E-01
 8.52500E+00   9.67267E-01
 8.57500E+00   9.68987E-01
 8.62500E+00   9.70719E-01
 8.67500E+00   9.72454E-01
 8.72500E+00   9.74184E-01
 8.77500E+00   9.75901E-01
