      xx/10.      ss_ratio
         [-]           [-]
 1.02500E+00   1.22112E+01
 1.07500E+00   1.22094E+01
 1.12500E+00   1.22068E+01
 1.17500E+00   1.22039E+01
 1.22500E+00   1.22007E+01
 1.27500E+00   1.21974E+01
 1.32500E+00   1.21941E+01
 1.37500E+00   1.21908E+01
 1.42500E+00   1.21876E+01
 1.47500E+00   1.21845E+01
 1.52500E+00   1.21814E+01
 1.57500E+00   1.21784E+01
 1.62500E+00   1.21756E+01
 1.67500E+00   1.21728E+01
 1.72500E+00   1.21701E+01
 1.77500E+00   1.21674E+01
 1.82500E+00   1.21649E+01
 1.87500E+00   1.21625E+01
 1.92500E+00   1.21602E+01
 1.97500E+00   1.21579E+01
 2.02500E+00   1.21557E+01
 2.07500E+00   1.21536E+01
 2.12500E+00   1.21515E+01
 2.17500E+00   1.21497E+01
 2.22500E+00   1.21479E+01
 2.27500E+00   1.21461E+01
 2.32500E+00   1.21446E+01
 2.37500E+00   1.21431E+01
 2.42500E+00   1.21416E+01
 2.47500E+00   1.21403E+01
 2.52500E+00   1.21390E+01
 2.57500E+00   1.21378E+01
 2.62500E+00   1.21368E+01
 2.67500E+00   1.21358E+01
 2.72500E+00   1.21349E+01
 2.77500E+00   1.21341E+01
 2.82500E+00   1.21334E+01
 2.87500E+00   1.21327E+01
 2.92500E+00   1.21322E+01
 2.97500E+00   1.21318E+01
 3.02500E+00   1.21314E+01
 3.07500E+00   1.21311E+01
 3.12500E+00   1.21309E+01
 3.17500E+00   1.21308E+01
 3.22500E+00   1.21308E+01
 3.27500E+00   1.21308E+01
 3.32500E+00   1.21310E+01
 3.37500E+00   1.21313E+01
 3.42500E+00   1.21315E+01
 3.47500E+00   1.21320E+01
 3.52500E+00   1.21325E+01
 3.57500E+00   1.21332E+01
 3.62500E+00   1.21339E+01
 3.67500E+00   1.21346E+01
 3.72500E+00   1.21355E+01
 3.77500E+00   1.21365E+01
 3.82500E+00   1.21374E+01
 3.87500E+00   1.21385E+01
 3.92500E+00   1.21397E+01
 3.97500E+00   1.21409E+01
 4.02500E+00   1.21422E+01
 4.07500E+00   1.21435E+01
 4.12500E+00   1.21450E+01
 4.17500E+00   1.21466E+01
 4.22500E+00   1.21482E+01
 4.27500E+00   1.21499E+01
 4.32500E+00   1.21516E+01
 4.37500E+00   1.21535E+01
 4.42500E+00   1.21554E+01
 4.47500E+00   1.21573E+01
 4.52500E+00   1.21594E+01
 4.57500E+00   1.21616E+01
 4.62500E+00   1.21638E+01
 4.67500E+00   1.21661E+01
 4.72500E+00   1.21684E+01
 4.77500E+00   1.21708E+01
 4.82500E+00   1.21733E+01
 4.87500E+00   1.21758E+01
 4.92500E+00   1.21784E+01
 4.97500E+00   1.21810E+01
 5.02500E+00   1.21838E+01
 5.07500E+00   1.21865E+01
 5.12500E+00   1.21893E+01
 5.17500E+00   1.21921E+01
 5.22500E+00   1.21951E+01
 5.27500E+00   1.21981E+01
 5.32500E+00   1.22011E+01
 5.37500E+00   1.22042E+01
 5.42500E+00   1.22074E+01
 5.47500E+00   1.22106E+01
 5.52500E+00   1.22139E+01
 5.57500E+00   1.22171E+01
 5.62500E+00   1.22204E+01
 5.67500E+00   1.22238E+01
 5.72500E+00   1.22272E+01
 5.77500E+00   1.22306E+01
 5.82500E+00   1.22342E+01
 5.87500E+00   1.22377E+01
 5.92500E+00   1.22413E+01
 5.97500E+00   1.22450E+01
 6.02500E+00   1.22486E+01
 6.07500E+00   1.22522E+01
 6.12500E+00   1.22559E+01
 6.17500E+00   1.22596E+01
 6.22500E+00   1.22635E+01
 6.27500E+00   1.22672E+01
 6.32500E+00   1.22711E+01
 6.37500E+00   1.22749E+01
 6.42500E+00   1.22788E+01
 6.47500E+00   1.22825E+01
 6.52500E+00   1.22864E+01
 6.57500E+00   1.22903E+01
 6.62500E+00   1.22942E+01
 6.67500E+00   1.22982E+01
 6.72500E+00   1.23021E+01
 6.77500E+00   1.23061E+01
 6.82500E+00   1.23101E+01
 6.87500E+00   1.23141E+01
 6.92500E+00   1.23180E+01
 6.97500E+00   1.23220E+01
 7.02500E+00   1.23260E+01
 7.07500E+00   1.23301E+01
 7.12500E+00   1.23342E+01
 7.17500E+00   1.23383E+01
 7.22500E+00   1.23424E+01
 7.27500E+00   1.23464E+01
 7.32500E+00   1.23505E+01
 7.37500E+00   1.23546E+01
 7.42500E+00   1.23587E+01
 7.47500E+00   1.23628E+01
 7.52500E+00   1.23669E+01
 7.57500E+00   1.23710E+01
 7.62500E+00   1.23750E+01
 7.67500E+00   1.23790E+01
 7.72500E+00   1.23830E+01
 7.77500E+00   1.23870E+01
 7.82500E+00   1.23910E+01
 7.87500E+00   1.23949E+01
 7.92500E+00   1.23989E+01
 7.97500E+00   1.24028E+01
 8.02500E+00   1.24068E+01
 8.07500E+00   1.24107E+01
 8.12500E+00   1.24147E+01
 8.17500E+00   1.24186E+01
 8.22500E+00   1.24225E+01
 8.27500E+00   1.24264E+01
 8.32500E+00   1.24302E+01
 8.37500E+00   1.24341E+01
 8.42500E+00   1.24378E+01
 8.47500E+00   1.24417E+01
 8.52500E+00   1.24455E+01
 8.57500E+00   1.24493E+01
 8.62500E+00   1.24531E+01
 8.67500E+00   1.24568E+01
 8.72500E+00   1.24605E+01
 8.77500E+00   1.24641E+01
 8.82500E+00   1.24678E+01
