      xx/10.          rhoa          temp           vel      vel*rhoa
         [-]           [-]           [-]           [-]           [-]
 1.02500E+00   2.54475E+00   9.18095E-01   4.96776E-01   1.26417E+00
 1.07500E+00   2.54474E+00   9.18094E-01   4.96779E-01   1.26418E+00
 1.12500E+00   2.54474E+00   9.18092E-01   4.96780E-01   1.26418E+00
 1.17500E+00   2.54474E+00   9.18092E-01   4.96780E-01   1.26418E+00
 1.22500E+00   2.54474E+00   9.18091E-01   4.96780E-01   1.26418E+00
 1.27500E+00   2.54475E+00   9.18090E-01   4.96779E-01   1.26418E+00
 1.32500E+00   2.54475E+00   9.18089E-01   4.96778E-01   1.26418E+00
 1.37500E+00   2.54475E+00   9.18089E-01   4.96776E-01   1.26417E+00
 1.42500E+00   2.54476E+00   9.18089E-01   4.96775E-01   1.26417E+00
 1.47500E+00   2.54476E+00   9.18088E-01   4.96774E-01   1.26417E+00
 1.52500E+00   2.54477E+00   9.18087E-01   4.96773E-01   1.26417E+00
 1.57500E+00   2.54477E+00   9.18087E-01   4.96771E-01   1.26417E+00
 1.62500E+00   2.54477E+00   9.18087E-01   4.96770E-01   1.26417E+00
 1.67500E+00   2.54478E+00   9.18086E-01   4.96769E-01   1.26417E+00
 1.72500E+00   2.54478E+00   9.18086E-01   4.96768E-01   1.26417E+00
 1.77500E+00   2.54479E+00   9.18086E-01   4.96767E-01   1.26416E+00
 1.82500E+00   2.54479E+00   9.18085E-01   4.96765E-01   1.26416E+00
 1.87500E+00   2.54479E+00   9.18085E-01   4.96764E-01   1.26416E+00
 1.92500E+00   2.54480E+00   9.18084E-01   4.96763E-01   1.26416E+00
 1.97500E+00   2.54480E+00   9.18084E-01   4.96761E-01   1.26416E+00
 2.02500E+00   2.54480E+00   9.18084E-01   4.96760E-01   1.26416E+00
 2.07500E+00   2.54481E+00   9.18083E-01   4.96759E-01   1.26416E+00
 2.12500E+00   2.54481E+00   9.18083E-01   4.96758E-01   1.26415E+00
 2.17500E+00   2.54482E+00   9.18083E-01   4.96756E-01   1.26415E+00
 2.22500E+00   2.54482E+00   9.18082E-01   4.96755E-01   1.26415E+00
 2.27500E+00   2.54482E+00   9.18082E-01   4.96754E-01   1.26415E+00
 2.32500E+00   2.54483E+00   9.18082E-01   4.96753E-01   1.26415E+00
 2.37500E+00   2.54483E+00   9.18081E-01   4.96751E-01   1.26415E+00
 2.42500E+00   2.54483E+00   9.18081E-01   4.96750E-01   1.26415E+00
 2.47500E+00   2.54484E+00   9.18081E-01   4.96749E-01   1.26414E+00
 2.52500E+00   2.54484E+00   9.18080E-01   4.96747E-01   1.26414E+00
 2.57500E+00   2.54484E+00   9.18080E-01   4.96746E-01   1.26414E+00
 2.62500E+00   2.54485E+00   9.18080E-01   4.96745E-01   1.26414E+00
 2.67500E+00   2.54485E+00   9.18079E-01   4.96744E-01   1.26414E+00
 2.72500E+00   2.54485E+00   9.18079E-01   4.96742E-01   1.26414E+00
 2.77500E+00   2.54486E+00   9.18078E-01   4.96741E-01   1.26414E+00
 2.82500E+00   2.54486E+00   9.18078E-01   4.96740E-01   1.26413E+00
 2.87500E+00   2.54486E+00   9.18078E-01   4.96739E-01   1.26413E+00
 2.92500E+00   2.54487E+00   9.18078E-01   4.96738E-01   1.26413E+00
 2.97500E+00   2.54487E+00   9.18077E-01   4.96737E-01   1.26413E+00
 3.02500E+00   2.54488E+00   9.18077E-01   4.96735E-01   1.26413E+00
 3.07500E+00   2.54488E+00   9.18077E-01   4.96734E-01   1.26413E+00
 3.12500E+00   2.54488E+00   9.18077E-01   4.96733E-01   1.26413E+00
 3.17500E+00   2.54489E+00   9.18076E-01   4.96732E-01   1.26413E+00
 3.22500E+00   2.54489E+00   9.18076E-01   4.96730E-01   1.26412E+00
 3.27500E+00   2.54489E+00   9.18076E-01   4.96729E-01   1.26412E+00
 3.32500E+00   2.54490E+00   9.18076E-01   4.96728E-01   1.26412E+00
 3.37500E+00   2.54490E+00   9.18075E-01   4.96726E-01   1.26412E+00
 3.42500E+00   2.54490E+00   9.18075E-01   4.96725E-01   1.26412E+00
 3.47500E+00   2.54491E+00   9.18075E-01   4.96724E-01   1.26412E+00
 3.52500E+00   2.54491E+00   9.18075E-01   4.96723E-01   1.26412E+00
 3.57500E+00   2.54492E+00   9.18074E-01   4.96721E-01   1.26411E+00
 3.62500E+00   2.54492E+00   9.18074E-01   4.96720E-01   1.26411E+00
 3.67500E+00   2.54492E+00   9.18073E-01   4.96718E-01   1.26411E+00
 3.72500E+00   2.54493E+00   9.18073E-01   4.96716E-01   1.26411E+00
 3.77500E+00   2.54493E+00   9.18073E-01   4.96715E-01   1.26410E+00
 3.82500E+00   2.54493E+00   9.18073E-01   4.96713E-01   1.26410E+00
 3.87500E+00   2.54494E+00   9.18073E-01   4.96712E-01   1.26410E+00
 3.92500E+00   2.54494E+00   9.18073E-01   4.96710E-01   1.26410E+00
 3.97500E+00   2.54494E+00   9.18073E-01   4.96709E-01   1.26410E+00
 4.02500E+00   2.54495E+00   9.18072E-01   4.96707E-01   1.26409E+00
 4.07500E+00   2.54495E+00   9.18072E-01   4.96706E-01   1.26409E+00
 4.12500E+00   2.54496E+00   9.18072E-01   4.96704E-01   1.26409E+00
 4.17500E+00   2.54496E+00   9.18072E-01   4.96703E-01   1.26409E+00
 4.22500E+00   2.54496E+00   9.18072E-01   4.96702E-01   1.26409E+00
 4.27500E+00   2.54497E+00   9.18072E-01   4.96700E-01   1.26409E+00
 4.32500E+00   2.54497E+00   9.18072E-01   4.96699E-01   1.26408E+00
 4.37500E+00   2.54497E+00   9.18072E-01   4.96697E-01   1.26408E+00
 4.42500E+00   2.54498E+00   9.18071E-01   4.96696E-01   1.26408E+00
 4.47500E+00   2.54498E+00   9.18071E-01   4.96694E-01   1.26408E+00
 4.52500E+00   2.54498E+00   9.18071E-01   4.96693E-01   1.26408E+00
 4.57500E+00   2.54499E+00   9.18071E-01   4.96691E-01   1.26407E+00
 4.62500E+00   2.54499E+00   9.18071E-01   4.96690E-01   1.26407E+00
 4.67500E+00   2.54500E+00   9.18070E-01   4.96688E-01   1.26407E+00
