
   time:  710.991 dt:   0.08889 mass:   1.828
      X         N         T         U         P        Q         JM
  49.0250   1.83763   1.19080   0.52788   2.18825   0.00882   0.97006
  49.0750   1.83681   1.19136   0.52787   2.18831   0.00898   0.96961
  49.1250   1.83605   1.19188   0.52786   2.18836   0.00906   0.96917
  49.1750   1.83533   1.19237   0.52783   2.18839   0.00909   0.96875
  49.2250   1.83464   1.19283   0.52781   2.18842   0.00910   0.96833
  49.2750   1.83396   1.19329   0.52778   2.18843   0.00909   0.96793
  49.3250   1.83329   1.19373   0.52776   2.18845   0.00909   0.96753
  49.3750   1.83264   1.19415   0.52773   2.18846   0.00907   0.96714
  49.4250   1.83199   1.19458   0.52771   2.18846   0.00908   0.96676
  49.4750   1.83135   1.19499   0.52769   2.18846   0.00910   0.96639
  49.5250   1.83070   1.19541   0.52769   2.18843   0.00914   0.96604
  49.5750   1.83004   1.19581   0.52769   2.18838   0.00922   0.96569
  49.6250   1.82934   1.19621   0.52770   2.18827   0.00934   0.96535
  49.6750   1.82857   1.19657   0.52775   2.18801   0.00954   0.96502
  49.7250   1.82765   1.19687   0.52783   2.18746   0.00982   0.96469
  49.7750   1.82637   1.19701   0.52798   2.18619   0.01026   0.96429
  49.8250   1.82422   1.19679   0.52827   2.18322   0.01097   0.96368
  49.8750   1.81981   1.19571   0.52885   2.17595   0.01228   0.96241
  49.9250   1.80943   1.19238   0.53015   2.15753   0.01495   0.95926
  49.9750   1.78341   1.18230   0.53337   2.10852   0.02080   0.95122
