      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   2.42464E+20   8.10955E+10   3.31620E+01   5.11486E-05   3.34464E-10
 1.07500E+00   3.82945E+20   1.20815E+11   5.24041E+01   8.08491E-05   3.15488E-10
 1.12500E+00   5.21233E+20   1.42193E+11   7.13728E+01   1.10149E-04   2.72801E-10
 1.17500E+00   6.57402E+20   1.87467E+11   9.00771E+01   1.39060E-04   2.85164E-10
 1.22500E+00   7.91521E+20   2.36836E+11   1.08525E+02   1.67594E-04   2.99216E-10
 1.27500E+00   9.23648E+20   2.86428E+11   1.26723E+02   1.95762E-04   3.10105E-10
 1.32500E+00   1.05384E+21   3.35498E+11   1.44679E+02   2.23571E-04   3.18357E-10
 1.37500E+00   1.18215E+21   3.83914E+11   1.62397E+02   2.51033E-04   3.24759E-10
 1.42500E+00   1.30862E+21   4.31665E+11   1.79886E+02   2.78154E-04   3.29862E-10
 1.47500E+00   1.43331E+21   4.78763E+11   1.97148E+02   3.04943E-04   3.34025E-10
 1.52500E+00   1.55626E+21   5.25223E+11   2.14191E+02   3.31407E-04   3.37491E-10
 1.57500E+00   1.67751E+21   5.71063E+11   2.31020E+02   3.57554E-04   3.40423E-10
 1.62500E+00   1.79710E+21   6.16299E+11   2.47639E+02   3.83391E-04   3.42940E-10
 1.67500E+00   1.91508E+21   6.60945E+11   2.64053E+02   4.08926E-04   3.45126E-10
 1.72500E+00   2.03149E+21   7.05014E+11   2.80267E+02   4.34164E-04   3.47043E-10
 1.77500E+00   2.14635E+21   7.48521E+11   2.96285E+02   4.59112E-04   3.48741E-10
 1.82500E+00   2.25971E+21   7.91477E+11   3.12112E+02   4.83775E-04   3.50256E-10
 1.87500E+00   2.37159E+21   8.33894E+11   3.27751E+02   5.08160E-04   3.51617E-10
 1.92500E+00   2.48204E+21   8.75783E+11   3.43206E+02   5.32272E-04   3.52848E-10
 1.97500E+00   2.59108E+21   9.17155E+11   3.58481E+02   5.56117E-04   3.53966E-10
 2.02500E+00   2.69874E+21   9.58021E+11   3.73580E+02   5.79700E-04   3.54988E-10
 2.07500E+00   2.80506E+21   9.98392E+11   3.88507E+02   6.03027E-04   3.55925E-10
 2.12500E+00   2.91007E+21   1.03828E+12   4.03265E+02   6.26102E-04   3.56789E-10
 2.17500E+00   3.01378E+21   1.07769E+12   4.17858E+02   6.48931E-04   3.57587E-10
 2.22500E+00   3.11624E+21   1.11663E+12   4.32288E+02   6.71518E-04   3.58328E-10
 2.27500E+00   3.21746E+21   1.15513E+12   4.46560E+02   6.93868E-04   3.59019E-10
 2.32500E+00   3.31747E+21   1.19317E+12   4.60676E+02   7.15985E-04   3.59664E-10
 2.37500E+00   3.41630E+21   1.23079E+12   4.74639E+02   7.37875E-04   3.60269E-10
 2.42500E+00   3.51398E+21   1.26798E+12   4.88452E+02   7.59541E-04   3.60838E-10
 2.47500E+00   3.61052E+21   1.30475E+12   5.02119E+02   7.80987E-04   3.61375E-10
 2.52500E+00   3.70594E+21   1.34111E+12   5.15642E+02   8.02218E-04   3.61882E-10
 2.57500E+00   3.80028E+21   1.37708E+12   5.29023E+02   8.23236E-04   3.62362E-10
 2.62500E+00   3.89356E+21   1.41265E+12   5.42265E+02   8.44048E-04   3.62818E-10
 2.67500E+00   3.98578E+21   1.44784E+12   5.55372E+02   8.64656E-04   3.63252E-10
 2.72500E+00   4.07699E+21   1.48265E+12   5.68346E+02   8.85063E-04   3.63664E-10
 2.77500E+00   4.16719E+21   1.51709E+12   5.81188E+02   9.05275E-04   3.64057E-10
 2.82500E+00   4.25640E+21   1.55117E+12   5.93902E+02   9.25293E-04   3.64431E-10
 2.87500E+00   4.34465E+21   1.58488E+12   6.06490E+02   9.45122E-04   3.64789E-10
 2.92500E+00   4.43195E+21   1.61824E+12   6.18954E+02   9.64763E-04   3.65130E-10
 2.97500E+00   4.51832E+21   1.65125E+12   6.31296E+02   9.84222E-04   3.65457E-10
