
   time:  177.686 dt:   0.08889 mass:   2.314
      X         N         T         U         P        Q         JM
   0.0250   2.70172   0.93080   0.48575   2.51477   0.08004   1.31237
   0.0750   2.50977   0.90652   0.53858   2.27515   0.05018   1.35170
   0.1250   2.40892   0.89376   0.56834   2.15300   0.03030   1.36909
   0.1750   2.35157   0.88638   0.58585   2.08438   0.01839   1.37766
   0.2250   2.31732   0.88189   0.59648   2.04362   0.01128   1.38224
   0.2750   2.29624   0.87908   0.60308   2.01859   0.00699   1.38482
   0.3250   2.28298   0.87731   0.60726   2.00288   0.00430   1.38635
   0.3750   2.27452   0.87618   0.60993   1.99289   0.00260   1.38729
   0.4250   2.26907   0.87546   0.61164   1.98648   0.00149   1.38787
   0.4750   2.26554   0.87500   0.61276   1.98234   0.00075   1.38823
   0.5250   2.26324   0.87471   0.61348   1.97967   0.00025   1.38845
   0.5750   2.26174   0.87453   0.61395   1.97795   0.00008   1.38859
   0.6250   2.26075   0.87441   0.61425   1.97683   0.00031   1.38866
   0.6750   2.26012   0.87434   0.61444   1.97612   0.00047   1.38871
   0.7250   2.25970   0.87430   0.61456   1.97567   0.00059   1.38873
   0.7750   2.25944   0.87429   0.61464   1.97539   0.00067   1.38873
   0.8250   2.25927   0.87428   0.61468   1.97523   0.00072   1.38873
   0.8750   2.25915   0.87428   0.61470   1.97514   0.00077   1.38871
   0.9250   2.25908   0.87429   0.61472   1.97509   0.00081   1.38869
   0.9750   2.25902   0.87431   0.61472   1.97508   0.00086   1.38867
