      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   2.07661E+20   6.98847E+10   2.88701E+01   4.48944E-05   3.36533E-10
 1.07500E+00   3.27597E+20   1.03953E+11   4.55664E+01   7.08750E-05   3.17318E-10
 1.12500E+00   4.45831E+20   1.22288E+11   6.20468E+01   9.65361E-05   2.74293E-10
 1.17500E+00   5.62418E+20   1.61299E+11   7.83181E+01   1.21887E-04   2.86796E-10
 1.22500E+00   6.77410E+20   2.03911E+11   9.43863E+01   1.46938E-04   3.01016E-10
 1.27500E+00   7.90850E+20   2.46776E+11   1.10257E+02   1.71695E-04   3.12039E-10
 1.32500E+00   9.02779E+20   2.89249E+11   1.25935E+02   1.96167E-04   3.20399E-10
 1.37500E+00   1.01324E+21   3.31214E+11   1.41425E+02   2.20358E-04   3.26887E-10
 1.42500E+00   1.12225E+21   3.72656E+11   1.56730E+02   2.44276E-04   3.32060E-10
 1.47500E+00   1.22986E+21   4.13581E+11   1.71855E+02   2.67926E-04   3.36282E-10
 1.52500E+00   1.33609E+21   4.54000E+11   1.86804E+02   2.91313E-04   3.39796E-10
 1.57500E+00   1.44098E+21   4.93924E+11   2.01580E+02   3.14442E-04   3.42770E-10
 1.62500E+00   1.54455E+21   5.33365E+11   2.16186E+02   3.37319E-04   3.45321E-10
 1.67500E+00   1.64683E+21   5.72331E+11   2.30627E+02   3.59948E-04   3.47535E-10
 1.72500E+00   1.74784E+21   6.10833E+11   2.44904E+02   3.82335E-04   3.49478E-10
 1.77500E+00   1.84762E+21   6.48881E+11   2.59022E+02   4.04483E-04   3.51197E-10
 1.82500E+00   1.94619E+21   6.86483E+11   2.72984E+02   4.26398E-04   3.52731E-10
 1.87500E+00   2.04358E+21   7.23647E+11   2.86793E+02   4.48083E-04   3.54108E-10
 1.92500E+00   2.13980E+21   7.60381E+11   3.00451E+02   4.69544E-04   3.55351E-10
 1.97500E+00   2.23489E+21   7.96694E+11   3.13961E+02   4.90784E-04   3.56481E-10
 2.02500E+00   2.32886E+21   8.32594E+11   3.27327E+02   5.11807E-04   3.57512E-10
 2.07500E+00   2.42174E+21   8.68087E+11   3.40551E+02   5.32618E-04   3.58456E-10
 2.12500E+00   2.51355E+21   9.03182E+11   3.53637E+02   5.53220E-04   3.59326E-10
 2.17500E+00   2.60431E+21   9.37888E+11   3.66585E+02   5.73618E-04   3.60129E-10
 2.22500E+00   2.69405E+21   9.72213E+11   3.79400E+02   5.93815E-04   3.60874E-10
 2.27500E+00   2.78278E+21   1.00616E+12   3.92084E+02   6.13814E-04   3.61568E-10
 2.32500E+00   2.87053E+21   1.03975E+12   4.04639E+02   6.33620E-04   3.62215E-10
 2.37500E+00   2.95731E+21   1.07298E+12   4.17067E+02   6.53237E-04   3.62823E-10
 2.42500E+00   3.04315E+21   1.10587E+12   4.29372E+02   6.72667E-04   3.63396E-10
 2.47500E+00   3.12806E+21   1.13841E+12   4.41556E+02   6.91914E-04   3.63936E-10
 2.52500E+00   3.21206E+21   1.17062E+12   4.53620E+02   7.10982E-04   3.64446E-10
 2.57500E+00   3.29517E+21   1.20251E+12   4.65567E+02   7.29874E-04   3.64931E-10
 2.62500E+00   3.37741E+21   1.23407E+12   4.77398E+02   7.48591E-04   3.65390E-10
 2.67500E+00   3.45878E+21   1.26531E+12   4.89117E+02   7.67138E-04   3.65826E-10
