
   time:  533.257 dt:   0.08889 mass:   1.799
      X         N         T         U         P        Q         JM
  49.0250   1.80165   1.20787   0.52579   2.17617   0.00703   0.94729
  49.0750   1.80174   1.20789   0.52575   2.17630   0.00699   0.94726
  49.1250   1.80180   1.20789   0.52572   2.17638   0.00696   0.94725
  49.1750   1.80183   1.20790   0.52571   2.17642   0.00695   0.94724
  49.2250   1.80185   1.20789   0.52569   2.17645   0.00693   0.94722
  49.2750   1.80187   1.20789   0.52568   2.17646   0.00690   0.94721
  49.3250   1.80189   1.20789   0.52567   2.17647   0.00689   0.94720
  49.3750   1.80190   1.20788   0.52566   2.17648   0.00686   0.94720
  49.4250   1.80192   1.20787   0.52565   2.17648   0.00684   0.94719
  49.4750   1.80195   1.20785   0.52564   2.17648   0.00680   0.94718
  49.5250   1.80197   1.20783   0.52563   2.17647   0.00677   0.94718
  49.5750   1.80200   1.20779   0.52563   2.17644   0.00675   0.94718
  49.6250   1.80202   1.20773   0.52562   2.17635   0.00671   0.94718
  49.6750   1.80200   1.20762   0.52563   2.17613   0.00668   0.94718
  49.7250   1.80189   1.20741   0.52565   2.17562   0.00665   0.94716
  49.7750   1.80152   1.20700   0.52571   2.17442   0.00664   0.94707
  49.8250   1.80041   1.20613   0.52586   2.17153   0.00674   0.94676
  49.8750   1.79726   1.20426   0.52623   2.16437   0.00712   0.94578
  49.9250   1.78856   1.19992   0.52720   2.14612   0.00840   0.94293
  49.9750   1.76498   1.18840   0.52990   2.09751   0.01206   0.93526
