      xx/10.          rhoa          temp           vel      vel*rhoa
         [-]           [-]           [-]           [-]           [-]
 1.02500E+00   2.61589E+00   9.28908E-01   4.67875E-01   1.22391E+00
 1.07500E+00   2.61395E+00   9.29732E-01   4.67818E-01   1.22285E+00
 1.12500E+00   2.61248E+00   9.30894E-01   4.67415E-01   1.22111E+00
 1.17500E+00   2.61075E+00   9.32397E-01   4.66882E-01   1.21891E+00
 1.22500E+00   2.60827E+00   9.34258E-01   4.66346E-01   1.21636E+00
 1.27500E+00   2.60475E+00   9.36492E-01   4.65889E-01   1.21352E+00
 1.32500E+00   2.59998E+00   9.39113E-01   4.65569E-01   1.21047E+00
 1.37500E+00   2.59384E+00   9.42125E-01   4.65427E-01   1.20724E+00
 1.42500E+00   2.58627E+00   9.45519E-01   4.65497E-01   1.20390E+00
 1.47500E+00   2.57729E+00   9.49274E-01   4.65806E-01   1.20052E+00
 1.52500E+00   2.56695E+00   9.53353E-01   4.66373E-01   1.19716E+00
 1.57500E+00   2.55539E+00   9.57707E-01   4.67209E-01   1.19390E+00
 1.62500E+00   2.54277E+00   9.62273E-01   4.68318E-01   1.19082E+00
 1.67500E+00   2.52931E+00   9.66980E-01   4.69696E-01   1.18801E+00
 1.72500E+00   2.51526E+00   9.71752E-01   4.71331E-01   1.18552E+00
 1.77500E+00   2.50087E+00   9.76510E-01   4.73204E-01   1.18342E+00
 1.82500E+00   2.48640E+00   9.81178E-01   4.75292E-01   1.18177E+00
 1.87500E+00   2.47210E+00   9.85686E-01   4.77565E-01   1.18059E+00
 1.92500E+00   2.45819E+00   9.89973E-01   4.79993E-01   1.17991E+00
 1.97500E+00   2.44486E+00   9.93987E-01   4.82543E-01   1.17975E+00
 2.02500E+00   2.43228E+00   9.97689E-01   4.85185E-01   1.18010E+00
 2.07500E+00   2.42056E+00   1.00105E+00   4.87887E-01   1.18096E+00
 2.12500E+00   2.40980E+00   1.00406E+00   4.90623E-01   1.18230E+00
 2.17500E+00   2.40005E+00   1.00670E+00   4.93369E-01   1.18411E+00
 2.22500E+00   2.39133E+00   1.00899E+00   4.96107E-01   1.18636E+00
 2.27500E+00   2.38365E+00   1.01093E+00   4.98821E-01   1.18902E+00
 2.32500E+00   2.37699E+00   1.01253E+00   5.01498E-01   1.19206E+00
 2.37500E+00   2.37132E+00   1.01380E+00   5.04130E-01   1.19545E+00
 2.42500E+00   2.36659E+00   1.01478E+00   5.06710E-01   1.19918E+00
 2.47500E+00   2.36276E+00   1.01547E+00   5.09233E-01   1.20319E+00
 2.52500E+00   2.35976E+00   1.01590E+00   5.11694E-01   1.20748E+00
 2.57500E+00   2.35754E+00   1.01609E+00   5.14092E-01   1.21199E+00
 2.62500E+00   2.35601E+00   1.01606E+00   5.16423E-01   1.21670E+00
 2.67500E+00   2.35511E+00   1.01583E+00   5.18685E-01   1.22156E+00
 2.72500E+00   2.35475E+00   1.01544E+00   5.20876E-01   1.22653E+00
 2.77500E+00   2.35483E+00   1.01490E+00   5.22991E-01   1.23155E+00
 2.82500E+00   2.35525E+00   1.01425E+00   5.25029E-01   1.23657E+00
 2.87500E+00   2.35591E+00   1.01352E+00   5.26985E-01   1.24153E+00
 2.92500E+00   2.35669E+00   1.01274E+00   5.28855E-01   1.24635E+00
 2.97500E+00   2.35747E+00   1.01195E+00   5.30636E-01   1.25096E+00
 3.02500E+00   2.35813E+00   1.01117E+00   5.32324E-01   1.25529E+00
 3.07500E+00   2.35855E+00   1.01046E+00   5.33915E-01   1.25926E+00
 3.12500E+00   2.35860E+00   1.00983E+00   5.35408E-01   1.26281E+00
 3.17500E+00   2.35817E+00   1.00932E+00   5.36801E-01   1.26587E+00
 3.22500E+00   2.35715E+00   1.00898E+00   5.38094E-01   1.26837E+00
 3.27500E+00   2.35545E+00   1.00881E+00   5.39286E-01   1.27026E+00
 3.32500E+00   2.35300E+00   1.00885E+00   5.40380E-01   1.27151E+00
 3.37500E+00   2.34974E+00   1.00911E+00   5.41377E-01   1.27209E+00
 3.42500E+00   2.34564E+00   1.00961E+00   5.42281E-01   1.27200E+00
 3.47500E+00   2.34070E+00   1.01034E+00   5.43096E-01   1.27122E+00
 3.52500E+00   2.33493E+00   1.01131E+00   5.43825E-01   1.26979E+00
 3.57500E+00   2.32836E+00   1.01250E+00   5.44474E-01   1.26773E+00
 3.62500E+00   2.32107E+00   1.01390E+00   5.45047E-01   1.26509E+00
 3.67500E+00   2.31314E+00   1.01549E+00   5.45548E-01   1.26193E+00
 3.72500E+00   2.30466E+00   1.01724E+00   5.45982E-01   1.25830E+00
 3.77500E+00   2.29574E+00   1.01912E+00   5.46352E-01   1.25428E+00
 3.82500E+00   2.28650E+00   1.02110E+00   5.46663E-01   1.24994E+00
 3.87500E+00   2.27706E+00   1.02314E+00   5.46916E-01   1.24536E+00
 3.92500E+00   2.26753E+00   1.02522E+00   5.47114E-01   1.24060E+00
 3.97500E+00   2.25805E+00   1.02730E+00   5.47260E-01   1.23574E+00
 4.02500E+00   2.24870E+00   1.02934E+00   5.47356E-01   1.23084E+00
 4.07500E+00   2.23960E+00   1.03132E+00   5.47403E-01   1.22596E+00
 4.12500E+00   2.23082E+00   1.03323E+00   5.47404E-01   1.22116E+00
 4.17500E+00   2.22243E+00   1.03503E+00   5.47361E-01   1.21647E+00
 4.22500E+00   2.21448E+00   1.03671E+00   5.47276E-01   1.21193E+00
 4.27500E+00   2.20702E+00   1.03827E+00   5.47151E-01   1.20757E+00
 4.32500E+00   2.20006E+00   1.03970E+00   5.46990E-01   1.20341E+00
 4.37500E+00   2.19362E+00   1.04100E+00   5.46796E-01   1.19946E+00
 4.42500E+00   2.18769E+00   1.04215E+00   5.46572E-01   1.19573E+00
 4.47500E+00   2.18228E+00   1.04318E+00   5.46321E-01   1.19222E+00
 4.52500E+00   2.17734E+00   1.04409E+00   5.46048E-01   1.18893E+00
