      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   1.98352E+17   4.07050E+08   1.67366E+00   4.70454E-05   3.84558E-09
 1.07500E+00   2.76954E+17   5.96891E+08   2.71815E+00   7.96650E-05   4.10098E-09
 1.12500E+00   3.37194E+17   7.08441E+08   3.94920E+00   1.22542E-04   4.43340E-09
 1.17500E+00   3.80896E+17   9.86694E+08   5.49512E+00   1.76795E-04   4.81012E-09
 1.22500E+00   4.10200E+17   1.29433E+09   7.32455E+00   2.42931E-04   5.21712E-09
 1.27500E+00   4.27327E+17   1.59143E+09   9.36093E+00   3.20540E-04   5.64472E-09
 1.32500E+00   4.33920E+17   1.85970E+09   1.15123E+01   4.08327E-04   6.08790E-09
 1.37500E+00   4.31647E+17   2.08755E+09   1.36855E+01   5.04276E-04   6.54307E-09
 1.42500E+00   4.22135E+17   2.27536E+09   1.57971E+01   6.05863E-04   7.00771E-09
 1.47500E+00   4.06909E+17   2.43085E+09   1.77695E+01   7.10233E-04   7.48002E-09
 1.52500E+00   3.87348E+17   2.53561E+09   1.95134E+01   8.14397E-04   7.95878E-09
 1.57500E+00   3.64663E+17   2.54258E+09   2.09548E+01   9.15614E-04   8.44387E-09
 1.62500E+00   3.39891E+17   2.54201E+09   2.21034E+01   1.01174E-03   8.93672E-09
 1.67500E+00   3.13908E+17   2.50709E+09   2.29455E+01   1.10120E-03   9.43967E-09
 1.72500E+00   2.87437E+17   2.43865E+09   2.34743E+01   1.18302E-03   9.95601E-09
 1.77500E+00   2.61078E+17   2.33927E+09   2.36965E+01   1.25697E-03   1.04903E-08
 1.82500E+00   2.35318E+17   2.21567E+09   2.36345E+01   1.32359E-03   1.10484E-08
 1.87500E+00   2.10550E+17   2.07492E+09   2.33222E+01   1.38428E-03   1.16384E-08
 1.92500E+00   1.87085E+17   1.92258E+09   2.28009E+01   1.44126E-03   1.22698E-08
 1.97500E+00   1.65162E+17   1.76360E+09   2.21177E+01   1.49753E-03   1.29546E-08
 2.02500E+00   1.44953E+17   1.60292E+09   2.13238E+01   1.55685E-03   1.37069E-08
 2.07500E+00   1.26568E+17   1.44507E+09   2.04728E+01   1.62369E-03   1.45433E-08
 2.12500E+00   1.10059E+17   1.29372E+09   1.96187E+01   1.70317E-03   1.54815E-08
 2.17500E+00   9.54260E+16   1.15171E+09   1.88148E+01   1.80098E-03   1.65405E-08
 2.22500E+00   8.26262E+16   1.02127E+09   1.81127E+01   1.92327E-03   1.77382E-08
 2.27500E+00   7.15794E+16   9.04071E+08   1.75618E+01   2.07663E-03   1.90894E-08
 2.32500E+00   6.21808E+16   8.01341E+08   1.72093E+01   2.26794E-03   2.06028E-08
 2.37500E+00   5.43106E+16   7.13889E+08   1.70999E+01   2.50429E-03   2.22776E-08
 2.42500E+00   4.78434E+16   6.42236E+08   1.72753E+01   2.79279E-03   2.40994E-08
 2.47500E+00   4.26556E+16   5.86729E+08   1.77743E+01   3.14049E-03   2.60381E-08
 2.52500E+00   3.86307E+16   5.47583E+08   1.86327E+01   3.55411E-03   2.80458E-08
 2.57500E+00   3.56629E+16   5.24604E+08   1.98825E+01   4.03992E-03   3.00599E-08
 2.62500E+00   3.36583E+16   5.19638E+08   2.15526E+01   4.60344E-03   3.20085E-08
 2.67500E+00   3.25361E+16   5.21584E+08   2.36652E+01   5.24926E-03   3.38204E-08
 2.72500E+00   3.22280E+16   5.23697E+08   2.62492E+01   5.98077E-03   3.54358E-08
 2.77500E+00   3.26780E+16   5.47392E+08   2.93462E+01   6.79983E-03   3.68142E-08
 2.82500E+00   3.38411E+16   5.99494E+08   3.29813E+01   7.70642E-03   3.79377E-08
 2.87500E+00   3.56825E+16   6.66296E+08   3.71612E+01   8.69836E-03   3.88087E-08
 2.92500E+00   3.81763E+16   7.45403E+08   4.18875E+01   9.77119E-03   3.94444E-08
 2.97500E+00   4.13042E+16   8.37969E+08   4.71584E+01   1.09181E-02   3.98706E-08
 3.02500E+00   4.50540E+16   9.45817E+08   5.29662E+01   1.21300E-02   4.01154E-08
 3.07500E+00   4.94188E+16   1.07015E+09   5.92952E+01   1.33957E-02   4.02062E-08
 3.12500E+00   5.43954E+16   1.21154E+09   6.61206E+01   1.47020E-02   4.01673E-08
 3.17500E+00   5.99831E+16   1.37027E+09   7.34085E+01   1.60342E-02   4.00198E-08
 3.22500E+00   6.61829E+16   1.54654E+09   8.11172E+01   1.73770E-02   3.97812E-08
 3.27500E+00   7.29959E+16   1.74051E+09   8.91978E+01   1.87143E-02   3.94663E-08
 3.32500E+00   8.04228E+16   1.95234E+09   9.75961E+01   2.00306E-02   3.90877E-08
 3.37500E+00   8.84624E+16   2.18211E+09   1.06254E+02   2.13112E-02   3.86561E-08
 3.42500E+00   9.71111E+16   2.42989E+09   1.15112E+02   2.25430E-02   3.81812E-08
 3.47500E+00   1.06362E+17   2.69572E+09   1.24109E+02   2.37147E-02   3.76714E-08
 3.52500E+00   1.16203E+17   2.97963E+09   1.33188E+02   2.48171E-02   3.71347E-08
 3.57500E+00   1.26619E+17   3.28167E+09   1.42293E+02   2.58437E-02   3.65781E-08
 3.62500E+00   1.37587E+17   3.60191E+09   1.51372E+02   2.67901E-02   3.60081E-08
 3.67500E+00   1.49081E+17   3.94041E+09   1.60379E+02   2.76544E-02   3.54309E-08
 3.72500E+00   1.61067E+17   4.29721E+09   1.69271E+02   2.84365E-02   3.48518E-08
 3.77500E+00   1.73505E+17   4.67230E+09   1.78012E+02   2.91382E-02   3.42756E-08
 3.82500E+00   1.86347E+17   5.06558E+09   1.86568E+02   2.97627E-02   3.37069E-08
 3.87500E+00   1.99541E+17   5.47682E+09   1.94913E+02   3.03142E-02   3.31492E-08
 3.92500E+00   2.13027E+17   5.90566E+09   2.03022E+02   3.07975E-02   3.26058E-08
 3.97500E+00   2.26741E+17   6.35155E+09   2.10874E+02   3.12182E-02   3.20795E-08
 4.02500E+00   2.40609E+17   6.81376E+09   2.18450E+02   3.15817E-02   3.15725E-08
 4.07500E+00   2.54558E+17   7.29119E+09   2.25734E+02   3.18935E-02   3.10866E-08
 4.12500E+00   2.68506E+17   7.78222E+09   2.32711E+02   3.21589E-02   3.06232E-08
 4.17500E+00   2.82370E+17   8.28450E+09   2.39366E+02   3.23828E-02   3.01833E-08
 4.22500E+00   2.96062E+17   8.79477E+09   2.45688E+02   3.25699E-02   2.97677E-08
 4.27500E+00   3.09496E+17   9.30893E+09   2.51664E+02   3.27242E-02   2.93769E-08
 4.32500E+00   3.22581E+17   9.82228E+09   2.57282E+02   3.28494E-02   2.90111E-08
 4.37500E+00   3.35229E+17   1.03301E+10   2.62531E+02   3.29486E-02   2.86704E-08
 4.42500E+00   3.47352E+17   1.08283E+10   2.67399E+02   3.30246E-02   2.83546E-08
 4.47500E+00   3.58867E+17   1.13133E+10   2.71877E+02   3.30798E-02   2.80637E-08
 4.52500E+00   3.69689E+17   1.17822E+10   2.75954E+02   3.31161E-02   2.77973E-08
 4.57500E+00   3.79744E+17   1.22315E+10   2.79620E+02   3.31350E-02   2.75550E-08
 4.62500E+00   3.88958E+17   1.26563E+10   2.82866E+02   3.31378E-02   2.73365E-08
 4.67500E+00   3.97266E+17   1.30490E+10   2.85685E+02   3.31257E-02   2.71412E-08
 4.72500E+00   4.04609E+17   1.33999E+10   2.88067E+02   3.30993E-02   2.69689E-08
 4.77500E+00   4.10937E+17   1.36980E+10   2.90006E+02   3.30594E-02   2.68189E-08
 4.82500E+00   4.16208E+17   1.39332E+10   2.91498E+02   3.30062E-02   2.66909E-08
 4.87500E+00   4.20387E+17   1.40989E+10   2.92538E+02   3.29402E-02   2.65844E-08
