      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   4.55645E+18   8.98321E+09   3.33185E+01   7.86134E-04   3.45853E-09
 1.07500E+00   5.79959E+18   1.33220E+10   5.62652E+01   1.39758E-03   3.86599E-09
 1.12500E+00   6.38682E+18   1.57606E+10   8.25250E+01   2.19357E-03   4.35068E-09
 1.17500E+00   6.64275E+18   2.10917E+10   1.13650E+02   3.16924E-03   4.85442E-09
 1.22500E+00   6.70565E+18   2.66088E+10   1.48159E+02   4.30187E-03   5.35805E-09
 1.27500E+00   6.62657E+18   3.17640E+10   1.83854E+02   5.54832E-03   5.85543E-09
 1.32500E+00   6.43009E+18   3.64585E+10   2.18129E+02   6.84910E-03   6.34464E-09
 1.37500E+00   6.13761E+18   3.92677E+10   2.47683E+02   8.13706E-03   6.82482E-09
 1.42500E+00   5.77095E+18   3.96038E+10   2.70646E+02   9.35360E-03   7.29757E-09
 1.47500E+00   5.35187E+18   3.98208E+10   2.87270E+02   1.04577E-02   7.76684E-09
 1.52500E+00   4.90094E+18   3.90992E+10   2.97211E+02   1.14244E-02   8.23733E-09
 1.57500E+00   4.43678E+18   3.73472E+10   3.00530E+02   1.22464E-02   8.71462E-09
 1.62500E+00   3.97541E+18   3.48209E+10   2.97948E+02   1.29342E-02   9.20563E-09
 1.67500E+00   3.53002E+18   3.18278E+10   2.90623E+02   1.35142E-02   9.71866E-09
 1.72500E+00   3.11083E+18   2.86093E+10   2.79920E+02   1.40255E-02   1.02632E-08
 1.77500E+00   2.72532E+18   2.53674E+10   2.67276E+02   1.45145E-02   1.08492E-08
 1.82500E+00   2.37840E+18   2.22673E+10   2.54089E+02   1.50313E-02   1.14861E-08
 1.87500E+00   2.07283E+18   1.94307E+10   2.41627E+02   1.56240E-02   1.21808E-08
 1.92500E+00   1.80961E+18   1.69411E+10   2.30972E+02   1.63351E-02   1.29354E-08
 1.97500E+00   1.58838E+18   1.48513E+10   2.22989E+02   1.71973E-02   1.37437E-08
 2.02500E+00   1.40778E+18   1.31891E+10   2.18309E+02   1.82309E-02   1.45890E-08
 2.07500E+00   1.26584E+18   1.19598E+10   2.17323E+02   1.94416E-02   1.54425E-08
 2.12500E+00   1.16023E+18   1.11533E+10   2.20199E+02   2.08204E-02   1.62648E-08
 2.17500E+00   1.08847E+18   1.07367E+10   2.26899E+02   2.23443E-02   1.70106E-08
 2.22500E+00   1.04807E+18   1.07317E+10   2.37226E+02   2.39785E-02   1.76365E-08
 2.27500E+00   1.03668E+18   1.07982E+10   2.50845E+02   2.56802E-02   1.81101E-08
 2.32500E+00   1.05208E+18   1.09027E+10   2.67487E+02   2.74023E-02   1.84154E-08
 2.37500E+00   1.09223E+18   1.17283E+10   2.86897E+02   2.90974E-02   1.85545E-08
 2.42500E+00   1.15524E+18   1.29625E+10   3.08538E+02   3.07218E-02   1.85436E-08
 2.47500E+00   1.23932E+18   1.43704E+10   3.31829E+02   3.22384E-02   1.84076E-08
 2.52500E+00   1.34276E+18   1.59273E+10   3.56263E+02   3.36199E-02   1.81747E-08
 2.57500E+00   1.46383E+18   1.76767E+10   3.81411E+02   3.48485E-02   1.78717E-08
 2.62500E+00   1.60077E+18   1.96514E+10   4.06896E+02   3.59164E-02   1.75222E-08
 2.67500E+00   1.75173E+18   2.18674E+10   4.32385E+02   3.68236E-02   1.71457E-08
 2.72500E+00   1.91472E+18   2.43331E+10   4.57580E+02   3.75766E-02   1.67574E-08
 2.77500E+00   2.08761E+18   2.70522E+10   4.82216E+02   3.81862E-02   1.63689E-08
 2.82500E+00   2.26809E+18   3.00206E+10   5.06054E+02   3.86656E-02   1.59891E-08
 2.87500E+00   2.45371E+18   3.32253E+10   5.28879E+02   3.90290E-02   1.56239E-08
