      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   8.36123E+16   2.71674E+08   2.61040E+00   1.52669E-04   7.59326E-09
 1.07500E+00   1.24825E+17   4.04549E+08   4.40241E+00   2.64041E-04   7.97488E-09
 1.12500E+00   1.65659E+17   4.81664E+08   6.81932E+00   4.22689E-04   8.48926E-09
 1.17500E+00   2.06032E+17   7.30236E+08   1.01528E+01   6.41089E-04   9.06977E-09
 1.22500E+00   2.46207E+17   1.07774E+09   1.46024E+01   9.32574E-04   9.68417E-09
 1.27500E+00   2.86507E+17   1.51299E+09   2.03287E+01   1.31025E-03   1.03120E-08
 1.32500E+00   3.27066E+17   2.03600E+09   2.74546E+01   1.78591E-03   1.09398E-08
 1.37500E+00   3.67720E+17   2.64644E+09   3.60541E+01   2.36897E-03   1.15598E-08
 1.42500E+00   4.08036E+17   3.34056E+09   4.61419E+01   3.06536E-03   1.21673E-08
 1.47500E+00   4.47417E+17   4.11020E+09   5.76653E+01   3.87670E-03   1.27600E-08
 1.52500E+00   4.85210E+17   4.94284E+09   7.05020E+01   4.79966E-03   1.33361E-08
 1.57500E+00   5.20779E+17   5.82222E+09   8.44615E+01   5.82572E-03   1.38942E-08
 1.62500E+00   5.53546E+17   6.72933E+09   9.92937E+01   6.94128E-03   1.44332E-08
 1.67500E+00   5.83006E+17   7.64339E+09   1.14700E+02   8.12831E-03   1.49524E-08
 1.72500E+00   6.08746E+17   8.54211E+09   1.30350E+02   9.36519E-03   1.54512E-08
 1.77500E+00   6.30443E+17   9.40138E+09   1.45896E+02   1.06280E-02   1.59295E-08
 1.82500E+00   6.47873E+17   1.01971E+10   1.61000E+02   1.18918E-02   1.63878E-08
 1.87500E+00   6.60904E+17   1.09120E+10   1.75349E+02   1.31322E-02   1.68268E-08
 1.92500E+00   6.69494E+17   1.15451E+10   1.88675E+02   1.43263E-02   1.72477E-08
 1.97500E+00   6.73687E+17   1.21093E+10   2.00746E+02   1.54537E-02   1.76519E-08
 2.02500E+00   6.73597E+17   1.25905E+10   2.11345E+02   1.64970E-02   1.80414E-08
 2.07500E+00   6.69409E+17   1.29138E+10   2.20276E+02   1.74427E-02   1.84180E-08
 2.12500E+00   6.61360E+17   1.29805E+10   2.27444E+02   1.82810E-02   1.87840E-08
 2.17500E+00   6.49735E+17   1.30216E+10   2.32917E+02   1.90060E-02   1.91420E-08
 2.22500E+00   6.34854E+17   1.30255E+10   2.36736E+02   1.96147E-02   1.94941E-08
 2.27500E+00   6.17063E+17   1.29146E+10   2.38921E+02   2.01063E-02   1.98428E-08
 2.32500E+00   5.96725E+17   1.27081E+10   2.39526E+02   2.04819E-02   2.01899E-08
 2.37500E+00   5.74212E+17   1.24177E+10   2.38627E+02   2.07438E-02   2.05372E-08
 2.42500E+00   5.49898E+17   1.20550E+10   2.36314E+02   2.08958E-02   2.08862E-08
 2.47500E+00   5.24151E+17   1.16301E+10   2.32688E+02   2.09421E-02   2.12384E-08
 2.52500E+00   4.97327E+17   1.11523E+10   2.27854E+02   2.08879E-02   2.15950E-08
 2.57500E+00   4.69768E+17   1.06301E+10   2.21924E+02   2.07391E-02   2.19569E-08
 2.62500E+00   4.41799E+17   1.00719E+10   2.15014E+02   2.05023E-02   2.23252E-08
 2.67500E+00   4.13719E+17   9.48563E+09   2.07245E+02   2.01851E-02   2.27009E-08
 2.72500E+00   3.85804E+17   8.87913E+09   1.98744E+02   1.97959E-02   2.30854E-08
 2.77500E+00   3.58307E+17   8.26030E+09   1.89642E+02   1.93443E-02   2.34802E-08
 2.82500E+00   3.31450E+17   7.63698E+09   1.80077E+02   1.88414E-02   2.38873E-08
 2.87500E+00   3.05431E+17   7.01681E+09   1.70193E+02   1.82992E-02   2.43094E-08
 2.92500E+00   2.80419E+17   6.40712E+09   1.60136E+02   1.77311E-02   2.47501E-08
 2.97500E+00   2.56559E+17   5.81477E+09   1.50052E+02   1.71517E-02   2.52140E-08
 3.02500E+00   2.33967E+17   5.24603E+09   1.40089E+02   1.65764E-02   2.57067E-08
 3.07500E+00   2.12738E+17   4.70642E+09   1.30391E+02   1.60211E-02   2.62352E-08
 3.12500E+00   1.92940E+17   4.20062E+09   1.21093E+02   1.55020E-02   2.68075E-08
 3.17500E+00   1.74623E+17   3.73239E+09   1.12323E+02   1.50352E-02   2.74329E-08
 3.22500E+00   1.57815E+17   3.30457E+09   1.04196E+02   1.46359E-02   2.81207E-08
 3.27500E+00   1.42528E+17   2.91908E+09   9.68124E+01   1.43183E-02   2.88801E-08
 3.32500E+00   1.28757E+17   2.57696E+09   9.02562E+01   1.40947E-02   2.97187E-08
 3.37500E+00   1.16486E+17   2.27850E+09   8.45952E+01   1.39756E-02   3.06408E-08
 3.42500E+00   1.05686E+17   2.02331E+09   7.98787E+01   1.39690E-02   3.16459E-08
 3.47500E+00   9.63198E+16   1.81044E+09   7.61385E+01   1.40800E-02   3.27263E-08
 3.52500E+00   8.83439E+16   1.63842E+09   7.33891E+01   1.43110E-02   3.38662E-08
 3.57500E+00   8.17097E+16   1.50539E+09   7.16283E+01   1.46614E-02   3.50404E-08
 3.62500E+00   7.63659E+16   1.40910E+09   7.08391E+01   1.51273E-02   3.62150E-08
 3.67500E+00   7.22595E+16   1.34744E+09   7.09911E+01   1.57023E-02   3.73500E-08
 3.72500E+00   6.93382E+16   1.31727E+09   7.20424E+01   1.63771E-02   3.84022E-08
 3.77500E+00   6.75505E+16   1.31811E+09   7.39417E+01   1.71404E-02   3.93308E-08
 3.82500E+00   6.68473E+16   1.32213E+09   7.66308E+01   1.79788E-02   4.01015E-08
 3.87500E+00   6.71821E+16   1.32968E+09   8.00602E+01   1.88777E-02   4.06912E-08
 3.92500E+00   6.85116E+16   1.39404E+09   8.41849E+01   1.98214E-02   4.10890E-08
 3.97500E+00   7.07960E+16   1.49847E+09   8.89368E+01   2.07942E-02   4.12964E-08
 4.02500E+00   7.39986E+16   1.62378E+09   9.42378E+01   2.17802E-02   4.13251E-08
 4.07500E+00   7.80856E+16   1.76226E+09   1.00012E+02   2.27645E-02   4.11936E-08
 4.12500E+00   8.30263E+16   1.91374E+09   1.06188E+02   2.37333E-02   4.09244E-08
 4.17500E+00   8.87917E+16   2.08002E+09   1.12703E+02   2.46747E-02   4.05410E-08
 4.22500E+00   9.53543E+16   2.26237E+09   1.19497E+02   2.55783E-02   4.00662E-08
 4.27500E+00   1.02688E+17   2.46118E+09   1.26514E+02   2.64358E-02   3.95209E-08
 4.32500E+00   1.10765E+17   2.67630E+09   1.33706E+02   2.72411E-02   3.89233E-08
 4.37500E+00   1.19559E+17   2.90761E+09   1.41027E+02   2.79900E-02   3.82891E-08
 4.42500E+00   1.29042E+17   3.15523E+09   1.48437E+02   2.86799E-02   3.76314E-08
 4.47500E+00   1.39182E+17   3.41960E+09   1.55901E+02   2.93101E-02   3.69613E-08
 4.52500E+00   1.49946E+17   3.70144E+09   1.63386E+02   2.98813E-02   3.62875E-08
 4.57500E+00   1.61297E+17   4.00165E+09   1.70865E+02   3.03950E-02   3.56172E-08
 4.62500E+00   1.73195E+17   4.32128E+09   1.78312E+02   3.08538E-02   3.49563E-08
 4.67500E+00   1.85596E+17   4.66141E+09   1.85704E+02   3.12610E-02   3.43094E-08
 4.72500E+00   1.98449E+17   5.02315E+09   1.93021E+02   3.16202E-02   3.36801E-08
 4.77500E+00   2.11703E+17   5.40761E+09   2.00241E+02   3.19351E-02   3.30711E-08
 4.82500E+00   2.25299E+17   5.81580E+09   2.07345E+02   3.22096E-02   3.24846E-08
 4.87500E+00   2.39173E+17   6.24863E+09   2.14315E+02   3.24475E-02   3.19221E-08
