      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   4.97387E+16   9.30306E+07   3.29242E-01   9.22194E-06   3.54251E-09
 1.07500E+00   6.74012E+16   1.33948E+08   5.23568E-01   1.54727E-05   3.80394E-09
 1.12500E+00   7.94872E+16   1.57627E+08   7.41650E-01   2.36508E-05   4.14748E-09
 1.17500E+00   8.69561E+16   2.11245E+08   1.00330E+00   3.40243E-05   4.54392E-09
 1.22500E+00   9.06306E+16   2.64298E+08   1.29654E+00   4.68288E-05   4.98518E-09
 1.27500E+00   9.12298E+16   3.08417E+08   1.60453E+00   6.22691E-05   5.46991E-09
 1.32500E+00   8.93870E+16   3.43529E+08   1.91344E+00   8.05822E-05   6.00145E-09
 1.37500E+00   8.56617E+16   3.74083E+08   2.21220E+00   1.02105E-04   6.58700E-09
 1.42500E+00   8.05492E+16   3.78007E+08   2.48294E+00   1.27341E-04   7.23720E-09
 1.47500E+00   7.44877E+16   3.78014E+08   2.73124E+00   1.57095E-04   7.96699E-09
 1.52500E+00   6.78635E+16   3.75408E+08   2.96357E+00   1.92523E-04   8.79462E-09
 1.57500E+00   6.10143E+16   3.65277E+08   3.18504E+00   2.35167E-04   9.74054E-09
 1.62500E+00   5.42315E+16   3.50407E+08   3.40572E+00   2.87019E-04   1.08265E-08
 1.67500E+00   4.77595E+16   3.32099E+08   3.63945E+00   3.50581E-04   1.20738E-08
 1.72500E+00   4.17940E+16   3.11820E+08   3.90430E+00   4.28925E-04   1.35007E-08
 1.77500E+00   3.64815E+16   2.91378E+08   4.22257E+00   5.25727E-04   1.51181E-08
 1.82500E+00   3.19185E+16   2.72527E+08   4.62023E+00   6.45298E-04   1.69242E-08
 1.87500E+00   2.81551E+16   2.56799E+08   5.12626E+00   7.92589E-04   1.88987E-08
 1.92500E+00   2.52013E+16   2.45675E+08   5.77232E+00   9.73173E-04   2.09986E-08
 1.97500E+00   2.30369E+16   2.41126E+08   6.59238E+00   1.19321E-03   2.31579E-08
 2.02500E+00   2.16229E+16   2.41370E+08   7.62084E+00   1.45938E-03   2.52941E-08
 2.07500E+00   2.09132E+16   2.42071E+08   8.89645E+00   1.77878E-03   2.73213E-08
 2.12500E+00   2.08633E+16   2.51636E+08   1.04680E+01   2.15878E-03   2.91660E-08
 2.17500E+00   2.14362E+16   2.76005E+08   1.23822E+01   2.60678E-03   3.07789E-08
 2.22500E+00   2.26048E+16   3.08474E+08   1.46808E+01   3.12991E-03   3.21400E-08
 2.27500E+00   2.43518E+16   3.49785E+08   1.74083E+01   3.73477E-03   3.32541E-08
 2.32500E+00   2.66693E+16   4.02036E+08   2.06100E+01   4.42706E-03   3.41431E-08
 2.37500E+00   2.95567E+16   4.66880E+08   2.43296E+01   5.21118E-03   3.48360E-08
 2.42500E+00   3.30191E+16   5.45638E+08   2.86067E+01   6.08981E-03   3.53629E-08
 2.47500E+00   3.70661E+16   6.39617E+08   3.34747E+01   7.06350E-03   3.57505E-08
 2.52500E+00   4.17106E+16   7.50184E+08   3.89593E+01   8.13034E-03   3.60210E-08
 2.57500E+00   4.69670E+16   8.78723E+08   4.50763E+01   9.28563E-03   3.61916E-08
 2.62500E+00   5.28506E+16   1.02656E+09   5.18299E+01   1.05218E-02   3.62756E-08
 2.67500E+00   5.93762E+16   1.19492E+09   5.92111E+01   1.18282E-02   3.62831E-08
 2.72500E+00   6.65574E+16   1.38486E+09   6.71968E+01   1.31918E-02   3.62219E-08
 2.77500E+00   7.44052E+16   1.59727E+09   7.57494E+01   1.45969E-02   3.60983E-08
 2.82500E+00   8.29275E+16   1.83280E+09   8.48181E+01   1.60261E-02   3.59179E-08
 2.87500E+00   9.21278E+16   2.09187E+09   9.43390E+01   1.74611E-02   3.56858E-08
 2.92500E+00   1.02005E+17   2.37464E+09   1.04238E+02   1.88833E-02   3.54068E-08
 2.97500E+00   1.12551E+17   2.68101E+09   1.14435E+02   2.02746E-02   3.50861E-08
 3.02500E+00   1.23753E+17   3.01068E+09   1.24843E+02   2.16184E-02   3.47289E-08
 3.07500E+00   1.35588E+17   3.36315E+09   1.35374E+02   2.29003E-02   3.43406E-08
 3.12500E+00   1.48029E+17   3.73774E+09   1.45944E+02   2.41085E-02   3.39267E-08
 3.17500E+00   1.61039E+17   4.13364E+09   1.56470E+02   2.52338E-02   3.34929E-08
 3.22500E+00   1.74570E+17   4.54988E+09   1.66879E+02   2.62703E-02   3.30446E-08
 3.27500E+00   1.88570E+17   4.98539E+09   1.77102E+02   2.72149E-02   3.25871E-08
 3.32500E+00   2.02976E+17   5.43895E+09   1.87081E+02   2.80671E-02   3.21257E-08
 3.37500E+00   2.17716E+17   5.90922E+09   1.96766E+02   2.88285E-02   3.16649E-08
 3.42500E+00   2.32714E+17   6.39472E+09   2.06114E+02   2.95026E-02   3.12091E-08
 3.47500E+00   2.47883E+17   6.89385E+09   2.15093E+02   3.00944E-02   3.07620E-08
 3.52500E+00   2.63132E+17   7.40478E+09   2.23673E+02   3.06095E-02   3.03270E-08
 3.57500E+00   2.78363E+17   7.92530E+09   2.31834E+02   3.10543E-02   2.99069E-08
 3.62500E+00   2.93476E+17   8.45260E+09   2.39557E+02   3.14350E-02   2.95041E-08
 3.67500E+00   3.08365E+17   8.98299E+09   2.46830E+02   3.17582E-02   2.91205E-08
 3.72500E+00   3.22925E+17   9.51187E+09   2.53640E+02   3.20298E-02   2.87576E-08
 3.77500E+00   3.37050E+17   1.00340E+10   2.59979E+02   3.22556E-02   2.84166E-08
 3.82500E+00   3.50633E+17   1.05443E+10   2.65841E+02   3.24406E-02   2.80983E-08
 3.87500E+00   3.63572E+17   1.10384E+10   2.71220E+02   3.25897E-02   2.78034E-08
 3.92500E+00   3.75767E+17   1.15133E+10   2.76111E+02   3.27066E-02   2.75322E-08
 3.97500E+00   3.87124E+17   1.19667E+10   2.80510E+02   3.27951E-02   2.72848E-08
 4.02500E+00   3.97555E+17   1.23962E+10   2.84413E+02   3.28579E-02   2.70613E-08
 4.07500E+00   4.06979E+17   1.27969E+10   2.87816E+02   3.28977E-02   2.68616E-08
 4.12500E+00   4.15325E+17   1.31610E+10   2.90717E+02   3.29165E-02   2.66856E-08
