      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   8.37915E+17   1.85619E+09   8.28158E+00   2.38192E-04   4.08486E-09
 1.07500E+00   1.15686E+18   2.75725E+09   1.37511E+01   4.12282E-04   4.40459E-09
 1.12500E+00   1.37756E+18   3.27768E+09   2.02863E+01   6.43535E-04   4.82046E-09
 1.17500E+00   1.51808E+18   4.57933E+09   2.84780E+01   9.36999E-04   5.28952E-09
 1.22500E+00   1.59689E+18   6.04572E+09   3.81609E+01   1.29373E-03   5.79150E-09
 1.27500E+00   1.62995E+18   7.47739E+09   4.89119E+01   1.70912E-03   6.31153E-09
 1.32500E+00   1.62966E+18   8.77517E+09   6.02099E+01   2.17306E-03   6.83796E-09
 1.37500E+00   1.60353E+18   9.90437E+09   7.15254E+01   2.67086E-03   7.36422E-09
 1.42500E+00   1.55709E+18   1.08937E+10   8.23418E+01   3.18447E-03   7.88575E-09
 1.47500E+00   1.49459E+18   1.17422E+10   9.20967E+01   3.69388E-03   8.39953E-09
 1.52500E+00   1.41954E+18   1.19113E+10   1.00120E+02   4.17935E-03   8.90407E-09
 1.57500E+00   1.33500E+18   1.19334E+10   1.06361E+02   4.62447E-03   9.40002E-09
 1.62500E+00   1.24378E+18   1.19314E+10   1.10808E+02   5.01661E-03   9.88912E-09
 1.67500E+00   1.14846E+18   1.16454E+10   1.13327E+02   5.34671E-03   1.03735E-08
 1.72500E+00   1.05138E+18   1.11637E+10   1.13956E+02   5.60999E-03   1.08560E-08
 1.77500E+00   9.54627E+17   1.05359E+10   1.12835E+02   5.80613E-03   1.13402E-08
 1.82500E+00   8.59990E+17   9.79878E+09   1.10172E+02   5.93924E-03   1.18308E-08
 1.87500E+00   7.68969E+17   8.99185E+09   1.06233E+02   6.01741E-03   1.23339E-08
 1.92500E+00   6.82765E+17   8.15149E+09   1.01313E+02   6.05216E-03   1.28572E-08
 1.97500E+00   6.02289E+17   7.30867E+09   9.57144E+01   6.05772E-03   1.34102E-08
 2.02500E+00   5.28176E+17   6.48868E+09   8.97360E+01   6.05041E-03   1.40046E-08
 2.07500E+00   4.60814E+17   5.71083E+09   8.36578E+01   6.04793E-03   1.46542E-08
 2.12500E+00   4.00371E+17   4.98908E+09   7.77354E+01   6.06878E-03   1.53750E-08
 2.17500E+00   3.46835E+17   4.33304E+09   7.21970E+01   6.13163E-03   1.61840E-08
 2.22500E+00   3.00042E+17   3.74867E+09   6.72412E+01   6.25480E-03   1.70980E-08
 2.27500E+00   2.59720E+17   3.23907E+09   6.30379E+01   6.45570E-03   1.81307E-08
 2.32500E+00   2.25519E+17   2.80510E+09   5.97294E+01   6.75033E-03   1.92893E-08
 2.37500E+00   1.97042E+17   2.44626E+09   5.74315E+01   7.15269E-03   2.05702E-08
 2.42500E+00   1.73875E+17   2.16116E+09   5.62350E+01   7.67424E-03   2.19551E-08
 2.47500E+00   1.55604E+17   1.94792E+09   5.62063E+01   8.32335E-03   2.34078E-08
 2.52500E+00   1.41837E+17   1.80428E+09   5.73881E+01   9.10481E-03   2.48749E-08
 2.57500E+00   1.32212E+17   1.72515E+09   5.97985E+01   1.00194E-02   2.62901E-08
 2.62500E+00   1.26405E+17   1.71645E+09   6.34348E+01   1.10636E-02   2.75832E-08
 2.67500E+00   1.24138E+17   1.72484E+09   6.82670E+01   1.22293E-02   2.86924E-08
 2.72500E+00   1.25173E+17   1.73355E+09   7.42845E+01   1.35043E-02   2.95748E-08
 2.77500E+00   1.29317E+17   1.84150E+09   8.15010E+01   1.48719E-02   3.02115E-08
 2.82500E+00   1.36416E+17   2.03900E+09   8.98604E+01   1.63117E-02   3.06064E-08
 2.87500E+00   1.46348E+17   2.28298E+09   9.92585E+01   1.78000E-02   3.07808E-08
 2.92500E+00   1.59019E+17   2.56188E+09   1.09583E+02   1.93116E-02   3.07650E-08
 2.97500E+00   1.74360E+17   2.87744E+09   1.20720E+02   2.08205E-02   3.05926E-08
 3.02500E+00   1.92313E+17   3.23355E+09   1.32555E+02   2.23017E-02   3.02955E-08
