      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   1.04872E+16   4.05201E+07   7.40738E-01   7.21513E-05   1.18158E-08
 1.07500E+00   1.63908E+16   5.99515E+07   1.25451E+00   1.23929E-04   1.21934E-08
 1.12500E+00   2.33077E+16   7.11533E+07   1.98462E+00   1.99490E-04   1.27079E-08
 1.17500E+00   3.13564E+16   1.11777E+08   3.02766E+00   3.06656E-04   1.32855E-08
 1.22500E+00   4.06777E+16   1.73970E+08   4.48231E+00   4.54805E-04   1.38918E-08
 1.27500E+00   5.14177E+16   2.59868E+08   6.45812E+00   6.54747E-04   1.45074E-08
 1.32500E+00   6.37064E+16   3.74168E+08   9.07517E+00   9.18493E-04   1.51205E-08
 1.37500E+00   7.76361E+16   5.22430E+08   1.24606E+01   1.25886E-03   1.57244E-08
 1.42500E+00   9.32469E+16   7.10518E+08   1.67433E+01   1.68890E-03   1.63152E-08
 1.47500E+00   1.10523E+17   9.44224E+08   2.20470E+01   2.22118E-03   1.68906E-08
 1.52500E+00   1.29396E+17   1.22890E+09   2.84821E+01   2.86688E-03   1.74488E-08
 1.57500E+00   1.49752E+17   1.56907E+09   3.61372E+01   3.63490E-03   1.79877E-08
 1.62500E+00   1.71437E+17   1.96805E+09   4.50701E+01   4.53083E-03   1.85051E-08
 1.67500E+00   1.94264E+17   2.42759E+09   5.52997E+01   5.55606E-03   1.89988E-08
 1.72500E+00   2.18015E+17   2.94759E+09   6.67992E+01   6.70709E-03   1.94663E-08
 1.77500E+00   2.42448E+17   3.52585E+09   7.94920E+01   7.97504E-03   1.99055E-08
 1.82500E+00   2.67301E+17   4.15797E+09   9.32503E+01   9.34563E-03   2.03144E-08
 1.87500E+00   2.92301E+17   4.83723E+09   1.07897E+02   1.07996E-02   2.06916E-08
 1.92500E+00   3.17168E+17   5.55475E+09   1.23215E+02   1.23134E-02   2.10361E-08
 1.97500E+00   3.41617E+17   6.29978E+09   1.38950E+02   1.38606E-02   2.13476E-08
 2.02500E+00   3.65371E+17   7.06029E+09   1.54833E+02   1.54134E-02   2.16267E-08
 2.07500E+00   3.88161E+17   7.82355E+09   1.70588E+02   1.69444E-02   2.18746E-08
 2.12500E+00   4.09730E+17   8.57659E+09   1.85947E+02   1.84277E-02   2.20932E-08
 2.17500E+00   4.29842E+17   9.30608E+09   2.00667E+02   1.98411E-02   2.22854E-08
 2.22500E+00   4.48280E+17   9.99819E+09   2.14535E+02   2.11663E-02   2.24543E-08
 2.27500E+00   4.64855E+17   1.06396E+10   2.27379E+02   2.23899E-02   2.26037E-08
 2.32500E+00   4.79403E+17   1.12208E+10   2.39073E+02   2.35030E-02   2.27375E-08
 2.37500E+00   4.91792E+17   1.17405E+10   2.49532E+02   2.45015E-02   2.28598E-08
 2.42500E+00   5.01920E+17   1.22055E+10   2.58710E+02   2.53846E-02   2.29745E-08
 2.47500E+00   5.09716E+17   1.26210E+10   2.66584E+02   2.61548E-02   2.30857E-08
 2.52500E+00   5.15144E+17   1.29707E+10   2.73148E+02   2.68169E-02   2.31968E-08
 2.57500E+00   5.18196E+17   1.32164E+10   2.78414E+02   2.73767E-02   2.33112E-08
 2.62500E+00   5.18895E+17   1.32843E+10   2.82422E+02   2.78413E-02   2.34318E-08
 2.67500E+00   5.17295E+17   1.33142E+10   2.85250E+02   2.82179E-02   2.35612E-08
 2.72500E+00   5.13474E+17   1.33407E+10   2.86970E+02   2.85133E-02   2.37016E-08
 2.77500E+00   5.07532E+17   1.32977E+10   2.87639E+02   2.87339E-02   2.38550E-08
 2.82500E+00   4.99594E+17   1.31828E+10   2.87310E+02   2.88856E-02   2.40228E-08
 2.87500E+00   4.89800E+17   1.30057E+10   2.86040E+02   2.89732E-02   2.42062E-08
 2.92500E+00   4.78307E+17   1.27733E+10   2.83879E+02   2.90009E-02   2.44064E-08
 2.97500E+00   4.65280E+17   1.24905E+10   2.80877E+02   2.89720E-02   2.46239E-08
 3.02500E+00   4.50895E+17   1.21616E+10   2.77081E+02   2.88892E-02   2.48593E-08
 3.07500E+00   4.35334E+17   1.17906E+10   2.72534E+02   2.87548E-02   2.51129E-08
 3.12500E+00   4.18781E+17   1.13821E+10   2.67280E+02   2.85704E-02   2.53851E-08
 3.17500E+00   4.01418E+17   1.09405E+10   2.61361E+02   2.83375E-02   2.56757E-08
 3.22500E+00   3.83427E+17   1.04705E+10   2.54822E+02   2.80574E-02   2.59850E-08
 3.27500E+00   3.64985E+17   9.97670E+09   2.47708E+02   2.77317E-02   2.63129E-08
 3.32500E+00   3.46261E+17   9.46370E+09   2.40069E+02   2.73619E-02   2.66593E-08
 3.37500E+00   3.27417E+17   8.93620E+09   2.31957E+02   2.69503E-02   2.70244E-08
 3.42500E+00   3.08605E+17   8.39893E+09   2.23432E+02   2.64997E-02   2.74082E-08
 3.47500E+00   2.89967E+17   7.85663E+09   2.14557E+02   2.60137E-02   2.78112E-08
 3.52500E+00   2.71633E+17   7.31405E+09   2.05402E+02   2.54969E-02   2.82338E-08
 3.57500E+00   2.53721E+17   6.77589E+09   1.96045E+02   2.49549E-02   2.86771E-08
 3.62500E+00   2.36337E+17   6.24678E+09   1.86568E+02   2.43944E-02   2.91421E-08
 3.67500E+00   2.19574E+17   5.73116E+09   1.77060E+02   2.38234E-02   2.96307E-08
 3.72500E+00   2.03514E+17   5.23323E+09   1.67613E+02   2.32509E-02   3.01451E-08
 3.77500E+00   1.88224E+17   4.75684E+09   1.58323E+02   2.26867E-02   3.06879E-08
 3.82500E+00   1.73763E+17   4.30544E+09   1.49288E+02   2.21416E-02   3.12621E-08
 3.87500E+00   1.60177E+17   3.88202E+09   1.40604E+02   2.16268E-02   3.18712E-08
 3.92500E+00   1.47502E+17   3.48907E+09   1.32363E+02   2.11536E-02   3.25185E-08
 3.97500E+00   1.35764E+17   3.12857E+09   1.24655E+02   2.07330E-02   3.32068E-08
 4.02500E+00   1.24981E+17   2.80200E+09   1.17559E+02   2.03756E-02   3.39383E-08
 4.07500E+00   1.15164E+17   2.51035E+09   1.11146E+02   2.00907E-02   3.47132E-08
 4.12500E+00   1.06315E+17   2.25410E+09   1.05476E+02   1.98862E-02   3.55293E-08
 4.17500E+00   9.84319E+16   2.03327E+09   1.00596E+02   1.97682E-02   3.63813E-08
 4.22500E+00   9.15069E+16   1.84735E+09   9.65377E+01   1.97407E-02   3.72596E-08
 4.27500E+00   8.55283E+16   1.69544E+09   9.33214E+01   1.98055E-02   3.81499E-08
 4.32500E+00   8.04806E+16   1.57629E+09   9.09523E+01   1.99621E-02   3.90337E-08
 4.37500E+00   7.63460E+16   1.48845E+09   8.94227E+01   2.02074E-02   3.98881E-08
 4.42500E+00   7.31044E+16   1.43061E+09   8.87130E+01   2.05364E-02   4.06876E-08
 4.47500E+00   7.07344E+16   1.40049E+09   8.87927E+01   2.09420E-02   4.14061E-08
 4.52500E+00   6.92135E+16   1.39819E+09   8.96226E+01   2.14155E-02   4.20192E-08
 4.57500E+00   6.85188E+16   1.39950E+09   9.11560E+01   2.19469E-02   4.25066E-08
 4.62500E+00   6.86267E+16   1.40092E+09   9.33463E+01   2.25253E-02   4.28543E-08
 4.67500E+00   6.95139E+16   1.44464E+09   9.61474E+01   2.31394E-02   4.30554E-08
 4.72500E+00   7.11569E+16   1.52783E+09   9.95046E+01   2.37776E-02   4.31107E-08
 4.77500E+00   7.35323E+16   1.63440E+09   1.03357E+02   2.44290E-02   4.30273E-08
 4.82500E+00   7.66169E+16   1.75441E+09   1.07644E+02   2.50831E-02   4.28174E-08
 4.87500E+00   8.03872E+16   1.88483E+09   1.12307E+02   2.57304E-02   4.24967E-08
 4.92500E+00   8.48199E+16   2.02621E+09   1.17293E+02   2.63627E-02   4.20822E-08
 4.97500E+00   8.98911E+16   2.17995E+09   1.22550E+02   2.69729E-02   4.15916E-08
 5.02500E+00   9.55764E+16   2.34710E+09   1.28033E+02   2.75554E-02   4.10412E-08
 5.07500E+00   1.01851E+17   2.52810E+09   1.33699E+02   2.81058E-02   4.04463E-08
 5.12500E+00   1.08687E+17   2.72309E+09   1.39511E+02   2.86211E-02   3.98202E-08
