      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   4.42533E+18   8.89793E+09   3.38629E+01   8.15499E-04   3.53531E-09
 1.07500E+00   5.64723E+18   1.32180E+10   5.72907E+01   1.45113E-03   3.94965E-09
 1.12500E+00   6.25518E+18   1.56558E+10   8.42834E+01   2.28154E-03   4.43879E-09
 1.17500E+00   6.55637E+18   2.10880E+10   1.16489E+02   3.30328E-03   4.94344E-09
 1.22500E+00   6.67351E+18   2.67969E+10   1.52463E+02   4.49411E-03   5.44542E-09
 1.27500E+00   6.64848E+18   3.21528E+10   1.89977E+02   5.81016E-03   5.93959E-09
 1.32500E+00   6.50147E+18   3.70475E+10   2.26425E+02   7.18988E-03   6.42449E-09
 1.37500E+00   6.25170E+18   4.06900E+10   2.58661E+02   8.56240E-03   6.89923E-09
 1.42500E+00   5.91985E+18   4.12742E+10   2.84055E+02   9.86244E-03   7.36477E-09
 1.47500E+00   5.52712E+18   4.15264E+10   3.02710E+02   1.10428E-02   7.82459E-09
 1.52500E+00   5.09413E+18   4.11385E+10   3.14441E+02   1.20740E-02   8.28315E-09
 1.57500E+00   4.63992E+18   3.95478E+10   3.19155E+02   1.29443E-02   8.74563E-09
 1.62500E+00   4.18132E+18   3.71282E+10   3.17464E+02   1.36605E-02   9.21835E-09
 1.67500E+00   3.73246E+18   3.41383E+10   3.10449E+02   1.42465E-02   9.70895E-09
 1.72500E+00   3.30472E+18   3.08435E+10   2.99476E+02   1.47396E-02   1.02263E-08
 1.77500E+00   2.90669E+18   2.74635E+10   2.86016E+02   1.51864E-02   1.07800E-08
 1.82500E+00   2.54438E+18   2.41768E+10   2.71522E+02   1.56379E-02   1.13798E-08
 1.87500E+00   2.22154E+18   2.11212E+10   2.57341E+02   1.61448E-02   1.20336E-08
 1.92500E+00   1.94002E+18   1.83943E+10   2.44644E+02   1.67534E-02   1.27458E-08
 1.97500E+00   1.70013E+18   1.60600E+10   2.34391E+02   1.75010E-02   1.35143E-08
 2.02500E+00   1.50108E+18   1.41546E+10   2.27306E+02   1.84134E-02   1.43278E-08
 2.07500E+00   1.34126E+18   1.26913E+10   2.23872E+02   1.95025E-02   1.51633E-08
 2.12500E+00   1.21859E+18   1.16632E+10   2.24338E+02   2.07653E-02   1.59868E-08
 2.17500E+00   1.13071E+18   1.10496E+10   2.28738E+02   2.21842E-02   1.67558E-08
 2.22500E+00   1.07521E+18   1.08479E+10   2.36932E+02   2.37292E-02   1.74260E-08
 2.27500E+00   1.04972E+18   1.08995E+10   2.48615E+02   2.53608E-02   1.79597E-08
 2.32500E+00   1.05197E+18   1.09643E+10   2.63455E+02   2.70337E-02   1.83331E-08
 2.37500E+00   1.07986E+18   1.13551E+10   2.81208E+02   2.87013E-02   1.85401E-08
 2.42500E+00   1.13144E+18   1.24428E+10   3.01478E+02   3.03187E-02   1.85907E-08
 2.47500E+00   1.20485E+18   1.37811E+10   3.23677E+02   3.18467E-02   1.85060E-08
 2.52500E+00   1.29835E+18   1.52591E+10   3.47262E+02   3.32544E-02   1.83128E-08
 2.57500E+00   1.41021E+18   1.69044E+10   3.71773E+02   3.45205E-02   1.80385E-08
 2.62500E+00   1.53867E+18   1.87592E+10   3.96813E+02   3.56334E-02   1.77081E-08
 2.67500E+00   1.68192E+18   2.08484E+10   4.22035E+02   3.65899E-02   1.73428E-08
 2.72500E+00   1.83803E+18   2.31837E+10   4.47128E+02   3.73938E-02   1.69597E-08
