      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   4.10952E+15   8.80565E+06   1.01733E-01   1.48111E-05   9.52503E-09
 1.07500E+00   5.57737E+15   1.26135E+07   1.71628E-01   2.56496E-05   1.03312E-08
 1.12500E+00   6.67653E+15   1.47771E+07   2.69376E-01   4.16613E-05   1.14374E-08
 1.17500E+00   7.52079E+15   2.03852E+07   4.07734E-01   6.47532E-05   1.27331E-08
 1.22500E+00   8.21335E+15   2.70779E+07   5.99972E-01   9.73776E-05   1.41660E-08
 1.27500E+00   8.85475E+15   3.45903E+07   8.62851E-01   1.42634E-04   1.56898E-08
 1.32500E+00   9.54696E+15   4.32694E+07   1.21792E+00   2.04379E-04   1.72501E-08
 1.37500E+00   1.03943E+16   5.37493E+07   1.69245E+00   2.87325E-04   1.87843E-08
 1.42500E+00   1.15016E+16   6.68915E+07   2.32022E+00   3.97137E-04   2.02300E-08
 1.47500E+00   1.29714E+16   8.37855E+07   3.14222E+00   5.40486E-04   2.15377E-08
 1.52500E+00   1.49007E+16   1.05760E+08   4.20715E+00   7.25072E-04   2.26809E-08
 1.57500E+00   1.73777E+16   1.34394E+08   5.57165E+00   9.59586E-04   2.36573E-08
 1.62500E+00   2.04823E+16   1.71530E+08   7.30022E+00   1.25359E-03   2.44828E-08
 1.67500E+00   2.42866E+16   2.19285E+08   9.46463E+00   1.61733E-03   2.51813E-08
 1.72500E+00   2.88575E+16   2.80058E+08   1.21428E+01   2.06140E-03   2.57772E-08
 1.77500E+00   3.42586E+16   3.56541E+08   1.54172E+01   2.59634E-03   2.62905E-08
 1.82500E+00   4.05507E+16   4.51698E+08   1.93720E+01   3.23210E-03   2.67360E-08
 1.87500E+00   4.77911E+16   5.68745E+08   2.40901E+01   3.97741E-03   2.71239E-08
 1.92500E+00   5.60326E+16   7.11080E+08   2.96492E+01   4.83905E-03   2.74605E-08
 1.97500E+00   6.53210E+16   8.82198E+08   3.61168E+01   5.82109E-03   2.77493E-08
 2.02500E+00   7.56942E+16   1.08557E+09   4.35456E+01   6.92420E-03   2.79922E-08
 2.07500E+00   8.71802E+16   1.32447E+09   5.19678E+01   8.14498E-03   2.81898E-08
 2.12500E+00   9.97954E+16   1.60184E+09   6.13911E+01   9.47553E-03   2.83421E-08
 2.17500E+00   1.13544E+17   1.92007E+09   7.17942E+01   1.09033E-02   2.84489E-08
 2.22500E+00   1.28416E+17   2.28083E+09   8.31249E+01   1.24112E-02   2.85102E-08
 2.27500E+00   1.44386E+17   2.68496E+09   9.52995E+01   1.39782E-02   2.85262E-08
 2.32500E+00   1.61413E+17   3.13240E+09   1.08204E+02   1.55802E-02   2.84979E-08
 2.37500E+00   1.79441E+17   3.62214E+09   1.21701E+02   1.71915E-02   2.84271E-08
 2.42500E+00   1.98394E+17   4.15228E+09   1.35630E+02   1.87857E-02   2.83162E-08
 2.47500E+00   2.18182E+17   4.72009E+09   1.49821E+02   2.03380E-02   2.81685E-08
 2.52500E+00   2.38695E+17   5.32212E+09   1.64100E+02   2.18255E-02   2.79882E-08
 2.57500E+00   2.59807E+17   5.95432E+09   1.78295E+02   2.32294E-02   2.77799E-08
 2.62500E+00   2.81378E+17   6.61218E+09   1.92246E+02   2.45348E-02   2.75486E-08
 2.67500E+00   3.03251E+17   7.29087E+09   2.05809E+02   2.57318E-02   2.72997E-08
 2.72500E+00   3.25260E+17   7.98536E+09   2.18859E+02   2.68145E-02   2.70384E-08
 2.77500E+00   3.47224E+17   8.69021E+09   2.31293E+02   2.77815E-02   2.67701E-08
 2.82500E+00   3.68957E+17   9.39936E+09   2.43029E+02   2.86349E-02   2.64997E-08
 2.87500E+00   3.90268E+17   1.01057E+10   2.54005E+02   2.93793E-02   2.62318E-08
 2.92500E+00   4.10963E+17   1.08009E+10   2.64176E+02   3.00213E-02   2.59703E-08
 2.97500E+00   4.30850E+17   1.14761E+10   2.73514E+02   3.05689E-02   2.57189E-08
 3.02500E+00   4.49740E+17   1.21235E+10   2.82005E+02   3.10306E-02   2.54807E-08
 3.07500E+00   4.67453E+17   1.27378E+10   2.89644E+02   3.14149E-02   2.52581E-08
 3.12500E+00   4.83820E+17   1.33172E+10   2.96434E+02   3.17301E-02   2.50533E-08
 3.17500E+00   4.98683E+17   1.38610E+10   3.02383E+02   3.19841E-02   2.48678E-08
 3.22500E+00   5.11904E+17   1.43663E+10   3.07501E+02   3.21839E-02   2.47031E-08
 3.27500E+00   5.23360E+17   1.48228E+10   3.11799E+02   3.23356E-02   2.45600E-08
 3.32500E+00   5.32951E+17   1.52119E+10   3.15292E+02   3.24447E-02   2.44392E-08
 3.37500E+00   5.40598E+17   1.55106E+10   3.17993E+02   3.25158E-02   2.43412E-08
 3.42500E+00   5.46242E+17   1.57011E+10   3.19920E+02   3.25528E-02   2.42662E-08
 3.47500E+00   5.49852E+17   1.57702E+10   3.21092E+02   3.25587E-02   2.42145E-08
 3.52500E+00   5.51416E+17   1.57786E+10   3.21531E+02   3.25362E-02   2.41860E-08
 3.57500E+00   5.50949E+17   1.57859E+10   3.21257E+02   3.24871E-02   2.41807E-08
 3.62500E+00   5.48484E+17   1.57691E+10   3.20289E+02   3.24132E-02   2.41984E-08
 3.67500E+00   5.44080E+17   1.56455E+10   3.18643E+02   3.23154E-02   2.42391E-08
 3.72500E+00   5.37811E+17   1.54359E+10   3.16340E+02   3.21947E-02   2.43026E-08
 3.77500E+00   5.29772E+17   1.51607E+10   3.13401E+02   3.20518E-02   2.43887E-08
 3.82500E+00   5.20073E+17   1.48306E+10   3.09848E+02   3.18869E-02   2.44973E-08
 3.87500E+00   5.08838E+17   1.44521E+10   3.05706E+02   3.17006E-02   2.46281E-08
 3.92500E+00   4.96203E+17   1.40296E+10   3.00999E+02   3.14931E-02   2.47811E-08
 3.97500E+00   4.82312E+17   1.35673E+10   2.95756E+02   3.12647E-02   2.49561E-08
 4.02500E+00   4.67316E+17   1.30695E+10   2.90007E+02   3.10159E-02   2.51532E-08
 4.07500E+00   4.51373E+17   1.25406E+10   2.83782E+02   3.07472E-02   2.53722E-08
 4.12500E+00   4.34641E+17   1.19854E+10   2.77118E+02   3.04592E-02   2.56132E-08
 4.17500E+00   4.17278E+17   1.14086E+10   2.70051E+02   3.01531E-02   2.58764E-08
 4.22500E+00   3.99441E+17   1.08151E+10   2.62624E+02   2.98300E-02   2.61618E-08
 4.27500E+00   3.81285E+17   1.02095E+10   2.54879E+02   2.94914E-02   2.64698E-08
 4.32500E+00   3.62958E+17   9.59659E+09   2.46866E+02   2.91395E-02   2.68005E-08
 4.37500E+00   3.44601E+17   8.98125E+09   2.38636E+02   2.87765E-02   2.71545E-08
 4.42500E+00   3.26350E+17   8.36831E+09   2.30242E+02   2.84053E-02   2.75322E-08
 4.47500E+00   3.08329E+17   7.76257E+09   2.21743E+02   2.80289E-02   2.79339E-08
 4.52500E+00   2.90655E+17   7.16871E+09   2.13199E+02   2.76511E-02   2.83604E-08
 4.57500E+00   2.73434E+17   6.59123E+09   2.04675E+02   2.72758E-02   2.88122E-08
 4.62500E+00   2.56763E+17   6.03438E+09   1.96235E+02   2.69074E-02   2.92897E-08
 4.67500E+00   2.40728E+17   5.50203E+09   1.87946E+02   2.65506E-02   2.97932E-08
 4.72500E+00   2.25404E+17   4.99771E+09   1.79875E+02   2.62101E-02   3.03229E-08
 4.77500E+00   2.10857E+17   4.52448E+09   1.72089E+02   2.58909E-02   3.08784E-08
 4.82500E+00   1.97142E+17   4.08497E+09   1.64653E+02   2.55980E-02   3.14589E-08
 4.87500E+00   1.84307E+17   3.68126E+09   1.57628E+02   2.53362E-02   3.20628E-08
 4.92500E+00   1.72390E+17   3.31495E+09   1.51073E+02   2.51099E-02   3.26873E-08
 4.97500E+00   1.61419E+17   2.98705E+09   1.45041E+02   2.49232E-02   3.33286E-08
 5.02500E+00   1.51419E+17   2.69806E+09   1.39579E+02   2.47796E-02   3.39813E-08
 5.07500E+00   1.42403E+17   2.44801E+09   1.34728E+02   2.46819E-02   3.46381E-08
 5.12500E+00   1.34382E+17   2.23651E+09   1.30520E+02   2.46321E-02   3.52903E-08
 5.17500E+00   1.27359E+17   2.06289E+09   1.26978E+02   2.46312E-02   3.59269E-08
 5.22500E+00   1.21335E+17   1.92628E+09   1.24118E+02   2.46793E-02   3.65357E-08
 5.27500E+00   1.16303E+17   1.82559E+09   1.21948E+02   2.47757E-02   3.71034E-08
 5.32500E+00   1.12255E+17   1.75950E+09   1.20464E+02   2.49184E-02   3.76161E-08
 5.37500E+00   1.09179E+17   1.72530E+09   1.19658E+02   2.51047E-02   3.80604E-08
 5.42500E+00   1.07060E+17   1.72094E+09   1.19512E+02   2.53311E-02   3.84247E-08
