      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   1.66941E+17   3.37267E+08   1.34974E+00   3.69791E-05   3.75895E-09
 1.07500E+00   2.32338E+17   4.93436E+08   2.18510E+00   6.24472E-05   4.00928E-09
 1.12500E+00   2.82190E+17   5.85092E+08   3.16258E+00   9.57445E-05   4.33304E-09
 1.17500E+00   3.18403E+17   8.12639E+08   4.38357E+00   1.37645E-04   4.69745E-09
 1.22500E+00   3.42731E+17   1.06230E+09   5.81733E+00   1.88421E-04   5.08933E-09
 1.27500E+00   3.56512E+17   1.29938E+09   7.39606E+00   2.47623E-04   5.50183E-09
 1.32500E+00   3.61172E+17   1.50805E+09   9.04207E+00   3.14141E-04   5.93023E-09
 1.37500E+00   3.58178E+17   1.67990E+09   1.06807E+01   3.86371E-04   6.37143E-09
 1.42500E+00   3.48960E+17   1.82073E+09   1.22495E+01   4.62396E-04   6.82362E-09
 1.47500E+00   3.34861E+17   1.94720E+09   1.36897E+01   5.40133E-04   7.28585E-09
 1.52500E+00   3.17100E+17   1.96917E+09   1.49089E+01   6.17488E-04   7.75793E-09
 1.57500E+00   2.96747E+17   1.97005E+09   1.59044E+01   6.92790E-04   8.24151E-09
 1.62500E+00   2.74724E+17   1.96711E+09   1.66783E+01   7.64854E-04   8.73968E-09
 1.67500E+00   2.51816E+17   1.92293E+09   1.72115E+01   8.32980E-04   9.25661E-09
 1.72500E+00   2.28676E+17   1.85055E+09   1.75093E+01   8.97055E-04   9.79793E-09
 1.77500E+00   2.05845E+17   1.75880E+09   1.75895E+01   9.57629E-04   1.03710E-08
 1.82500E+00   1.83762E+17   1.65175E+09   1.74764E+01   1.01593E-03   1.09851E-08
 1.87500E+00   1.62780E+17   1.53335E+09   1.72015E+01   1.07391E-03   1.16518E-08
 1.92500E+00   1.43168E+17   1.40856E+09   1.68028E+01   1.13423E-03   1.23847E-08
 1.97500E+00   1.25122E+17   1.28213E+09   1.63228E+01   1.20022E-03   1.32001E-08
 2.02500E+00   1.08769E+17   1.15782E+09   1.58059E+01   1.27589E-03   1.41158E-08
 2.07500E+00   9.41712E+16   1.03856E+09   1.52971E+01   1.36587E-03   1.51507E-08
 2.12500E+00   8.13332E+16   9.26719E+08   1.48415E+01   1.47534E-03   1.63234E-08
 2.17500E+00   7.02111E+16   8.24305E+08   1.44843E+01   1.61001E-03   1.76499E-08
 2.22500E+00   6.07226E+16   7.32930E+08   1.42693E+01   1.77604E-03   1.91412E-08
 2.27500E+00   5.27597E+16   6.53807E+08   1.42397E+01   1.97993E-03   2.07994E-08
 2.32500E+00   4.62002E+16   5.87796E+08   1.44368E+01   2.22848E-03   2.26146E-08
 2.37500E+00   4.09191E+16   5.35525E+08   1.49003E+01   2.52858E-03   2.45613E-08
 2.42500E+00   3.67957E+16   4.97431E+08   1.56676E+01   2.88709E-03   2.65964E-08
 2.47500E+00   3.37194E+16   4.73872E+08   1.67738E+01   3.31070E-03   2.86604E-08
 2.52500E+00   3.15925E+16   4.66044E+08   1.82511E+01   3.80566E-03   3.06820E-08
 2.57500E+00   3.03309E+16   4.67399E+08   2.01268E+01   4.37759E-03   3.25875E-08
 2.62500E+00   2.98642E+16   4.69214E+08   2.24317E+01   5.03124E-03   3.43118E-08
 2.67500E+00   3.01347E+16   4.84757E+08   2.52089E+01   5.77019E-03   3.58077E-08
 2.72500E+00   3.10968E+16   5.28804E+08   2.84941E+01   6.59645E-03   3.70510E-08
 2.77500E+00   3.27155E+16   5.87814E+08   3.23029E+01   7.51012E-03   3.80393E-08
 2.82500E+00   3.49647E+16   6.58446E+08   3.66457E+01   8.50921E-03   3.87872E-08
 2.87500E+00   3.78265E+16   7.41845E+08   4.15301E+01   9.58945E-03   3.93188E-08
 2.92500E+00   4.12895E+16   8.39887E+08   4.69583E+01   1.07442E-02   3.96624E-08
 2.97500E+00   4.53476E+16   9.53917E+08   5.29246E+01   1.19645E-02   3.98457E-08
 3.02500E+00   4.99987E+16   1.08467E+09   5.94140E+01   1.32390E-02   3.98933E-08
 3.07500E+00   5.52436E+16   1.23260E+09   6.64017E+01   1.45547E-02   3.98268E-08
 3.12500E+00   6.10845E+16   1.39804E+09   7.38537E+01   1.58968E-02   3.96638E-08
 3.17500E+00   6.75246E+16   1.58130E+09   8.17272E+01   1.72497E-02   3.94192E-08
 3.22500E+00   7.45667E+16   1.78264E+09   8.99720E+01   1.85972E-02   3.91053E-08
 3.27500E+00   8.22118E+16   2.00223E+09   9.85321E+01   1.99236E-02   3.87328E-08
 3.32500E+00   9.04591E+16   2.24016E+09   1.07348E+02   2.12140E-02   3.83111E-08
 3.37500E+00   9.93043E+16   2.49647E+09   1.16356E+02   2.24550E-02   3.78486E-08
 3.42500E+00   1.08739E+17   2.77116E+09   1.25495E+02   2.36352E-02   3.73530E-08
 3.47500E+00   1.18751E+17   3.06420E+09   1.34704E+02   2.47453E-02   3.68315E-08
 3.52500E+00   1.29323E+17   3.37555E+09   1.43926E+02   2.57787E-02   3.62908E-08
 3.57500E+00   1.40430E+17   3.70516E+09   1.53107E+02   2.67309E-02   3.57371E-08
 3.62500E+00   1.52042E+17   4.05296E+09   1.62198E+02   2.76000E-02   3.51763E-08
 3.67500E+00   1.64124E+17   4.41884E+09   1.71156E+02   2.83860E-02   3.46135E-08
 3.72500E+00   1.76632E+17   4.80259E+09   1.79943E+02   2.90907E-02   3.40536E-08
 3.77500E+00   1.89518E+17   5.20390E+09   1.88527E+02   2.97174E-02   3.35008E-08
 3.82500E+00   2.02725E+17   5.62233E+09   1.96878E+02   3.02704E-02   3.29588E-08
 3.87500E+00   2.16192E+17   6.05729E+09   2.04974E+02   3.07547E-02   3.24309E-08
 3.92500E+00   2.29851E+17   6.50800E+09   2.12793E+02   3.11758E-02   3.19197E-08
 3.97500E+00   2.43628E+17   6.97345E+09   2.20317E+02   3.15393E-02   3.14275E-08
 4.02500E+00   2.57446E+17   7.45227E+09   2.27531E+02   3.18509E-02   3.09561E-08
 4.07500E+00   2.71223E+17   7.94251E+09   2.34419E+02   3.21157E-02   3.05069E-08
 4.12500E+00   2.84875E+17   8.44148E+09   2.40971E+02   3.23388E-02   3.00809E-08
 4.17500E+00   2.98315E+17   8.94558E+09   2.47173E+02   3.25249E-02   2.96790E-08
 4.22500E+00   3.11454E+17   9.45047E+09   2.53015E+02   3.26781E-02   2.93015E-08
 4.27500E+00   3.24203E+17   9.95146E+09   2.58487E+02   3.28021E-02   2.89487E-08
 4.32500E+00   3.36476E+17   1.04440E+10   2.63577E+02   3.29000E-02   2.86208E-08
 4.37500E+00   3.48186E+17   1.09244E+10   2.68277E+02   3.29746E-02   2.83177E-08
 4.42500E+00   3.59250E+17   1.13896E+10   2.72577E+02   3.30283E-02   2.80391E-08
