      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   4.55801E+18   9.01872E+09   3.36064E+01   7.95675E-04   3.47207E-09
 1.07500E+00   5.80266E+18   1.33789E+10   5.67756E+01   1.41491E-03   3.88122E-09
 1.12500E+00   6.39635E+18   1.58316E+10   8.33233E+01   2.22154E-03   4.36693E-09
 1.17500E+00   6.66259E+18   2.12125E+10   1.14827E+02   3.21088E-03   4.87075E-09
 1.22500E+00   6.73687E+18   2.67978E+10   1.49803E+02   4.36009E-03   5.37379E-09
 1.27500E+00   6.66835E+18   3.20221E+10   1.86036E+02   5.62557E-03   5.87017E-09
 1.32500E+00   6.48074E+18   3.67804E+10   2.20901E+02   6.94705E-03   6.35809E-09
 1.37500E+00   6.19512E+18   3.97684E+10   2.51106E+02   8.25624E-03   6.83669E-09
 1.42500E+00   5.83322E+18   4.01494E+10   2.74623E+02   9.49294E-03   7.30745E-09
 1.47500E+00   5.41685E+18   4.03821E+10   2.91691E+02   1.06148E-02   7.77421E-09
 1.52500E+00   4.96674E+18   3.96947E+10   3.01987E+02   1.15960E-02   8.24164E-09
 1.57500E+00   4.50171E+18   3.79726E+10   3.05555E+02   1.24282E-02   8.71523E-09
 1.62500E+00   4.03805E+18   3.54496E+10   3.03090E+02   1.31213E-02   9.20175E-09
 1.67500E+00   3.58924E+18   3.24366E+10   2.95743E+02   1.37015E-02   9.70936E-09
 1.72500E+00   3.16579E+18   2.91831E+10   2.84891E+02   1.42075E-02   1.02474E-08
 1.77500E+00   2.77543E+18   2.58946E+10   2.71983E+02   1.46861E-02   1.08258E-08
 1.82500E+00   2.42334E+18   2.27397E+10   2.58433E+02   1.51876E-02   1.14541E-08
 1.87500E+00   2.11248E+18   1.98440E+10   2.45530E+02   1.57609E-02   1.21394E-08
 1.92500E+00   1.84402E+18   1.72937E+10   2.34379E+02   1.64493E-02   1.28843E-08
 1.97500E+00   1.61769E+18   1.51443E+10   2.25865E+02   1.72866E-02   1.36838E-08
