      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   2.22211E+17   5.53606E+08   3.13939E+00   1.18518E-04   5.03818E-09
 1.07500E+00   3.18300E+17   8.20628E+08   5.20177E+00   2.03525E-04   5.35215E-09
 1.12500E+00   3.99047E+17   9.77090E+08   7.79053E+00   3.19934E-04   5.77139E-09
 1.17500E+00   4.64935E+17   1.41491E+09   1.11925E+01   4.73632E-04   6.25102E-09
 1.22500E+00   5.16572E+17   1.95309E+09   1.54622E+01   6.69770E-04   6.77433E-09
 1.27500E+00   5.55346E+17   2.53682E+09   2.05639E+01   9.11815E-04   7.32908E-09
 1.32500E+00   5.83050E+17   3.13890E+09   2.64074E+01   1.20110E-03   7.90483E-09
 1.37500E+00   6.01521E+17   3.73914E+09   3.28622E+01   1.53663E-03   8.49260E-09
 1.42500E+00   6.12388E+17   4.32050E+09   3.97694E+01   1.91508E-03   9.08494E-09
 1.47500E+00   6.16959E+17   4.86807E+09   4.69513E+01   2.33100E-03   9.67602E-09
 1.52500E+00   6.16230E+17   5.36779E+09   5.42217E+01   2.77709E-03   1.02616E-08
 1.57500E+00   6.10943E+17   5.80653E+09   6.13968E+01   3.24462E-03   1.08390E-08
 1.62500E+00   6.01676E+17   6.17894E+09   6.83089E+01   3.72389E-03   1.14063E-08
 1.67500E+00   5.88911E+17   6.49828E+09   7.48110E+01   4.20460E-03   1.19626E-08
 1.72500E+00   5.73080E+17   6.77313E+09   8.07539E+01   4.67621E-03   1.25072E-08
 1.77500E+00   5.54590E+17   6.95480E+09   8.59647E+01   5.12833E-03   1.30398E-08
 1.82500E+00   5.33835E+17   6.97867E+09   9.03197E+01   5.55150E-03   1.35603E-08
 1.87500E+00   5.11194E+17   6.99076E+09   9.38257E+01   5.93771E-03   1.40695E-08
 1.92500E+00   4.87037E+17   6.95907E+09   9.64501E+01   6.28024E-03   1.45682E-08
 1.97500E+00   4.61717E+17   6.85805E+09   9.81584E+01   6.57378E-03   1.50573E-08
 2.02500E+00   4.35568E+17   6.69601E+09   9.89472E+01   6.81460E-03   1.55380E-08
 2.07500E+00   4.08909E+17   6.48106E+09   9.88404E+01   7.00063E-03   1.60117E-08
 2.12500E+00   3.82037E+17   6.22136E+09   9.78836E+01   7.13158E-03   1.64802E-08
 2.17500E+00   3.55227E+17   5.92416E+09   9.61401E+01   7.20884E-03   1.69455E-08
 2.22500E+00   3.28733E+17   5.59679E+09   9.36882E+01   7.23544E-03   1.74104E-08
 2.27500E+00   3.02786E+17   5.24669E+09   9.06184E+01   7.21597E-03   1.78781E-08
 2.32500E+00   2.77591E+17   4.88111E+09   8.70309E+01   7.15643E-03   1.83526E-08
 2.37500E+00   2.53331E+17   4.50706E+09   8.30323E+01   7.06411E-03   1.88390E-08
 2.42500E+00   2.30162E+17   4.13120E+09   7.87330E+01   6.94740E-03   1.93433E-08
 2.47500E+00   2.08213E+17   3.75979E+09   7.42450E+01   6.81561E-03   1.98732E-08
 2.52500E+00   1.87590E+17   3.39849E+09   6.96786E+01   6.67877E-03   2.04376E-08
 2.57500E+00   1.68371E+17   3.05232E+09   6.51404E+01   6.54745E-03   2.10476E-08
 2.62500E+00   1.50609E+17   2.72547E+09   6.07313E+01   6.43246E-03   2.17158E-08
 2.67500E+00   1.34336E+17   2.42128E+09   5.65444E+01   6.34475E-03   2.24565E-08
 2.72500E+00   1.19559E+17   2.14224E+09   5.26642E+01   6.29509E-03   2.32849E-08
 2.77500E+00   1.06267E+17   1.89001E+09   4.91653E+01   6.29389E-03   2.42163E-08
 2.82500E+00   9.44327E+16   1.66559E+09   4.61127E+01   6.35103E-03   2.52644E-08
 2.87500E+00   8.40137E+16   1.46938E+09   4.35613E+01   6.47559E-03   2.64390E-08
 2.92500E+00   7.49567E+16   1.30134E+09   4.15563E+01   6.67567E-03   2.77436E-08
 2.97500E+00   6.72005E+16   1.16107E+09   4.01335E+01   6.95820E-03   2.91727E-08
 3.02500E+00   6.06786E+16   1.04791E+09   3.93195E+01   7.32876E-03   3.07091E-08
 3.07500E+00   5.53221E+16   9.60965E+08   3.91325E+01   7.79134E-03   3.23226E-08
 3.12500E+00   5.10618E+16   8.99089E+08   3.95820E+01   8.34824E-03   3.39704E-08
 3.17500E+00   4.78303E+16   8.61177E+08   4.06701E+01   8.99988E-03   3.55997E-08
 3.22500E+00   4.55636E+16   8.46566E+08   4.23917E+01   9.74470E-03   3.71522E-08
 3.27500E+00   4.42025E+16   8.48806E+08   4.47332E+01   1.05791E-02   3.85717E-08
 3.32500E+00   4.36931E+16   8.52194E+08   4.76809E+01   1.14975E-02   3.98106E-08
 3.37500E+00   4.39874E+16   8.67297E+08   5.12323E+01   1.24924E-02   4.08357E-08
 3.42500E+00   4.50436E+16   9.25919E+08   5.53813E+01   1.35540E-02   4.16306E-08
 3.47500E+00   4.68256E+16   1.00891E+09   6.00927E+01   1.46710E-02   4.21949E-08
 3.52500E+00   4.93033E+16   1.10574E+09   6.53219E+01   1.58306E-02   4.25410E-08
 3.57500E+00   5.24514E+16   1.21470E+09   7.10233E+01   1.70187E-02   4.26899E-08
 3.62500E+00   5.62491E+16   1.33708E+09   7.71511E+01   1.82211E-02   4.26666E-08
 3.67500E+00   6.06794E+16   1.47421E+09   8.36586E+01   1.94231E-02   4.24973E-08
 3.72500E+00   6.57280E+16   1.62666E+09   9.04972E+01   2.06108E-02   4.22069E-08
 3.77500E+00   7.13830E+16   1.79435E+09   9.76170E+01   2.17711E-02   4.18180E-08
 3.82500E+00   7.76331E+16   1.97701E+09   1.04968E+02   2.28920E-02   4.13505E-08
