      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   5.52192E+17   2.21676E+08   1.23685E-01   2.44131E-07   4.01447E-10
 1.07500E+00   8.34439E+17   3.13802E+08   1.86904E-01   3.68915E-07   3.76063E-10
 1.12500E+00   1.11670E+18   3.62615E+08   2.50126E-01   4.93703E-07   3.24721E-10
 1.17500E+00   1.39896E+18   4.78177E+08   3.13349E-01   6.18494E-07   3.41808E-10
 1.22500E+00   1.68124E+18   6.07905E+08   3.76574E-01   7.43288E-07   3.61582E-10
 1.27500E+00   1.96352E+18   7.40634E+08   4.39801E-01   8.68084E-07   3.77198E-10
 1.32500E+00   2.24580E+18   8.73996E+08   5.03029E-01   9.92884E-07   3.89169E-10
 1.37500E+00   2.52810E+18   1.00750E+09   5.66258E-01   1.11769E-06   3.98519E-10
 1.42500E+00   2.81041E+18   1.14103E+09   6.29492E-01   1.24250E-06   4.06002E-10
 1.47500E+00   3.09274E+18   1.27458E+09   6.92728E-01   1.36731E-06   4.12121E-10
 1.52500E+00   3.37509E+18   1.40815E+09   7.55968E-01   1.49214E-06   4.17219E-10
 1.57500E+00   3.65745E+18   1.54173E+09   8.19212E-01   1.61696E-06   4.21533E-10
 1.62500E+00   3.93983E+18   1.67533E+09   8.82459E-01   1.74180E-06   4.25229E-10
 1.67500E+00   4.22223E+18   1.80894E+09   9.45710E-01   1.86665E-06   4.28433E-10
 1.72500E+00   4.50464E+18   1.94256E+09   1.00896E+00   1.99150E-06   4.31236E-10
 1.77500E+00   4.78706E+18   2.07619E+09   1.07222E+00   2.11635E-06   4.33709E-10
 1.82500E+00   5.06950E+18   2.20982E+09   1.13548E+00   2.24121E-06   4.35905E-10
 1.87500E+00   5.35194E+18   2.34345E+09   1.19874E+00   2.36607E-06   4.37869E-10
 1.92500E+00   5.63439E+18   2.47708E+09   1.26200E+00   2.49093E-06   4.39636E-10
 1.97500E+00   5.91684E+18   2.61070E+09   1.32526E+00   2.61580E-06   4.41232E-10
 2.02500E+00   6.19930E+18   2.74432E+09   1.38853E+00   2.74066E-06   4.42682E-10
 2.07500E+00   6.48178E+18   2.87793E+09   1.45180E+00   2.86554E-06   4.44004E-10
 2.12500E+00   6.76427E+18   3.01154E+09   1.51507E+00   2.99042E-06   4.45214E-10
 2.17500E+00   7.04677E+18   3.14515E+09   1.57834E+00   3.11530E-06   4.46325E-10
 2.22500E+00   7.32929E+18   3.27875E+09   1.64161E+00   3.24019E-06   4.47350E-10
 2.27500E+00   7.61181E+18   3.41236E+09   1.70489E+00   3.36509E-06   4.48298E-10
 2.32500E+00   7.89435E+18   3.54598E+09   1.76817E+00   3.48999E-06   4.49179E-10
 2.37500E+00   8.17691E+18   3.67962E+09   1.83146E+00   3.61489E-06   4.50001E-10
 2.42500E+00   8.45948E+18   3.81327E+09   1.89474E+00   3.73981E-06   4.50769E-10
 2.47500E+00   8.74207E+18   3.94694E+09   1.95803E+00   3.86473E-06   4.51488E-10
 2.52500E+00   9.02467E+18   4.08062E+09   2.02133E+00   3.98965E-06   4.52163E-10
 2.57500E+00   9.30730E+18   4.21432E+09   2.08463E+00   4.11459E-06   4.52797E-10
 2.62500E+00   9.58994E+18   4.34803E+09   2.14793E+00   4.23952E-06   4.53395E-10
 2.67500E+00   9.87260E+18   4.48176E+09   2.21123E+00   4.36447E-06   4.53959E-10
 2.72500E+00   1.01553E+19   4.61549E+09   2.27454E+00   4.48943E-06   4.54492E-10
 2.77500E+00   1.04380E+19   4.74925E+09   2.33786E+00   4.61440E-06   4.54996E-10
 2.82500E+00   1.07207E+19   4.88302E+09   2.40118E+00   4.73937E-06   4.55475E-10
 2.87500E+00   1.10035E+19   5.01681E+09   2.46451E+00   4.86436E-06   4.55929E-10
 2.92500E+00   1.12863E+19   5.15061E+09   2.52784E+00   4.98936E-06   4.56361E-10
 2.97500E+00   1.15691E+19   5.28441E+09   2.59117E+00   5.11435E-06   4.56771E-10
 3.02500E+00   1.18519E+19   5.41822E+09   2.65451E+00   5.23936E-06   4.57162E-10
 3.07500E+00   1.21347E+19   5.55205E+09   2.71785E+00   5.36437E-06   4.57536E-10
 3.12500E+00   1.24175E+19   5.68588E+09   2.78119E+00   5.48938E-06   4.57892E-10
 3.17500E+00   1.27003E+19   5.81971E+09   2.84453E+00   5.61440E-06   4.58233E-10
 3.22500E+00   1.29832E+19   5.95353E+09   2.90787E+00   5.73942E-06   4.58557E-10
 3.27500E+00   1.32660E+19   6.08732E+09   2.97122E+00   5.86445E-06   4.58865E-10
 3.32500E+00   1.35489E+19   6.22111E+09   3.03456E+00   5.98947E-06   4.59160E-10
 3.37500E+00   1.38317E+19   6.35488E+09   3.09791E+00   6.11450E-06   4.59442E-10
 3.42500E+00   1.41146E+19   6.48864E+09   3.16126E+00   6.23953E-06   4.59711E-10
 3.47500E+00   1.43975E+19   6.62242E+09   3.22462E+00   6.36457E-06   4.59970E-10
 3.52500E+00   1.46804E+19   6.75619E+09   3.28797E+00   6.48962E-06   4.60218E-10
 3.57500E+00   1.49633E+19   6.88997E+09   3.35133E+00   6.61467E-06   4.60457E-10
 3.62500E+00   1.52463E+19   7.02373E+09   3.41470E+00   6.73972E-06   4.60685E-10
 3.67500E+00   1.55292E+19   7.15749E+09   3.47806E+00   6.86479E-06   4.60905E-10
 3.72500E+00   1.58122E+19   7.29124E+09   3.54143E+00   6.98985E-06   4.61116E-10
 3.77500E+00   1.60952E+19   7.42499E+09   3.60480E+00   7.11493E-06   4.61319E-10
 3.82500E+00   1.63782E+19   7.55875E+09   3.66818E+00   7.24001E-06   4.61514E-10
 3.87500E+00   1.66612E+19   7.69254E+09   3.73156E+00   7.36511E-06   4.61705E-10
 3.92500E+00   1.69442E+19   7.82637E+09   3.79495E+00   7.49021E-06   4.61890E-10
 3.97500E+00   1.72273E+19   7.96024E+09   3.85834E+00   7.61532E-06   4.62071E-10
 4.02500E+00   1.75104E+19   8.09413E+09   3.92174E+00   7.74044E-06   4.62247E-10
 4.07500E+00   1.77935E+19   8.22806E+09   3.98514E+00   7.86557E-06   4.62419E-10
 4.12500E+00   1.80767E+19   8.36205E+09   4.04856E+00   7.99072E-06   4.62587E-10
 4.17500E+00   1.83599E+19   8.49607E+09   4.11197E+00   8.11589E-06   4.62752E-10
 4.22500E+00   1.86431E+19   8.63011E+09   4.17540E+00   8.24106E-06   4.62912E-10
 4.27500E+00   1.89264E+19   8.76417E+09   4.23883E+00   8.36625E-06   4.63066E-10
 4.32500E+00   1.92097E+19   8.89824E+09   4.30227E+00   8.49145E-06   4.63216E-10
 4.37500E+00   1.94930E+19   9.03232E+09   4.36572E+00   8.61666E-06   4.63362E-10
 4.42500E+00   1.97764E+19   9.16640E+09   4.42917E+00   8.74188E-06   4.63503E-10
 4.47500E+00   2.00597E+19   9.30047E+09   4.49262E+00   8.86712E-06   4.63639E-10
 4.52500E+00   2.03431E+19   9.43456E+09   4.55608E+00   8.99236E-06   4.63771E-10
 4.57500E+00   2.06265E+19   9.56865E+09   4.61954E+00   9.11761E-06   4.63900E-10
 4.62500E+00   2.09100E+19   9.70275E+09   4.68301E+00   9.24286E-06   4.64025E-10
 4.67500E+00   2.11934E+19   9.83683E+09   4.74648E+00   9.36813E-06   4.64145E-10
 4.72500E+00   2.14769E+19   9.97093E+09   4.80996E+00   9.49340E-06   4.64263E-10
 4.77500E+00   2.17604E+19   1.01050E+10   4.87343E+00   9.61867E-06   4.64377E-10
 4.82500E+00   2.20439E+19   1.02391E+10   4.93692E+00   9.74395E-06   4.64487E-10
 4.87500E+00   2.23274E+19   1.03732E+10   5.00040E+00   9.86924E-06   4.64595E-10
 4.92500E+00   2.26109E+19   1.05073E+10   5.06389E+00   9.99454E-06   4.64699E-10
 4.97500E+00   2.28945E+19   1.06414E+10   5.12738E+00   1.01198E-05   4.64800E-10
 5.02500E+00   2.31781E+19   1.07754E+10   5.19088E+00   1.02451E-05   4.64899E-10
 5.07500E+00   2.34616E+19   1.09095E+10   5.25437E+00   1.03705E-05   4.64994E-10
 5.12500E+00   2.37452E+19   1.10436E+10   5.31787E+00   1.04958E-05   4.65087E-10
 5.17500E+00   2.40288E+19   1.11777E+10   5.38138E+00   1.06211E-05   4.65179E-10
 5.22500E+00   2.43125E+19   1.13118E+10   5.44489E+00   1.07464E-05   4.65269E-10
 5.27500E+00   2.45961E+19   1.14460E+10   5.50840E+00   1.08718E-05   4.65358E-10
 5.32500E+00   2.48798E+19   1.15802E+10   5.57192E+00   1.09971E-05   4.65446E-10
 5.37500E+00   2.51634E+19   1.17144E+10   5.63543E+00   1.11225E-05   4.65532E-10
 5.42500E+00   2.54471E+19   1.18486E+10   5.69896E+00   1.12478E-05   4.65616E-10
 5.47500E+00   2.57308E+19   1.19828E+10   5.76248E+00   1.13732E-05   4.65698E-10
 5.52500E+00   2.60145E+19   1.21170E+10   5.82600E+00   1.14986E-05   4.65779E-10
 5.57500E+00   2.62983E+19   1.22513E+10   5.88953E+00   1.16239E-05   4.65859E-10
 5.62500E+00   2.65820E+19   1.23855E+10   5.95306E+00   1.17493E-05   4.65937E-10
 5.67500E+00   2.68658E+19   1.25198E+10   6.01660E+00   1.18747E-05   4.66013E-10
