
   time:  533.257 dt:   0.08889 mass:   1.793
      X         N         T         U         P        Q         JM
  49.0250   1.79603   1.20596   0.52242   2.16594   0.00686   0.93829
  49.0750   1.79613   1.20597   0.52239   2.16609   0.00683   0.93827
  49.1250   1.79618   1.20598   0.52236   2.16617   0.00680   0.93826
  49.1750   1.79622   1.20598   0.52235   2.16621   0.00679   0.93825
  49.2250   1.79625   1.20598   0.52234   2.16624   0.00676   0.93825
  49.2750   1.79627   1.20598   0.52233   2.16627   0.00674   0.93824
  49.3250   1.79629   1.20597   0.52232   2.16628   0.00673   0.93824
  49.3750   1.79631   1.20597   0.52232   2.16629   0.00671   0.93824
  49.4250   1.79633   1.20596   0.52231   2.16630   0.00669   0.93824
  49.4750   1.79635   1.20594   0.52230   2.16630   0.00666   0.93824
  49.5250   1.79637   1.20592   0.52230   2.16629   0.00663   0.93824
  49.5750   1.79639   1.20589   0.52230   2.16625   0.00662   0.93825
  49.6250   1.79640   1.20583   0.52230   2.16616   0.00660   0.93826
  49.6750   1.79638   1.20573   0.52231   2.16594   0.00658   0.93826
  49.7250   1.79625   1.20553   0.52234   2.16543   0.00657   0.93825
  49.7750   1.79585   1.20512   0.52241   2.16423   0.00660   0.93817
  49.8250   1.79471   1.20428   0.52257   2.16133   0.00672   0.93786
  49.8750   1.79152   1.20243   0.52295   2.15417   0.00716   0.93688
  49.9250   1.78275   1.19814   0.52394   2.13599   0.00851   0.93405
  49.9750   1.75916   1.18675   0.52664   2.08768   0.01227   0.92644
