      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   1.93768E+20   6.91826E+10   2.69179E+01   4.18470E-05   3.57039E-10
 1.07500E+00   2.92124E+20   1.00997E+11   4.07578E+01   6.35016E-05   3.45733E-10
 1.12500E+00   3.72334E+20   1.17318E+11   5.22448E+01   8.16329E-05   3.15087E-10
 1.17500E+00   4.33111E+20   1.46806E+11   6.11765E+01   9.59106E-05   3.38957E-10
 1.22500E+00   4.73902E+20   1.75791E+11   6.74374E+01   1.06127E-04   3.70944E-10
 1.27500E+00   4.95032E+20   2.03167E+11   7.10209E+01   1.12233E-04   4.10413E-10
 1.32500E+00   4.97767E+20   2.07114E+11   7.20425E+01   1.14361E-04   4.16086E-10
 1.37500E+00   4.84270E+20   2.06960E+11   7.07411E+01   1.12832E-04   4.27365E-10
 1.42500E+00   4.57446E+20   2.04329E+11   6.74661E+01   1.08144E-04   4.46673E-10
 1.47500E+00   4.20686E+20   1.91966E+11   6.26491E+01   1.00932E-04   4.56316E-10
 1.52500E+00   3.77543E+20   1.74067E+11   5.67656E+01   9.19141E-05   4.61052E-10
 1.57500E+00   3.31399E+20   1.52125E+11   5.02899E+01   8.18273E-05   4.59039E-10
 1.62500E+00   2.85171E+20   1.27944E+11   4.36526E+01   7.13568E-05   4.48655E-10
 1.67500E+00   2.41118E+20   1.03390E+11   3.72062E+01   6.10802E-05   4.28796E-10
 1.72500E+00   2.00758E+20   8.00188E+10   3.12061E+01   5.14306E-05   3.98583E-10
 1.77500E+00   1.64921E+20   5.90569E+10   2.58082E+01   4.26863E-05   3.58093E-10
 1.82500E+00   1.33872E+20   4.13497E+10   2.10814E+01   3.49837E-05   3.08875E-10
 1.87500E+00   1.07486E+20   2.72908E+10   1.70292E+01   2.83484E-05   2.53901E-10
 1.92500E+00   8.54075E+19   1.68321E+10   1.36130E+01   2.27318E-05   1.97080E-10
 1.97500E+00   6.71745E+19   9.56998E+09   1.07723E+01   1.80446E-05   1.42464E-10
 2.02500E+00   5.22962E+19   4.88304E+09   8.43886E+00   1.41809E-05   9.33726E-11
 2.07500E+00   4.02946E+19   2.09116E+09   6.54386E+00   1.10324E-05   5.18967E-11
 2.12500E+00   3.07238E+19   6.04315E+08   5.02228E+00   8.49548E-06   1.96693E-11
 2.17500E+00   2.31791E+19   2.70045E+07   3.81437E+00   6.47426E-06   1.16503E-12
 2.22500E+00   1.73003E+19   8.90097E+01   2.86640E+00   4.88218E-06   5.14497E-18
 2.27500E+00   1.27729E+19   8.17814E+01   2.13101E+00   3.64249E-06   6.40271E-18
 2.32500E+00   9.32720E+18   7.38549E+01   1.56714E+00   2.68833E-06   7.91823E-18
 2.37500E+00   6.73570E+18   6.51770E+01   1.13985E+00   1.96249E-06   9.67635E-18
 2.42500E+00   4.80986E+18   5.71878E+01   8.19873E-01   1.41682E-06   1.18897E-17
 2.47500E+00   3.39586E+18   4.97739E+01   5.83115E-01   1.01146E-06   1.46573E-17
 2.52500E+00   2.37019E+18   4.30073E+01   4.10029E-01   7.13924E-07   1.81451E-17
 2.57500E+00   1.63525E+18   3.68994E+01   2.85021E-01   4.98167E-07   2.25650E-17
 2.62500E+00   1.11508E+18   3.14157E+01   1.95834E-01   3.43608E-07   2.81735E-17
 2.67500E+00   7.51450E+17   2.65185E+01   1.32985E-01   2.34242E-07   3.52898E-17
 2.72500E+00   5.00406E+17   2.21772E+01   8.92419E-02   1.57809E-07   4.43183E-17
 2.77500E+00   3.29253E+17   1.83643E+01   5.91755E-02   1.05055E-07   5.57757E-17
 2.82500E+00   2.14032E+17   1.50511E+01   3.87683E-02   6.90994E-08   7.03218E-17
 2.87500E+00   1.37445E+17   1.22048E+01   2.50917E-02   4.49013E-08   8.87978E-17
 2.92500E+00   8.71846E+16   9.78862E+00   1.60422E-02   2.88223E-08   1.12275E-16
 2.97500E+00   5.46232E+16   7.76265E+00   1.01306E-02   1.82745E-08   1.42113E-16
 3.02500E+00   3.37992E+16   6.08510E+00   6.31844E-03   1.14437E-08   1.80037E-16
 3.07500E+00   2.06535E+16   4.71378E+00   3.89182E-03   7.07727E-09   2.28232E-16
 3.12500E+00   1.24626E+16   3.60738E+00   2.36719E-03   4.32219E-09   2.89456E-16
 3.17500E+00   7.42550E+15   2.72657E+00   1.42175E-03   2.60647E-09   3.67189E-16
 3.22500E+00   4.36837E+15   2.03483E+00   8.43127E-04   1.55198E-09   4.65809E-16
 3.27500E+00   2.53727E+15   1.49906E+00   4.93653E-04   9.12387E-10   5.90814E-16
 3.32500E+00   1.45495E+15   1.08990E+00   2.85357E-04   5.29554E-10   7.49094E-16
 3.37500E+00   8.23664E+14   7.81877E-01   1.62845E-04   3.03432E-10   9.49267E-16
 3.42500E+00   4.60314E+14   5.53337E-01   9.17408E-05   1.71639E-10   1.20209E-15
 3.47500E+00   2.53953E+14   3.86246E-01   5.10203E-05   9.58431E-11   1.52094E-15
 3.52500E+00   1.38305E+14   2.65884E-01   2.80094E-05   5.28307E-11   1.92244E-15
 3.57500E+00   7.43549E+13   1.80474E-01   1.51788E-05   2.87464E-11   2.42719E-15
 3.62500E+00   3.94613E+13   1.20775E-01   8.11974E-06   1.54400E-11   3.06059E-15
 3.67500E+00   2.06751E+13   7.96776E-02   4.28757E-06   8.18611E-12   3.85381E-15
 3.72500E+00   1.06953E+13   5.18147E-02   2.23484E-06   4.28420E-12   4.84464E-15
 3.77500E+00   5.46446E+12   3.32120E-02   1.14987E-06   2.21324E-12   6.07782E-15
 3.82500E+00   2.75958E+12   2.09814E-02   5.84015E-07   1.12864E-12   7.60310E-15
 3.87500E+00   1.38067E+12   1.30632E-02   2.92804E-07   5.68147E-13   9.46145E-15
 3.92500E+00   6.81632E+11   8.01533E-03   1.44916E-07   2.82324E-13   1.17590E-14
 3.97500E+00   3.13724E+11   4.84660E-03   7.08025E-08   1.38493E-13   1.54486E-14
 4.02500E+00   1.91304E+10   2.88792E-03   3.41498E-08   6.70676E-14   1.50960E-13
 4.07500E+00   0.00000E+00   1.69574E-03   1.62610E-08   3.20637E-14      Infinity
