      xx/10.        Omega0        Omega1        Omega2           C_l         r_avg
         [-]       [kg^-1]     [m kg^-1]   [m^2 kg^-1]           [-]           [m]
 1.02500E+00   2.13240E+20   7.16871E+10   2.95638E+01   4.59095E-05   3.36180E-10
 1.07500E+00   3.36466E+20   1.06661E+11   4.66710E+01   7.24929E-05   3.17005E-10
 1.12500E+00   4.57915E+20   1.25485E+11   6.35535E+01   9.87444E-05   2.74036E-10
 1.17500E+00   5.77647E+20   1.65505E+11   8.02185E+01   1.24674E-04   2.86516E-10
 1.22500E+00   6.95713E+20   2.09206E+11   9.66722E+01   1.50291E-04   3.00708E-10
 1.27500E+00   8.12161E+20   2.53159E+11   1.12921E+02   1.75604E-04   3.11710E-10
 1.32500E+00   9.27036E+20   2.96700E+11   1.28969E+02   2.00620E-04   3.20053E-10
 1.37500E+00   1.04037E+21   3.39711E+11   1.44821E+02   2.25346E-04   3.26528E-10
 1.42500E+00   1.15221E+21   3.82179E+11   1.60482E+02   2.49787E-04   3.31692E-10
 1.47500E+00   1.26258E+21   4.24108E+11   1.75955E+02   2.73950E-04   3.35906E-10
 1.52500E+00   1.37151E+21   4.65509E+11   1.91245E+02   2.97840E-04   3.39413E-10
 1.57500E+00   1.47904E+21   5.06393E+11   2.06355E+02   3.21462E-04   3.42379E-10
 1.62500E+00   1.58520E+21   5.46773E+11   2.21289E+02   3.44823E-04   3.44923E-10
 1.67500E+00   1.69002E+21   5.86658E+11   2.36051E+02   3.67928E-04   3.47131E-10
 1.72500E+00   1.79352E+21   6.26060E+11   2.50644E+02   3.90781E-04   3.49067E-10
 1.77500E+00   1.89574E+21   6.64991E+11   2.65072E+02   4.13387E-04   3.50781E-10
 1.82500E+00   1.99671E+21   7.03459E+11   2.79338E+02   4.35752E-04   3.52309E-10
 1.87500E+00   2.09645E+21   7.41476E+11   2.93446E+02   4.57881E-04   3.53682E-10
 1.92500E+00   2.19498E+21   7.79050E+11   3.07398E+02   4.79776E-04   3.54924E-10
 1.97500E+00   2.29233E+21   8.16189E+11   3.21197E+02   5.01444E-04   3.56052E-10
 2.02500E+00   2.38852E+21   8.52903E+11   3.34847E+02   5.22888E-04   3.57084E-10
 2.07500E+00   2.48359E+21   8.89198E+11   3.48349E+02   5.44112E-04   3.58030E-10
 2.12500E+00   2.57754E+21   9.25083E+11   3.61708E+02   5.65121E-04   3.58901E-10
 2.17500E+00   2.67041E+21   9.60565E+11   3.74926E+02   5.85918E-04   3.59707E-10
 2.22500E+00   2.76221E+21   9.95649E+11   3.88005E+02   6.06507E-04   3.60454E-10
 2.27500E+00   2.85297E+21   1.03034E+12   4.00948E+02   6.26892E-04   3.61148E-10
 2.32500E+00   2.94270E+21   1.06466E+12   4.13758E+02   6.47077E-04   3.61797E-10
 2.37500E+00   3.03144E+21   1.09861E+12   4.26437E+02   6.67066E-04   3.62405E-10
